2000;13.12.19 11:34:13;22;Avvicinamento pre-pressata pressata Fuori Ingombro;Alcun errore (0);20191213112233;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;43,90;-0,02;0,00;0,00;
0,00;0,00;43,96;0,16;0,00;0,00;
0,00;0,00;44,50;0,12;0,00;0,00;
0,00;0,00;45,52;0,16;0,00;0,00;
0,00;0,00;47,05;0,20;0,00;0,00;
0,00;0,00;49,09;0,20;0,00;0,00;
0,00;0,00;51,66;0,16;0,00;0,00;
0,00;0,00;54,69;0,23;0,00;0,00;
0,00;0,00;57,86;0,13;0,00;0,00;
0,00;0,00;61,00;0,16;0,00;0,00;
0,00;0,00;64,27;0,09;0,00;0,00;
0,00;0,00;67,42;0,11;0,00;0,00;
0,00;0,00;70,65;0,14;0,00;0,00;
0,00;0,00;73,84;0,18;0,00;0,00;
0,00;0,00;77,05;0,18;0,00;0,00;
0,00;0,00;80,24;0,18;0,00;0,00;
0,00;0,00;83,44;0,13;0,00;0,00;
0,00;0,00;86,64;0,18;0,00;0,00;
0,00;0,00;89,84;0,13;0,00;0,00;
0,00;0,00;93,05;0,13;0,00;0,00;
0,00;0,00;96,25;0,16;0,00;0,00;
0,00;0,00;99,44;0,11;0,00;0,00;
0,00;0,00;102,64;0,18;0,00;0,00;
0,00;0,00;105,85;0,13;0,00;0,00;
0,00;0,00;109,05;0,13;0,00;0,00;
0,00;0,00;112,25;0,13;0,00;0,00;
0,00;0,00;115,44;0,11;0,00;0,00;
0,00;0,00;118,65;0,16;0,00;0,00;
0,00;0,00;121,85;0,13;0,00;0,00;
0,00;0,00;125,05;0,13;0,00;0,00;
0,00;0,00;128,25;0,13;0,00;0,00;
0,00;0,00;131,44;0,12;0,00;0,00;
0,00;0,00;134,64;0,18;0,00;0,00;
0,00;0,00;137,85;0,13;0,00;0,00;
0,00;0,00;141,05;0,13;0,00;0,00;
0,00;0,00;144,25;0,16;0,00;0,00;
0,00;0,00;147,45;0,12;0,00;0,00;
0,00;0,00;150,65;0,13;0,00;0,00;
0,00;0,00;153,85;0,18;0,00;0,00;
0,00;0,00;157,05;0,13;0,00;0,00;
0,00;0,00;160,21;0,02;0,00;0,00;
0,00;0,00;162,90;0,09;0,00;0,00;
0,00;0,00;165,15;0,09;0,00;0,00;
0,00;0,00;166,91;0,02;0,00;0,00;
0,00;0,00;168,90;-0,02;0,00;0,00;
0,00;0,00;169,15;-0,02;0,00;0,00;
0,00;0,00;169,22;-0,02;0,00;0,00;
0,00;0,00;169,23;0,07;0,00;0,00;
0,00;0,00;169,38;0,05;0,00;0,00;
0,00;0,00;169,53;0,05;0,00;0,00;
0,00;0,00;169,69;0,05;0,00;0,00;
0,00;0,00;169,85;0,07;0,00;0,00;
0,00;0,00;170,01;0,05;0,00;0,00;
0,00;0,00;170,17;0,05;0,00;0,00;
0,00;0,00;170,33;0,05;0,00;0,00;
0,00;0,00;170,49;0,05;0,00;0,00;
0,00;0,00;170,65;0,02;0,00;0,00;
0,00;0,00;170,81;0,05;0,00;0,00;
0,00;0,00;170,97;0,05;0,00;0,00;
0,00;0,00;171,13;0,05;0,00;0,00;
0,00;0,00;171,29;0,05;0,00;0,00;
0,00;0,00;171,45;0,05;0,00;0,00;
0,00;0,00;171,61;0,05;0,00;0,00;
0,00;0,00;171,77;0,05;0,00;0,00;
0,00;0,00;171,93;0,05;0,00;0,00;
0,00;0,00;172,09;0,05;0,00;0,00;
0,00;0,00;172,25;0,12;0,00;0,00;
0,00;0,00;172,41;0,23;0,00;0,00;
0,00;0,00;172,57;0,23;0,00;0,00;
0,00;0,00;172,73;0,38;0,00;0,00;
0,00;0,00;172,89;0,54;0,00;0,00;
0,00;0,00;173,05;0,86;0,00;0,00;
0,00;0,00;173,20;1,13;0,00;0,00;
0,00;0,00;173,36;1,33;0,00;0,00;
0,00;0,00;173,52;1,44;0,00;0,00;
0,00;0,00;173,68;1,56;0,00;0,00;
0,00;0,00;173,71;1,29;0,00;0,00;
0,00;0,00;173,71;1,20;0,00;0,00;
0,00;0,00;173,44;0,07;0,00;0,00;
0,00;0,00;172,66;-0,18;0,00;0,00;
0,00;0,00;172,01;-0,05;0,00;0,00;
0,00;0,00;171,73;-0,02;0,00;0,00;
0,00;0,00;171,70;-0,05;0,00;0,00;
0,00;0,00;171,70;-0,05;0,00;0,00;
0,00;0,00;171,79;0,05;0,00;0,00;
0,00;0,00;171,92;0,05;0,00;0,00;
0,00;0,00;172,09;0,05;0,00;0,00;
0,00;0,00;172,26;0,05;0,00;0,00;
0,00;0,00;172,42;0,05;0,00;0,00;
0,00;0,00;172,58;0,05;0,00;0,00;
0,00;0,00;172,74;0,05;0,00;0,00;
0,00;0,00;172,91;0,05;0,00;0,00;
0,00;0,00;173,07;0,05;0,00;0,00;
0,00;0,00;173,23;0,05;0,00;0,00;
0,00;0,00;173,39;0,11;0,00;0,00;
0,00;0,00;173,55;0,25;0,00;0,00;
0,00;0,00;173,71;0,93;0,00;0,00;
0,00;0,00;173,85;1,68;0,00;0,00;
0,00;0,00;174,02;1,76;0,00;0,00;
0,00;0,00;174,18;1,87;0,00;0,00;
0,00;0,00;174,34;2,04;0,00;0,00;
0,00;0,00;174,50;2,13;0,00;0,00;
0,00;0,00;174,66;2,28;0,00;0,00;
0,00;0,00;174,82;2,40;0,00;0,00;
0,00;0,00;174,99;2,51;0,00;0,00;
0,00;0,00;175,15;2,58;0,00;0,00;
0,00;0,00;175,31;2,71;0,00;0,00;
0,00;0,00;175,47;2,85;0,00;0,00;
0,00;0,00;175,63;2,94;0,00;0,00;
0,00;0,00;175,79;3,07;0,00;0,00;
0,00;0,00;175,95;3,21;0,00;0,00;
0,00;0,00;176,11;3,30;0,00;0,00;
0,00;0,00;176,27;3,42;0,00;0,00;
0,00;0,00;176,43;3,57;0,00;0,00;
0,00;0,00;176,59;3,66;0,00;0,00;
0,00;0,00;176,75;3,73;0,00;0,00;
0,00;0,00;176,91;3,82;0,00;0,00;
0,00;0,00;177,07;3,84;0,00;0,00;
0,00;0,00;177,23;3,94;0,00;0,00;
0,00;0,00;177,39;4,07;0,00;0,00;
0,00;0,00;177,55;4,18;0,00;0,00;
0,00;0,00;177,71;4,30;0,00;0,00;
0,00;0,00;177,87;4,38;0,00;0,00;
0,00;0,00;178,03;4,48;0,00;0,00;
0,00;0,00;178,19;4,68;0,00;0,00;
0,00;0,00;178,35;4,86;0,00;0,00;
0,00;0,00;178,51;5,04;0,00;0,00;
0,00;0,00;178,67;5,11;0,00;0,00;
0,00;0,00;178,83;5,16;0,00;0,00;
0,00;0,00;178,99;5,18;0,00;0,00;
0,00;0,00;179,15;5,20;0,00;0,00;
0,00;0,00;179,21;4,79;0,00;0,00;
0,00;0,00;179,21;4,66;0,00;0,00;
0,00;0,00;179,15;3,23;0,00;0,00;
0,00;0,00;178,64;-0,16;0,00;0,00;
0,00;0,00;177,62;-0,18;0,00;0,00;
0,00;0,00;176,08;-0,16;0,00;0,00;
0,00;0,00;174,03;-0,20;0,00;0,00;
0,00;0,00;171,47;-0,18;0,00;0,00;
0,00;0,00;168,44;-0,27;0,00;0,00;
0,00;0,00;165,27;-0,16;0,00;0,00;
0,00;0,00;162,10;-0,16;0,00;0,00;
0,00;0,00;158,85;-0,09;0,00;0,00;
0,00;0,00;155,69;-0,13;0,00;0,00;
0,00;0,00;152,46;-0,18;0,00;0,00;
0,00;0,00;149,26;-0,18;0,00;0,00;
0,00;0,00;146,06;-0,16;0,00;0,00;
0,00;0,00;142,86;-0,18;0,00;0,00;
0,00;0,00;139,66;-0,16;0,00;0,00;
0,00;0,00;136,46;-0,18;0,00;0,00;
0,00;0,00;133,26;-0,16;0,00;0,00;
0,00;0,00;130,06;-0,13;0,00;0,00;
0,00;0,00;126,86;-0,16;0,00;0,00;
0,00;0,00;123,66;-0,16;0,00;0,00;
0,00;0,00;120,46;-0,18;0,00;0,00;
0,00;0,00;117,26;-0,18;0,00;0,00;
0,00;0,00;114,06;-0,16;0,00;0,00;
0,00;0,00;110,86;-0,16;0,00;0,00;
0,00;0,00;107,66;-0,12;0,00;0,00;
0,00;0,00;104,46;-0,16;0,00;0,00;
0,00;0,00;101,26;-0,16;0,00;0,00;
0,00;0,00;98,06;-0,16;0,00;0,00;
0,00;0,00;94,86;-0,16;0,00;0,00;
0,00;0,00;91,66;-0,13;0,00;0,00;
0,00;0,00;88,46;-0,16;0,00;0,00;
0,00;0,00;85,26;-0,16;0,00;0,00;
0,00;0,00;82,06;-0,16;0,00;0,00;
0,00;0,00;78,86;-0,18;0,00;0,00;
0,00;0,00;75,66;-0,18;0,00;0,00;
0,00;0,00;72,46;-0,18;0,00;0,00;
0,00;0,00;69,26;-0,18;0,00;0,00;
0,00;0,00;66,06;-0,16;0,00;0,00;
0,00;0,00;62,86;-0,16;0,00;0,00;
0,00;0,00;59,66;-0,18;0,00;0,00;
0,00;0,00;56,46;-0,18;0,00;0,00;
0,00;0,00;53,27;-0,07;0,00;0,00;
0,00;0,00;50,52;-0,13;0,00;0,00;
0,00;0,00;48,21;-0,09;0,00;0,00;
0,00;0,00;46,38;-0,07;0,00;0,00;
0,00;0,00;45,07;-0,05;0,00;0,00;
0,00;0,00;44,26;-0,02;0,00;0,00;
0,00;0,00;43,89;-0,02;0,00;0,00;
