19912;25.05.21 12:30:28;21;Avvicinamento Pressata Finale;position > max position (10);20210525090635P0008;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;30,22;0,12;0,00;0,00;
0,00;0,00;33,30;0,08;0,00;0,00;
0,00;0,00;37,92;0,12;0,00;0,00;
0,00;0,00;42,72;0,12;0,00;0,00;
0,00;0,00;47,52;0,08;0,00;0,00;
0,00;0,00;52,32;0,04;0,00;0,00;
0,00;0,00;57,12;0,04;0,00;0,00;
0,00;0,00;61,92;0,08;0,00;0,00;
0,00;0,00;66,72;0,04;0,00;0,00;
0,00;0,00;76,32;0,04;0,00;0,00;
0,00;0,00;81,12;0,04;0,00;0,00;
0,00;0,00;90,72;0,08;0,00;0,00;
0,00;0,00;95,52;0,04;0,00;0,00;
0,00;0,00;100,32;0,04;0,00;0,00;
0,00;0,00;105,12;0,04;0,00;0,00;
0,00;0,00;109,92;0,04;0,00;0,00;
0,00;0,00;114,72;0,04;0,00;0,00;
0,00;0,00;119,52;0,04;0,00;0,00;
0,00;0,00;124,32;0,04;0,00;0,00;
0,00;0,00;129,12;0,04;0,00;0,00;
0,00;0,00;133,92;0,04;0,00;0,00;
0,00;0,00;143,52;0,08;0,00;0,00;
0,00;0,00;148,32;0,12;0,00;0,00;
0,00;0,00;153,12;0,04;0,00;0,00;
0,00;0,00;157,92;0,04;0,00;0,00;
0,00;0,00;162,72;0,12;0,00;0,00;
0,00;0,00;167,52;0,12;0,00;0,00;
0,00;0,00;172,32;0,04;0,00;0,00;
0,00;0,00;181,92;0,08;0,00;0,00;
0,00;0,00;186,72;0,04;0,00;0,00;
0,00;0,00;191,52;0,04;0,00;0,00;
0,00;0,00;196,32;0,04;0,00;0,00;
0,00;0,00;201,12;0,04;0,00;0,00;
0,00;0,00;210,72;0,08;0,00;0,00;
0,00;0,00;220,32;0,04;0,00;0,00;
0,00;0,00;225,12;0,04;0,00;0,00;
0,00;0,00;234,72;0,04;0,00;0,00;
0,00;0,00;239,52;0,04;0,00;0,00;
0,00;0,00;244,32;0,08;0,00;0,00;
0,00;0,00;249,12;0,12;0,00;0,00;
0,00;0,00;253,92;0,04;0,00;0,00;
0,00;0,00;263,52;0,08;0,00;0,00;
0,00;0,00;268,32;0,08;0,00;0,00;
0,00;0,00;273,12;0,04;0,00;0,00;
0,00;0,00;277,92;0,08;0,00;0,00;
0,00;0,00;282,72;0,04;0,00;0,00;
0,00;0,00;287,52;0,04;0,00;0,00;
0,00;0,00;292,32;0,04;0,00;0,00;
0,00;0,00;297,12;0,08;0,00;0,00;
0,00;0,00;301,92;0,08;0,00;0,00;
0,00;0,00;306,41;0,04;0,00;0,00;
0,00;0,00;309,15;-0,04;0,00;0,00;
0,00;0,00;309,94;0,04;0,00;0,00;
0,00;0,00;310,21;0,04;0,00;0,00;
0,00;0,00;310,52;0,17;0,00;0,00;
0,00;0,00;310,84;0,12;0,00;0,00;
0,00;0,00;311,16;0,08;0,00;0,00;
0,00;0,00;311,48;0,12;0,00;0,00;
0,00;0,00;311,80;0,08;0,00;0,00;
0,00;0,00;312,12;0,17;0,00;0,00;
0,00;0,00;312,44;0,17;0,00;0,00;
0,00;0,00;312,76;0,08;0,00;0,00;
0,00;0,00;313,08;0,17;0,00;0,00;
0,00;0,00;313,40;0,17;0,00;0,00;
0,00;0,00;313,72;0,08;0,00;0,00;
0,00;0,00;314,04;0,12;0,00;0,00;
0,00;0,00;314,36;0,17;0,00;0,00;
0,00;0,00;314,68;0,12;0,00;0,00;
0,00;0,00;315,00;0,17;0,00;0,00;
0,00;0,00;315,32;0,17;0,00;0,00;
0,00;0,00;315,64;0,17;0,00;0,00;
0,00;0,00;315,96;0,17;0,00;0,00;
0,00;0,00;316,28;0,17;0,00;0,00;
0,00;0,00;316,60;0,17;0,00;0,00;
0,00;0,00;316,92;0,17;0,00;0,00;
0,00;0,00;317,23;1,25;0,00;0,00;
0,00;0,00;317,56;1,13;0,00;0,00;
0,00;0,00;317,88;1,22;0,00;0,00;
0,00;0,00;318,20;1,30;0,00;0,00;
0,00;0,00;318,52;1,39;0,00;0,00;
0,00;0,00;318,84;1,57;0,00;0,00;
0,00;0,00;319,16;1,60;0,00;0,00;
0,00;0,00;319,48;1,73;0,00;0,00;
0,00;0,00;319,80;1,87;0,00;0,00;
0,00;0,00;320,12;1,95;0,00;0,00;
0,00;0,00;320,44;1,99;0,00;0,00;
0,00;0,00;320,76;2,08;0,00;0,00;
0,00;0,00;321,08;2,21;0,00;0,00;
0,00;0,00;321,40;2,26;0,00;0,00;
0,00;0,00;321,72;2,26;0,00;0,00;
0,00;0,00;322,04;2,30;0,00;0,00;
0,00;0,00;322,36;2,44;0,00;0,00;
0,00;0,00;322,68;2,44;0,00;0,00;
0,00;0,00;323,00;2,70;0,00;0,00;
0,00;0,00;323,32;2,95;0,00;0,00;
0,00;0,00;323,64;3,00;0,00;0,00;
0,00;0,00;323,96;3,13;0,00;0,00;
0,00;0,00;324,28;3,30;0,00;0,00;
0,00;0,00;324,60;3,43;0,00;0,00;
0,00;0,00;324,92;3,48;0,00;0,00;
0,00;0,00;325,24;3,65;0,00;0,00;
0,00;0,00;325,55;3,82;0,00;0,00;
0,00;0,00;325,88;4,00;0,00;0,00;
0,00;0,00;326,20;4,08;0,00;0,00;
0,00;0,00;326,52;4,17;0,00;0,00;
0,00;0,00;326,84;4,22;0,00;0,00;
0,00;0,00;327,16;4,35;0,00;0,00;
0,00;0,00;327,48;4,35;0,00;0,00;
0,00;0,00;327,80;4,43;0,00;0,00;
0,00;0,00;328,11;4,56;0,00;0,00;
0,00;0,00;328,44;4,70;0,00;0,00;
0,00;0,00;328,76;4,78;0,00;0,00;
0,00;0,00;329,08;5,04;0,00;0,00;
0,00;0,00;329,40;5,17;0,00;0,00;
0,00;0,00;329,71;5,35;0,00;0,00;
0,00;0,00;330,04;5,52;0,00;0,00;
0,00;0,00;330,36;5,57;0,00;0,00;
0,00;0,00;330,68;5,74;0,00;0,00;
0,00;0,00;331,00;5,83;0,00;0,00;
0,00;0,00;331,31;5,99;0,00;0,00;
0,00;0,00;331,61;13,13;0,00;0,00;
0,00;0,00;331,62;13,74;0,00;0,00;
0,00;0,00;331,62;14,09;0,00;0,00;
0,00;0,00;331,63;14,35;0,00;0,00;
0,00;0,00;331,63;14,61;0,00;0,00;
0,00;0,00;331,63;14,69;0,00;0,00;
0,00;0,00;331,64;14,78;0,00;0,00;
