55734;23.08.21 08:24:08;22;Avvicinamento pre-pressata pressata Fuori Ingombro;Alcun errore (0);20210823081346P0009;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;22,36;0,16;0,00;0,00;
0,00;0,00;22,81;0,37;0,00;0,00;
0,00;0,00;23,58;0,30;0,00;0,00;
0,00;0,00;24,73;0,22;0,00;0,00;
0,00;0,00;26,28;0,30;0,00;0,00;
0,00;0,00;28,20;0,37;0,00;0,00;
0,00;0,00;30,50;0,45;0,00;0,00;
0,00;0,00;32,84;0,31;0,00;0,00;
0,00;0,00;35,23;0,37;0,00;0,00;
0,00;0,00;37,64;0,31;0,00;0,00;
0,00;0,00;40,05;0,31;0,00;0,00;
0,00;0,00;42,44;0,23;0,00;0,00;
0,00;0,00;44,84;0,31;0,00;0,00;
0,00;0,00;47,25;0,23;0,00;0,00;
0,00;0,00;49,64;0,31;0,00;0,00;
0,00;0,00;52,05;0,31;0,00;0,00;
0,00;0,00;54,45;0,23;0,00;0,00;
0,00;0,00;56,85;0,31;0,00;0,00;
0,00;0,00;59,25;0,16;0,00;0,00;
0,00;0,00;61,64;0,31;0,00;0,00;
0,00;0,00;64,05;0,31;0,00;0,00;
0,00;0,00;66,45;0,31;0,00;0,00;
0,00;0,00;68,85;0,31;0,00;0,00;
0,00;0,00;71,25;0,23;0,00;0,00;
0,00;0,00;73,64;0,23;0,00;0,00;
0,00;0,00;76,05;0,31;0,00;0,00;
0,00;0,00;78,45;0,23;0,00;0,00;
0,00;0,00;80,85;0,23;0,00;0,00;
0,00;0,00;83,25;0,16;0,00;0,00;
0,00;0,00;85,64;0,31;0,00;0,00;
0,00;0,00;88,05;0,23;0,00;0,00;
0,00;0,00;90,45;0,31;0,00;0,00;
0,00;0,00;92,85;0,31;0,00;0,00;
0,00;0,00;95,25;0,23;0,00;0,00;
0,00;0,00;97,64;0,31;0,00;0,00;
0,00;0,00;100,05;0,23;0,00;0,00;
0,00;0,00;102,45;0,23;0,00;0,00;
0,00;0,00;104,85;0,23;0,00;0,00;
0,00;0,00;107,25;0,23;0,00;0,00;
0,00;0,00;109,64;0,23;0,00;0,00;
0,00;0,00;112,05;0,31;0,00;0,00;
0,00;0,00;114,45;0,23;0,00;0,00;
0,00;0,00;116,85;0,31;0,00;0,00;
0,00;0,00;119,25;0,16;0,00;0,00;
0,00;0,00;121,64;0,23;0,00;0,00;
0,00;0,00;124,05;0,23;0,00;0,00;
0,00;0,00;126,45;0,31;0,00;0,00;
0,00;0,00;128,85;0,23;0,00;0,00;
0,00;0,00;131,25;0,31;0,00;0,00;
0,00;0,00;133,64;0,23;0,00;0,00;
0,00;0,00;136,05;0,31;0,00;0,00;
0,00;0,00;138,45;0,23;0,00;0,00;
0,00;0,00;140,85;0,31;0,00;0,00;
0,00;0,00;143,25;0,31;0,00;0,00;
0,00;0,00;145,64;0,16;0,00;0,00;
0,00;0,00;148,05;0,31;0,00;0,00;
0,00;0,00;150,45;0,23;0,00;0,00;
0,00;0,00;152,85;0,23;0,00;0,00;
0,00;0,00;155,25;0,23;0,00;0,00;
0,00;0,00;157,64;0,23;0,00;0,00;
0,00;0,00;160,05;0,31;0,00;0,00;
0,00;0,00;162,45;0,31;0,00;0,00;
0,00;0,00;164,85;0,31;0,00;0,00;
0,00;0,00;167,25;0,31;0,00;0,00;
0,00;0,00;169,64;0,31;0,00;0,00;
0,00;0,00;172,05;0,31;0,00;0,00;
0,00;0,00;174,45;0,31;0,00;0,00;
0,00;0,00;176,85;0,37;0,00;0,00;
0,00;0,00;179,25;0,45;0,00;0,00;
0,00;0,00;181,39;0,31;0,00;0,00;
0,00;0,00;183,20;0,30;0,00;0,00;
0,00;0,00;184,66;0,23;0,00;0,00;
0,00;0,00;185,73;0,16;0,00;0,00;
0,00;0,00;186,42;0,31;0,00;0,00;
0,00;0,00;186,73;0,23;0,00;0,00;
0,00;0,00;186,80;0,23;0,00;0,00;
0,00;0,00;186,82;0,31;0,00;0,00;
0,00;0,00;186,92;0,37;0,00;0,00;
0,00;0,00;187,05;0,31;0,00;0,00;
0,00;0,00;187,20;0,31;0,00;0,00;
0,00;0,00;187,37;0,31;0,00;0,00;
0,00;0,00;187,53;0,23;0,00;0,00;
0,00;0,00;187,69;0,31;0,00;0,00;
0,00;0,00;187,85;0,31;0,00;0,00;
0,00;0,00;188,01;0,23;0,00;0,00;
0,00;0,00;188,17;0,31;0,00;0,00;
0,00;0,00;188,33;0,31;0,00;0,00;
0,00;0,00;188,49;0,31;0,00;0,00;
0,00;0,00;188,65;0,23;0,00;0,00;
0,00;0,00;188,81;0,31;0,00;0,00;
0,00;0,00;188,97;0,31;0,00;0,00;
0,00;0,00;189,13;0,31;0,00;0,00;
0,00;0,00;189,29;0,31;0,00;0,00;
0,00;0,00;189,45;0,31;0,00;0,00;
0,00;0,00;189,61;0,31;0,00;0,00;
0,00;0,00;189,77;0,31;0,00;0,00;
0,00;0,00;189,93;0,61;0,00;0,00;
0,00;0,00;190,09;1,74;0,00;0,00;
0,00;0,00;190,25;1,90;0,00;0,00;
0,00;0,00;190,41;2,06;0,00;0,00;
0,00;0,00;190,57;2,13;0,00;0,00;
0,00;0,00;190,73;2,20;0,00;0,00;
0,00;0,00;190,89;2,43;0,00;0,00;
0,00;0,00;191,05;2,43;0,00;0,00;
0,00;0,00;191,21;2,43;0,00;0,00;
0,00;0,00;191,37;2,43;0,00;0,00;
0,00;0,00;191,53;2,59;0,00;0,00;
0,00;0,00;191,69;2,74;0,00;0,00;
0,00;0,00;191,85;2,74;0,00;0,00;
0,00;0,00;192,01;2,74;0,00;0,00;
0,00;0,00;192,17;2,80;0,00;0,00;
0,00;0,00;192,33;2,96;0,00;0,00;
0,00;0,00;192,49;3,04;0,00;0,00;
0,00;0,00;192,65;3,04;0,00;0,00;
0,00;0,00;192,80;3,04;0,00;0,00;
0,00;0,00;192,80;2,43;0,00;0,00;
0,00;0,00;192,79;2,27;0,00;0,00;
0,00;0,00;192,44;-0,08;0,00;0,00;
0,00;0,00;191,75;-0,16;0,00;0,00;
0,00;0,00;190,70;-0,16;0,00;0,00;
0,00;0,00;188,88;0,08;0,00;0,00;
0,00;0,00;188,99;0,31;0,00;0,00;
0,00;0,00;189,12;0,31;0,00;0,00;
0,00;0,00;189,28;0,31;0,00;0,00;
0,00;0,00;189,45;0,31;0,00;0,00;
0,00;0,00;189,61;0,31;0,00;0,00;
0,00;0,00;189,77;0,31;0,00;0,00;
0,00;0,00;189,93;0,31;0,00;0,00;
0,00;0,00;190,09;0,31;0,00;0,00;
0,00;0,00;190,25;0,31;0,00;0,00;
0,00;0,00;190,41;0,31;0,00;0,00;
0,00;0,00;190,57;0,31;0,00;0,00;
0,00;0,00;190,73;0,31;0,00;0,00;
0,00;0,00;190,89;0,31;0,00;0,00;
0,00;0,00;191,05;0,31;0,00;0,00;
0,00;0,00;191,21;0,31;0,00;0,00;
0,00;0,00;191,37;0,31;0,00;0,00;
0,00;0,00;191,53;0,31;0,00;0,00;
0,00;0,00;191,69;0,31;0,00;0,00;
0,00;0,00;191,85;0,31;0,00;0,00;
0,00;0,00;192,01;0,31;0,00;0,00;
0,00;0,00;192,17;0,31;0,00;0,00;
0,00;0,00;192,33;0,31;0,00;0,00;
0,00;0,00;192,49;0,31;0,00;0,00;
0,00;0,00;192,65;0,31;0,00;0,00;
0,00;0,00;192,81;2,20;0,00;0,00;
0,00;0,00;192,96;3,35;0,00;0,00;
0,00;0,00;193,12;3,35;0,00;0,00;
0,00;0,00;193,29;3,43;0,00;0,00;
0,00;0,00;193,45;3,66;0,00;0,00;
0,00;0,00;193,61;3,66;0,00;0,00;
0,00;0,00;193,77;3,66;0,00;0,00;
0,00;0,00;193,93;3,88;0,00;0,00;
0,00;0,00;194,09;3,96;0,00;0,00;
0,00;0,00;194,25;4,11;0,00;0,00;
0,00;0,00;194,41;4,27;0,00;0,00;
0,00;0,00;194,57;4,27;0,00;0,00;
0,00;0,00;194,73;4,49;0,00;0,00;
0,00;0,00;194,89;4,56;0,00;0,00;
0,00;0,00;195,05;4,56;0,00;0,00;
0,00;0,00;195,21;4,80;0,00;0,00;
0,00;0,00;195,37;4,88;0,00;0,00;
0,00;0,00;195,53;4,88;0,00;0,00;
0,00;0,00;195,69;5,02;0,00;0,00;
0,00;0,00;195,85;5,09;0,00;0,00;
0,00;0,00;195,90;4,19;0,00;0,00;
0,00;0,00;195,90;4,27;0,00;0,00;
0,00;0,00;195,84;2,27;0,00;0,00;
0,00;0,00;195,40;-0,08;0,00;0,00;
0,00;0,00;194,63;-0,08;0,00;0,00;
0,00;0,00;193,47;-0,16;0,00;0,00;
0,00;0,00;191,93;-0,16;0,00;0,00;
0,00;0,00;190,00;-0,23;0,00;0,00;
0,00;0,00;187,70;-0,23;0,00;0,00;
0,00;0,00;185,36;-0,16;0,00;0,00;
0,00;0,00;182,97;-0,08;0,00;0,00;
0,00;0,00;180,56;-0,16;0,00;0,00;
0,00;0,00;178,16;-0,16;0,00;0,00;
0,00;0,00;175,76;-0,23;0,00;0,00;
0,00;0,00;173,35;-0,16;0,00;0,00;
0,00;0,00;170,96;-0,08;0,00;0,00;
0,00;0,00;168,55;-0,08;0,00;0,00;
0,00;0,00;163,75;-0,08;0,00;0,00;
0,00;0,00;161,35;-0,08;0,00;0,00;
0,00;0,00;142,15;-0,08;0,00;0,00;
0,00;0,00;137,35;-0,08;0,00;0,00;
0,00;0,00;86,95;0,08;0,00;0,00;
0,00;0,00;62,96;0,08;0,00;0,00;
0,00;0,00;27,33;-0,08;0,00;0,00;
0,00;0,00;25,59;-0,16;0,00;0,00;
0,00;0,00;24,21;0,08;0,00;0,00;
