26588;27.08.21 09:51:56;21;Avvicinamento Pressata Finale;Alcun errore (0);20210826124328P0008;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;71,50;-0,04;0,00;0,00;
0,00;0,00;72,62;0,04;0,00;0,00;
0,00;0,00;75,70;0,08;0,00;0,00;
0,00;0,00;85,12;-0,09;0,00;0,00;
0,00;0,00;113,92;-0,09;0,00;0,00;
0,00;0,00;128,32;-0,01;0,00;0,00;
0,00;0,00;137,92;-0,09;0,00;0,00;
0,00;0,00;142,72;-0,04;0,00;0,00;
0,00;0,00;147,52;-0,04;0,00;0,00;
0,00;0,00;152,32;-0,09;0,00;0,00;
0,00;0,00;157,12;-0,09;0,00;0,00;
0,00;0,00;161,92;-0,04;0,00;0,00;
0,00;0,00;166,72;-0,04;0,00;0,00;
0,00;0,00;171,52;-0,04;0,00;0,00;
0,00;0,00;176,32;-0,09;0,00;0,00;
0,00;0,00;185,92;-0,09;0,00;0,00;
0,00;0,00;195,52;-0,09;0,00;0,00;
0,00;0,00;205,12;-0,09;0,00;0,00;
0,00;0,00;209,92;-0,04;0,00;0,00;
0,00;0,00;214,72;-0,09;0,00;0,00;
0,00;0,00;219,52;-0,04;0,00;0,00;
0,00;0,00;224,32;-0,04;0,00;0,00;
0,00;0,00;233,92;-0,05;0,00;0,00;
0,00;0,00;243,52;-0,04;0,00;0,00;
0,00;0,00;248,32;-0,01;0,00;0,00;
0,00;0,00;253,12;-0,04;0,00;0,00;
0,00;0,00;257,92;-0,04;0,00;0,00;
0,00;0,00;262,72;-0,01;0,00;0,00;
0,00;0,00;281,92;0,04;0,00;0,00;
0,00;0,00;286,71;0,04;0,00;0,00;
0,00;0,00;290,17;-0,04;0,00;0,00;
0,00;0,00;291,78;-0,04;0,00;0,00;
0,00;0,00;291,99;0,04;0,00;0,00;
0,00;0,00;293,33;0,04;0,00;0,00;
0,00;0,00;293,72;0,04;0,00;0,00;
0,00;0,00;295,83;0,04;0,00;0,00;
0,00;0,00;296,21;0,04;0,00;0,00;
0,00;0,00;296,79;0,04;0,00;0,00;
0,00;0,00;298,13;0,04;0,00;0,00;
0,00;0,00;299,67;0,04;0,00;0,00;
0,00;0,00;300,05;0,04;0,00;0,00;
0,00;0,00;300,44;0,08;0,00;0,00;
0,00;0,00;300,63;0,17;0,00;0,00;
0,00;0,00;300,82;0,17;0,00;0,00;
0,00;0,00;301,01;0,26;0,00;0,00;
0,00;0,00;301,20;0,35;0,00;0,00;
0,00;0,00;301,40;0,35;0,00;0,00;
0,00;0,00;301,59;0,38;0,00;0,00;
0,00;0,00;301,78;0,47;0,00;0,00;
0,00;0,00;301,97;0,47;0,00;0,00;
0,00;0,00;302,17;0,47;0,00;0,00;
0,00;0,00;302,36;0,52;0,00;0,00;
0,00;0,00;302,55;0,52;0,00;0,00;
0,00;0,00;302,74;0,56;0,00;0,00;
0,00;0,00;302,93;0,56;0,00;0,00;
0,00;0,00;303,13;0,69;0,00;0,00;
0,00;0,00;303,32;0,69;0,00;0,00;
0,00;0,00;303,51;0,69;0,00;0,00;
0,00;0,00;303,70;0,69;0,00;0,00;
0,00;0,00;303,89;0,69;0,00;0,00;
0,00;0,00;304,09;0,69;0,00;0,00;
0,00;0,00;304,28;1,09;0,00;0,00;
0,00;0,00;304,47;1,13;0,00;0,00;
0,00;0,00;304,66;1,22;0,00;0,00;
0,00;0,00;304,85;1,22;0,00;0,00;
0,00;0,00;305,05;1,25;0,00;0,00;
0,00;0,00;305,24;1,34;0,00;0,00;
0,00;0,00;305,43;1,39;0,00;0,00;
0,00;0,00;305,62;1,39;0,00;0,00;
0,00;0,00;305,81;1,52;0,00;0,00;
0,00;0,00;306,01;1,57;0,00;0,00;
0,00;0,00;306,20;1,57;0,00;0,00;
0,00;0,00;306,39;1,60;0,00;0,00;
0,00;0,00;306,58;1,65;0,00;0,00;
0,00;0,00;306,77;1,73;0,00;0,00;
0,00;0,00;306,97;1,78;0,00;0,00;
0,00;0,00;307,16;1,87;0,00;0,00;
0,00;0,00;307,35;1,87;0,00;0,00;
0,00;0,00;307,54;2,04;0,00;0,00;
0,00;0,00;307,73;2,04;0,00;0,00;
0,00;0,00;307,92;2,08;0,00;0,00;
0,00;0,00;308,12;2,13;0,00;0,00;
0,00;0,00;308,31;2,21;0,00;0,00;
0,00;0,00;308,50;2,21;0,00;0,00;
0,00;0,00;308,69;2,26;0,00;0,00;
0,00;0,00;308,89;2,35;0,00;0,00;
0,00;0,00;309,08;2,39;0,00;0,00;
0,00;0,00;309,27;2,44;0,00;0,00;
0,00;0,00;309,46;2,52;0,00;0,00;
0,00;0,00;309,65;2,61;0,00;0,00;
0,00;0,00;309,85;2,61;0,00;0,00;
0,00;0,00;310,04;2,70;0,00;0,00;
0,00;0,00;310,23;2,78;0,00;0,00;
0,00;0,00;310,42;2,74;0,00;0,00;
0,00;0,00;310,61;2,78;0,00;0,00;
0,00;0,00;310,80;3,00;0,00;0,00;
0,00;0,00;311,00;3,74;0,00;0,00;
0,00;0,00;311,09;5,74;0,00;0,00;
0,00;0,00;311,09;5,91;0,00;0,00;
0,00;0,00;310,81;0,17;0,00;0,00;
0,00;0,00;308,72;-0,18;0,00;0,00;
0,00;0,00;304,61;-0,18;0,00;0,00;
0,00;0,00;299,89;-0,09;0,00;0,00;
0,00;0,00;295,07;-0,09;0,00;0,00;
0,00;0,00;290,28;-0,09;0,00;0,00;
0,00;0,00;285,48;-0,13;0,00;0,00;
0,00;0,00;280,68;-0,13;0,00;0,00;
0,00;0,00;275,88;-0,13;0,00;0,00;
0,00;0,00;271,08;-0,09;0,00;0,00;
0,00;0,00;266,28;-0,13;0,00;0,00;
0,00;0,00;256,68;-0,04;0,00;0,00;
0,00;0,00;251,88;-0,09;0,00;0,00;
0,00;0,00;247,08;-0,13;0,00;0,00;
0,00;0,00;242,28;-0,04;0,00;0,00;
0,00;0,00;237,48;-0,04;0,00;0,00;
0,00;0,00;232,68;-0,10;0,00;0,00;
0,00;0,00;227,88;-0,09;0,00;0,00;
0,00;0,00;223,08;-0,09;0,00;0,00;
0,00;0,00;218,28;-0,01;0,00;0,00;
0,00;0,00;213,48;-0,09;0,00;0,00;
0,00;0,00;208,68;-0,04;0,00;0,00;
0,00;0,00;203,88;-0,05;0,00;0,00;
0,00;0,00;199,08;-0,05;0,00;0,00;
0,00;0,00;194,28;-0,04;0,00;0,00;
0,00;0,00;189,48;-0,10;0,00;0,00;
0,00;0,00;184,68;-0,13;0,00;0,00;
0,00;0,00;179,88;-0,04;0,00;0,00;
0,00;0,00;175,08;-0,04;0,00;0,00;
0,00;0,00;170,28;-0,04;0,00;0,00;
0,00;0,00;165,48;-0,05;0,00;0,00;
0,00;0,00;160,68;-0,04;0,00;0,00;
0,00;0,00;155,88;-0,01;0,00;0,00;
0,00;0,00;151,08;-0,04;0,00;0,00;
0,00;0,00;146,28;-0,04;0,00;0,00;
0,00;0,00;141,48;-0,04;0,00;0,00;
0,00;0,00;136,68;-0,04;0,00;0,00;
0,00;0,00;131,88;-0,09;0,00;0,00;
0,00;0,00;127,08;-0,09;0,00;0,00;
0,00;0,00;122,28;-0,04;0,00;0,00;
0,00;0,00;117,48;-0,04;0,00;0,00;
0,00;0,00;112,68;-0,05;0,00;0,00;
0,00;0,00;107,88;-0,09;0,00;0,00;
0,00;0,00;103,08;-0,09;0,00;0,00;
0,00;0,00;98,28;0,04;0,00;0,00;
0,00;0,00;93,48;-0,09;0,00;0,00;
0,00;0,00;88,68;-0,09;0,00;0,00;
0,00;0,00;83,88;-0,09;0,00;0,00;
0,00;0,00;79,08;-0,05;0,00;0,00;
0,00;0,00;74,75;-0,04;0,00;0,00;
0,00;0,00;72,19;-0,09;0,00;0,00;
0,00;0,00;71,54;-0,04;0,00;0,00;
