23496;24.06.21 08:48:12;22;Avvicinamento pre-pressata pressata Fuori Ingombro;force < min. force (9);20210623154854P0003;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;0,06;0,04;0,00;0,00;
0,00;0,00;0,60;0,04;0,00;0,00;
0,00;0,00;1,63;0,04;0,00;0,00;
0,00;0,00;3,18;0,04;0,00;0,00;
0,00;0,00;5,24;0,04;0,00;0,00;
0,00;0,00;7,82;0,04;0,00;0,00;
0,00;0,00;10,90;0,06;0,00;0,00;
0,00;0,00;14,38;0,01;0,00;0,00;
0,00;0,00;17,89;0,02;0,00;0,00;
0,00;0,00;21,41;0,03;0,00;0,00;
0,00;0,00;24,93;0,02;0,00;0,00;
0,00;0,00;28,45;0,02;0,00;0,00;
0,00;0,00;31,97;0,01;0,00;0,00;
0,00;0,00;35,49;0,02;0,00;0,00;
0,00;0,00;39,01;0,03;0,00;0,00;
0,00;0,00;42,53;0,01;0,00;0,00;
0,00;0,00;46,05;0,01;0,00;0,00;
0,00;0,00;49,57;0,02;0,00;0,00;
0,00;0,00;53,09;0,03;0,00;0,00;
0,00;0,00;56,61;0,04;0,00;0,00;
0,00;0,00;60,13;0,02;0,00;0,00;
0,00;0,00;63,65;0,01;0,00;0,00;
0,00;0,00;67,17;0,01;0,00;0,00;
0,00;0,00;70,69;0,02;0,00;0,00;
0,00;0,00;74,21;0,04;0,00;0,00;
0,00;0,00;77,73;0,01;0,00;0,00;
0,00;0,00;81,25;0,01;0,00;0,00;
0,00;0,00;84,77;0,01;0,00;0,00;
0,00;0,00;88,29;0,02;0,00;0,00;
0,00;0,00;91,81;0,03;0,00;0,00;
0,00;0,00;95,33;0,02;0,00;0,00;
0,00;0,00;98,85;0,01;0,00;0,00;
0,00;0,00;102,37;0,04;0,00;0,00;
0,00;0,00;105,89;0,03;0,00;0,00;
0,00;0,00;109,41;0,02;0,00;0,00;
0,00;0,00;112,93;0,02;0,00;0,00;
0,00;0,00;116,45;0,01;0,00;0,00;
0,00;0,00;119,96;0,01;0,00;0,00;
0,00;0,00;127,99;-0,01;0,00;0,00;
0,00;0,00;130,82;-0,01;0,00;0,00;
0,00;0,00;131,48;-0,02;0,00;0,00;
0,00;0,00;131,73;0,01;0,00;0,00;
0,00;0,00;132,79;0,01;0,00;0,00;
0,00;0,00;132,99;0,01;0,00;0,00;
0,00;0,00;133,37;0,01;0,00;0,00;
0,00;0,00;133,95;0,01;0,00;0,00;
0,00;0,00;134,23;0,01;0,00;0,00;
0,00;0,00;134,62;0,01;0,00;0,00;
0,00;0,00;134,71;0,01;0,00;0,00;
0,00;0,00;135,10;0,01;0,00;0,00;
0,00;0,00;135,39;0,01;0,00;0,00;
0,00;0,00;135,48;0,01;0,00;0,00;
0,00;0,00;135,67;0,01;0,00;0,00;
0,00;0,00;135,86;0,01;0,00;0,00;
0,00;0,00;135,96;0,01;0,00;0,00;
0,00;0,00;136,44;0,01;0,00;0,00;
0,00;0,00;136,54;0,01;0,00;0,00;
0,00;0,00;136,83;0,01;0,00;0,00;
0,00;0,00;136,92;0,01;0,00;0,00;
0,00;0,00;137,02;0,01;0,00;0,00;
0,00;0,00;137,11;0,01;0,00;0,00;
0,00;0,00;137,21;0,01;0,00;0,00;
0,00;0,00;137,31;0,01;0,00;0,00;
0,00;0,00;137,50;0,01;0,00;0,00;
0,00;0,00;137,69;0,01;0,00;0,00;
0,00;0,00;138,07;0,01;0,00;0,00;
0,00;0,00;138,46;0,01;0,00;0,00;
0,00;0,00;138,55;0,01;0,00;0,00;
0,00;0,00;138,84;0,01;0,00;0,00;
0,00;0,00;138,94;0,01;0,00;0,00;
0,00;0,00;139,51;0,01;0,00;0,00;
0,00;0,00;139,80;0,01;0,00;0,00;
0,00;0,00;139,90;0,01;0,00;0,00;
0,00;0,00;139,99;0,01;0,00;0,00;
0,00;0,00;140,19;0,01;0,00;0,00;
0,00;0,00;140,57;0,01;0,00;0,00;
0,00;0,00;140,67;0,01;0,00;0,00;
0,00;0,00;140,86;0,01;0,00;0,00;
0,00;0,00;141,15;0,01;0,00;0,00;
0,00;0,00;141,24;0,01;0,00;0,00;
0,00;0,00;141,34;0,01;0,00;0,00;
0,00;0,00;141,63;0,01;0,00;0,00;
0,00;0,00;141,82;0,01;0,00;0,00;
0,00;0,00;142,01;0,01;0,00;0,00;
0,00;0,00;142,30;0,01;0,00;0,00;
0,00;0,00;142,39;0,01;0,00;0,00;
0,00;0,00;142,78;0,01;0,00;0,00;
0,00;0,00;143,07;0,01;0,00;0,00;
0,00;0,00;143,64;0,01;0,00;0,00;
0,00;0,00;144,03;0,01;0,00;0,00;
0,00;0,00;144,31;0,01;0,00;0,00;
0,00;0,00;144,41;0,01;0,00;0,00;
0,00;0,00;144,51;0,01;0,00;0,00;
0,00;0,00;144,60;0,01;0,00;0,00;
0,00;0,00;144,70;0,01;0,00;0,00;
0,00;0,00;144,79;0,01;0,00;0,00;
0,00;0,00;144,99;0,01;0,00;0,00;
0,00;0,00;145,08;0,01;0,00;0,00;
0,00;0,00;145,37;0,01;0,00;0,00;
0,00;0,00;145,47;0,01;0,00;0,00;
0,00;0,00;145,85;0,01;0,00;0,00;
0,00;0,00;145,95;0,01;0,00;0,00;
0,00;0,00;146,04;0,01;0,00;0,00;
0,00;0,00;146,33;0,01;0,00;0,00;
0,00;0,00;146,91;0,01;0,00;0,00;
0,00;0,00;147,10;0,01;0,00;0,00;
0,00;0,00;148,06;0,01;0,00;0,00;
0,00;0,00;148,25;0,01;0,00;0,00;
0,00;0,00;148,44;0,01;0,00;0,00;
0,00;0,00;148,54;0,01;0,00;0,00;
0,00;0,00;148,63;0,01;0,00;0,00;
0,00;0,00;148,92;0,01;0,00;0,00;
0,00;0,00;149,02;0,01;0,00;0,00;
0,00;0,00;149,11;0,01;0,00;0,00;
0,00;0,00;149,21;0,01;0,00;0,00;
0,00;0,00;149,31;0,01;0,00;0,00;
0,00;0,00;149,40;0,01;0,00;0,00;
0,00;0,00;149,88;0,01;0,00;0,00;
0,00;0,00;150,17;0,01;0,00;0,00;
0,00;0,00;150,27;0,01;0,00;0,00;
0,00;0,00;150,46;0,01;0,00;0,00;
0,00;0,00;150,55;0,01;0,00;0,00;
0,00;0,00;150,75;0,01;0,00;0,00;
0,00;0,00;150,84;0,01;0,00;0,00;
0,00;0,00;151,32;0,01;0,00;0,00;
0,00;0,00;151,42;0,01;0,00;0,00;
0,00;0,00;151,51;0,01;0,00;0,00;
0,00;0,00;151,71;0,01;0,00;0,00;
0,00;0,00;151,99;0,01;0,00;0,00;
0,00;0,00;152,19;0,01;0,00;0,00;
0,00;0,00;152,38;0,01;0,00;0,00;
0,00;0,00;152,67;0,01;0,00;0,00;
0,00;0,00;152,76;0,01;0,00;0,00;
0,00;0,00;153,34;0,01;0,00;0,00;
0,00;0,00;153,53;0,01;0,00;0,00;
0,00;0,00;153,63;0,01;0,00;0,00;
0,00;0,00;153,72;0,01;0,00;0,00;
0,00;0,00;153,82;0,01;0,00;0,00;
0,00;0,00;154,11;0,01;0,00;0,00;
0,00;0,00;154,20;0,01;0,00;0,00;
0,00;0,00;154,30;0,02;0,00;0,00;
0,00;0,00;154,39;0,01;0,00;0,00;
0,00;0,00;154,59;0,01;0,00;0,00;
0,00;0,00;154,78;0,01;0,00;0,00;
0,00;0,00;155,55;0,01;0,00;0,00;
0,00;0,00;155,93;0,01;0,00;0,00;
0,00;0,00;156,12;0,01;0,00;0,00;
0,00;0,00;156,31;0,01;0,00;0,00;
0,00;0,00;156,50;0,01;0,00;0,00;
0,00;0,00;156,70;0,01;0,00;0,00;
0,00;0,00;156,99;0,01;0,00;0,00;
0,00;0,00;157,08;0,01;0,00;0,00;
0,00;0,00;157,27;0,01;0,00;0,00;
0,00;0,00;157,37;0,01;0,00;0,00;
0,00;0,00;157,56;0,01;0,00;0,00;
0,00;0,00;157,95;0,01;0,00;0,00;
0,00;0,00;158,04;0,01;0,00;0,00;
0,00;0,00;158,14;0,01;0,00;0,00;
0,00;0,00;158,23;0,01;0,00;0,00;
0,00;0,00;158,71;0,01;0,00;0,00;
0,00;0,00;159,15;0,01;0,00;0,00;
0,00;0,00;159,15;0,01;0,00;0,00;
0,00;0,00;159,15;0,01;0,00;0,00;
