69956;03.08.21 11:13:47;21;Avvicinamento Pressata Fuori Ingombro;Alcun errore (0);20210802091038P0050;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;0,28;0,16;0,00;0,00;
0,00;0,00;1,07;0,16;0,00;0,00;
0,00;0,00;2,34;0,15;0,00;0,00;
0,00;0,00;4,13;0,18;0,00;0,00;
0,00;0,00;6,43;0,18;0,00;0,00;
0,00;0,00;9,25;0,13;0,00;0,00;
0,00;0,00;12,40;0,09;0,00;0,00;
0,00;0,00;15,52;0,13;0,00;0,00;
0,00;0,00;18,74;0,06;0,00;0,00;
0,00;0,00;21,95;0,09;0,00;0,00;
0,00;0,00;25,15;0,09;0,00;0,00;
0,00;0,00;28,35;0,11;0,00;0,00;
0,00;0,00;31,55;0,06;0,00;0,00;
0,00;0,00;34,75;0,09;0,00;0,00;
0,00;0,00;37,95;0,06;0,00;0,00;
0,00;0,00;41,15;0,09;0,00;0,00;
0,00;0,00;44,35;0,06;0,00;0,00;
0,00;0,00;47,55;0,06;0,00;0,00;
0,00;0,00;50,75;0,13;0,00;0,00;
0,00;0,00;53,95;0,04;0,00;0,00;
0,00;0,00;57,15;0,09;0,00;0,00;
0,00;0,00;60,35;0,04;0,00;0,00;
0,00;0,00;63,55;0,09;0,00;0,00;
0,00;0,00;66,75;0,06;0,00;0,00;
0,00;0,00;69,95;0,11;0,00;0,00;
0,00;0,00;73,15;0,06;0,00;0,00;
0,00;0,00;76,35;0,09;0,00;0,00;
0,00;0,00;79,54;0,13;0,00;0,00;
0,00;0,00;82,75;0,09;0,00;0,00;
0,00;0,00;85,95;0,09;0,00;0,00;
0,00;0,00;89,15;0,09;0,00;0,00;
0,00;0,00;92,35;0,06;0,00;0,00;
0,00;0,00;95,55;0,11;0,00;0,00;
0,00;0,00;98,75;0,11;0,00;0,00;
0,00;0,00;101,95;0,06;0,00;0,00;
0,00;0,00;105,15;0,09;0,00;0,00;
0,00;0,00;108,35;0,11;0,00;0,00;
0,00;0,00;111,55;0,09;0,00;0,00;
0,00;0,00;114,75;0,09;0,00;0,00;
0,00;0,00;117,95;0,06;0,00;0,00;
0,00;0,00;121,15;0,06;0,00;0,00;
0,00;0,00;124,35;0,09;0,00;0,00;
0,00;0,00;127,54;0,09;0,00;0,00;
0,00;0,00;130,75;0,13;0,00;0,00;
0,00;0,00;133,95;0,04;0,00;0,00;
0,00;0,00;137,15;0,11;0,00;0,00;
0,00;0,00;140,23;-0,05;0,00;0,00;
0,00;0,00;142,81;0,02;0,00;0,00;
0,00;0,00;144,96;0,04;0,00;0,00;
0,00;0,00;146,61;-0,02;0,00;0,00;
0,00;0,00;148,42;-0,07;0,00;0,00;
0,00;0,00;148,60;-0,00;0,00;0,00;
0,00;0,00;148,72;0,09;0,00;0,00;
0,00;0,00;148,86;0,04;0,00;0,00;
0,00;0,00;149,66;0,02;0,00;0,00;
0,00;0,00;150,94;0,02;0,00;0,00;
0,00;0,00;152,06;0,02;0,00;0,00;
0,00;0,00;152,54;0,02;0,00;0,00;
0,00;0,00;152,70;0,02;0,00;0,00;
0,00;0,00;153,18;0,02;0,00;0,00;
0,00;0,00;153,34;0,02;0,00;0,00;
0,00;0,00;153,50;0,04;0,00;0,00;
0,00;0,00;153,82;0,02;0,00;0,00;
0,00;0,00;153,98;0,04;0,00;0,00;
0,00;0,00;154,14;0,02;0,00;0,00;
0,00;0,00;154,46;0,02;0,00;0,00;
0,00;0,00;154,62;0,02;0,00;0,00;
0,00;0,00;154,94;0,04;0,00;0,00;
0,00;0,00;155,10;0,04;0,00;0,00;
0,00;0,00;155,42;0,04;0,00;0,00;
0,00;0,00;155,58;0,04;0,00;0,00;
0,00;0,00;155,74;0,04;0,00;0,00;
0,00;0,00;155,90;0,02;0,00;0,00;
0,00;0,00;156,22;0,02;0,00;0,00;
0,00;0,00;156,54;0,02;0,00;0,00;
0,00;0,00;156,70;0,04;0,00;0,00;
0,00;0,00;156,86;0,02;0,00;0,00;
0,00;0,00;157,02;0,04;0,00;0,00;
0,00;0,00;157,18;0,04;0,00;0,00;
0,00;0,00;157,34;0,02;0,00;0,00;
0,00;0,00;157,50;0,02;0,00;0,00;
0,00;0,00;157,82;0,02;0,00;0,00;
0,00;0,00;157,98;0,02;0,00;0,00;
0,00;0,00;158,14;0,04;0,00;0,00;
0,00;0,00;158,30;0,02;0,00;0,00;
0,00;0,00;158,62;0,02;0,00;0,00;
0,00;0,00;158,78;0,02;0,00;0,00;
0,00;0,00;159,10;0,02;0,00;0,00;
0,00;0,00;159,58;0,02;0,00;0,00;
0,00;0,00;159,74;0,02;0,00;0,00;
0,00;0,00;159,90;0,02;0,00;0,00;
0,00;0,00;160,38;0,02;0,00;0,00;
0,00;0,00;160,86;0,02;0,00;0,00;
0,00;0,00;161,02;0,04;0,00;0,00;
0,00;0,00;161,18;0,04;0,00;0,00;
0,00;0,00;161,34;0,02;0,00;0,00;
0,00;0,00;162,14;0,04;0,00;0,00;
0,00;0,00;162,30;0,02;0,00;0,00;
0,00;0,00;162,62;0,02;0,00;0,00;
0,00;0,00;162,78;0,02;0,00;0,00;
0,00;0,00;162,94;0,02;0,00;0,00;
0,00;0,00;163,10;0,04;0,00;0,00;
0,00;0,00;163,26;0,04;0,00;0,00;
0,00;0,00;163,58;0,02;0,00;0,00;
0,00;0,00;163,74;0,02;0,00;0,00;
0,00;0,00;163,90;0,04;0,00;0,00;
0,00;0,00;164,06;0,02;0,00;0,00;
