9658;15.04.21 13:38:24;21;Avvicinamento Pressata Fuori Ingombro;Alcun errore (0);20210414193230P0028;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;0,00;-0,02;0,00;0,00;
0,00;0,00;0,26;0,16;0,00;0,00;
0,00;0,00;1,05;0,16;0,00;0,00;
0,00;0,00;2,32;0,09;0,00;0,00;
0,00;0,00;4,11;0,14;0,00;0,00;
0,00;0,00;6,41;0,16;0,00;0,00;
0,00;0,00;9,23;0,16;0,00;0,00;
0,00;0,00;12,39;0,07;0,00;0,00;
0,00;0,00;15,50;0,14;0,00;0,00;
0,00;0,00;18,75;0,05;0,00;0,00;
0,00;0,00;21,94;0,09;0,00;0,00;
0,00;0,00;25,14;0,14;0,00;0,00;
0,00;0,00;28,34;0,07;0,00;0,00;
0,00;0,00;31,55;0,09;0,00;0,00;
0,00;0,00;34,74;0,09;0,00;0,00;
0,00;0,00;37,95;0,07;0,00;0,00;
0,00;0,00;41,15;0,14;0,00;0,00;
0,00;0,00;44,35;0,07;0,00;0,00;
0,00;0,00;47,55;0,07;0,00;0,00;
0,00;0,00;50,75;0,09;0,00;0,00;
0,00;0,00;53,95;0,07;0,00;0,00;
0,00;0,00;57,15;0,11;0,00;0,00;
0,00;0,00;60,35;0,02;0,00;0,00;
0,00;0,00;63,55;0,11;0,00;0,00;
0,00;0,00;66,75;0,09;0,00;0,00;
0,00;0,00;69,95;0,07;0,00;0,00;
0,00;0,00;73,15;0,14;0,00;0,00;
0,00;0,00;76,35;0,07;0,00;0,00;
0,00;0,00;79,55;0,07;0,00;0,00;
0,00;0,00;82,75;0,11;0,00;0,00;
0,00;0,00;85,95;0,07;0,00;0,00;
0,00;0,00;89,15;0,16;0,00;0,00;
0,00;0,00;92,35;0,05;0,00;0,00;
0,00;0,00;95,55;0,14;0,00;0,00;
0,00;0,00;98,75;0,11;0,00;0,00;
0,00;0,00;101,95;0,07;0,00;0,00;
0,00;0,00;105,15;0,14;0,00;0,00;
0,00;0,00;108,35;0,07;0,00;0,00;
0,00;0,00;111,55;0,11;0,00;0,00;
0,00;0,00;114,75;0,09;0,00;0,00;
0,00;0,00;117,95;0,09;0,00;0,00;
0,00;0,00;121,15;0,16;0,00;0,00;
0,00;0,00;124,35;0,05;0,00;0,00;
0,00;0,00;127,55;0,07;0,00;0,00;
0,00;0,00;130,75;0,09;0,00;0,00;
0,00;0,00;133,95;0,11;0,00;0,00;
0,00;0,00;137,15;0,14;0,00;0,00;
0,00;0,00;140,35;0,07;0,00;0,00;
0,00;0,00;143,55;0,11;0,00;0,00;
0,00;0,00;146,75;0,09;0,00;0,00;
0,00;0,00;149,95;0,09;0,00;0,00;
0,00;0,00;153,15;0,14;0,00;0,00;
0,00;0,00;156,35;0,07;0,00;0,00;
0,00;0,00;159,55;0,05;0,00;0,00;
0,00;0,00;162,63;-0,02;0,00;0,00;
0,00;0,00;165,20;0,07;0,00;0,00;
0,00;0,00;167,34;0,02;0,00;0,00;
0,00;0,00;168,97;-0,02;0,00;0,00;
0,00;0,00;170,09;-0,02;0,00;0,00;
0,00;0,00;170,71;-0,04;0,00;0,00;
0,00;0,00;170,87;0,05;0,00;0,00;
0,00;0,00;171,19;0,09;0,00;0,00;
0,00;0,00;171,35;0,07;0,00;0,00;
0,00;0,00;171,51;0,05;0,00;0,00;
0,00;0,00;171,67;0,02;0,00;0,00;
0,00;0,00;171,99;0,07;0,00;0,00;
0,00;0,00;172,15;0,07;0,00;0,00;
0,00;0,00;172,31;0,25;0,00;0,00;
0,00;0,00;172,47;0,25;0,00;0,00;
0,00;0,00;172,63;0,50;0,00;0,00;
0,00;0,00;172,79;0,75;0,00;0,00;
0,00;0,00;172,95;0,80;0,00;0,00;
0,00;0,00;173,11;0,80;0,00;0,00;
0,00;0,00;173,27;0,77;0,00;0,00;
0,00;0,00;173,43;0,80;0,00;0,00;
0,00;0,00;173,59;0,86;0,00;0,00;
0,00;0,00;173,75;0,84;0,00;0,00;
0,00;0,00;173,91;0,93;0,00;0,00;
0,00;0,00;174,07;1,04;0,00;0,00;
0,00;0,00;174,23;1,18;0,00;0,00;
0,00;0,00;174,39;1,34;0,00;0,00;
0,00;0,00;174,55;1,49;0,00;0,00;
0,00;0,00;174,71;1,52;0,00;0,00;
0,00;0,00;174,87;1,52;0,00;0,00;
0,00;0,00;175,03;1,59;0,00;0,00;
0,00;0,00;175,19;1,67;0,00;0,00;
0,00;0,00;175,25;1,47;0,00;0,00;
0,00;0,00;175,26;1,54;0,00;0,00;
0,00;0,00;175,25;1,33;0,00;0,00;
0,00;0,00;174,85;-0,05;0,00;0,00;
0,00;0,00;173,95;-0,09;0,00;0,00;
0,00;0,00;172,54;-0,13;0,00;0,00;
0,00;0,00;170,62;-0,20;0,00;0,00;
0,00;0,00;168,20;-0,23;0,00;0,00;
0,00;0,00;165,26;-0,20;0,00;0,00;
0,00;0,00;162,10;-0,06;0,00;0,00;
0,00;0,00;158,96;-0,05;0,00;0,00;
0,00;0,00;155,69;-0,05;0,00;0,00;
