5204;28.04.20 17:10:28;21;Avvicinamento Pressata Fuori Ingombro;Alcun errore (0);20200428151957P0050;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;42,17;0,22;0,00;0,00;
0,00;0,00;42,96;0,15;0,00;0,00;
0,00;0,00;44,23;0,18;0,00;0,00;
0,00;0,00;46,02;0,18;0,00;0,00;
0,00;0,00;48,32;0,22;0,00;0,00;
0,00;0,00;51,14;0,20;0,00;0,00;
0,00;0,00;54,30;0,06;0,00;0,00;
0,00;0,00;57,41;0,15;0,00;0,00;
0,00;0,00;60,64;0,13;0,00;0,00;
0,00;0,00;63,84;0,13;0,00;0,00;
0,00;0,00;67,04;0,11;0,00;0,00;
0,00;0,00;70,25;0,13;0,00;0,00;
0,00;0,00;73,44;0,11;0,00;0,00;
0,00;0,00;76,64;0,16;0,00;0,00;
0,00;0,00;79,85;0,09;0,00;0,00;
0,00;0,00;83,05;0,09;0,00;0,00;
0,00;0,00;86,25;0,11;0,00;0,00;
0,00;0,00;89,44;0,11;0,00;0,00;
0,00;0,00;92,64;0,13;0,00;0,00;
0,00;0,00;95,85;0,11;0,00;0,00;
0,00;0,00;99,05;0,11;0,00;0,00;
0,00;0,00;102,25;0,11;0,00;0,00;
0,00;0,00;105,45;0,09;0,00;0,00;
0,00;0,00;108,65;0,11;0,00;0,00;
0,00;0,00;111,85;0,13;0,00;0,00;
0,00;0,00;115,05;0,11;0,00;0,00;
0,00;0,00;118,25;0,13;0,00;0,00;
0,00;0,00;121,45;0,06;0,00;0,00;
0,00;0,00;124,65;0,13;0,00;0,00;
0,00;0,00;127,85;0,09;0,00;0,00;
0,00;0,00;131,05;0,09;0,00;0,00;
0,00;0,00;134,25;0,11;0,00;0,00;
0,00;0,00;137,45;0,11;0,00;0,00;
0,00;0,00;140,65;0,11;0,00;0,00;
0,00;0,00;143,85;0,09;0,00;0,00;
0,00;0,00;147,05;0,11;0,00;0,00;
0,00;0,00;150,13;-0,00;0,00;0,00;
0,00;0,00;152,71;0,09;0,00;0,00;
0,00;0,00;154,84;0,06;0,00;0,00;
0,00;0,00;156,48;0,02;0,00;0,00;
0,00;0,00;158,24;-0,02;0,00;0,00;
0,00;0,00;158,42;0,04;0,00;0,00;
0,00;0,00;158,47;0,02;0,00;0,00;
0,00;0,00;158,56;0,02;0,00;0,00;
0,00;0,00;158,70;0,09;0,00;0,00;
0,00;0,00;158,85;0,06;0,00;0,00;
0,00;0,00;159,02;0,06;0,00;0,00;
