10918;05.02.21 12:44:17;21;Avvicinamento Pressata Finale;Alcun errore (0);20210205105533P0008;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;30,22;0,09;0,00;0,00;
0,00;0,00;33,30;0,13;0,00;0,00;
0,00;0,00;37,92;0,09;0,00;0,00;
0,00;0,00;42,72;0,09;0,00;0,00;
0,00;0,00;47,52;0,04;0,00;0,00;
0,00;0,00;52,32;0,04;0,00;0,00;
0,00;0,00;57,12;0,04;0,00;0,00;
0,00;0,00;61,92;0,09;0,00;0,00;
0,00;0,00;66,72;0,04;0,00;0,00;
0,00;0,00;71,52;0,04;0,00;0,00;
0,00;0,00;81,12;0,09;0,00;0,00;
0,00;0,00;85,92;0,04;0,00;0,00;
0,00;0,00;90,72;0,04;0,00;0,00;
0,00;0,00;95,52;0,09;0,00;0,00;
0,00;0,00;100,32;0,09;0,00;0,00;
0,00;0,00;105,12;0,04;0,00;0,00;
0,00;0,00;109,92;0,09;0,00;0,00;
0,00;0,00;114,72;0,09;0,00;0,00;
0,00;0,00;119,52;0,09;0,00;0,00;
0,00;0,00;124,32;0,04;0,00;0,00;
0,00;0,00;129,12;0,09;0,00;0,00;
0,00;0,00;133,92;0,04;0,00;0,00;
0,00;0,00;138,72;0,04;0,00;0,00;
0,00;0,00;143,52;0,09;0,00;0,00;
0,00;0,00;148,32;0,09;0,00;0,00;
0,00;0,00;153,12;0,04;0,00;0,00;
0,00;0,00;157,92;0,09;0,00;0,00;
0,00;0,00;162,72;0,09;0,00;0,00;
0,00;0,00;167,52;0,09;0,00;0,00;
0,00;0,00;172,32;0,04;0,00;0,00;
0,00;0,00;177,12;0,09;0,00;0,00;
0,00;0,00;181,92;0,13;0,00;0,00;
0,00;0,00;186,72;0,09;0,00;0,00;
0,00;0,00;191,52;0,04;0,00;0,00;
0,00;0,00;196,32;0,04;0,00;0,00;
0,00;0,00;201,12;0,09;0,00;0,00;
0,00;0,00;205,92;0,04;0,00;0,00;
0,00;0,00;215,52;0,09;0,00;0,00;
0,00;0,00;220,32;0,09;0,00;0,00;
0,00;0,00;229,92;0,04;0,00;0,00;
0,00;0,00;234,72;0,09;0,00;0,00;
0,00;0,00;239,52;0,09;0,00;0,00;
0,00;0,00;244,32;0,04;0,00;0,00;
0,00;0,00;249,12;0,09;0,00;0,00;
0,00;0,00;253,92;0,04;0,00;0,00;
0,00;0,00;258,72;0,09;0,00;0,00;
0,00;0,00;263,52;0,09;0,00;0,00;
0,00;0,00;268,32;0,09;0,00;0,00;
0,00;0,00;273,12;0,04;0,00;0,00;
0,00;0,00;277,92;0,04;0,00;0,00;
0,00;0,00;282,72;0,09;0,00;0,00;
0,00;0,00;287,52;0,04;0,00;0,00;
0,00;0,00;297,12;0,04;0,00;0,00;
0,00;0,00;301,92;0,09;0,00;0,00;
0,00;0,00;306,41;-0,04;0,00;0,00;
0,00;0,00;309,16;-0,04;0,00;0,00;
0,00;0,00;309,94;0,04;0,00;0,00;
0,00;0,00;310,22;0,13;0,00;0,00;
0,00;0,00;310,54;0,04;0,00;0,00;
0,00;0,00;310,86;0,09;0,00;0,00;
0,00;0,00;311,18;0,04;0,00;0,00;
0,00;0,00;311,50;0,13;0,00;0,00;
0,00;0,00;311,82;0,04;0,00;0,00;
0,00;0,00;312,46;0,09;0,00;0,00;
0,00;0,00;312,78;0,04;0,00;0,00;
0,00;0,00;313,10;0,09;0,00;0,00;
0,00;0,00;313,42;0,09;0,00;0,00;
0,00;0,00;313,74;0,04;0,00;0,00;
0,00;0,00;314,06;0,09;0,00;0,00;
0,00;0,00;314,38;0,09;0,00;0,00;
0,00;0,00;314,70;0,13;0,00;0,00;
0,00;0,00;315,02;0,18;0,00;0,00;
0,00;0,00;315,34;0,18;0,00;0,00;
0,00;0,00;315,66;0,18;0,00;0,00;
0,00;0,00;315,98;0,18;0,00;0,00;
0,00;0,00;316,30;0,18;0,00;0,00;
0,00;0,00;316,62;0,18;0,00;0,00;
0,00;0,00;316,93;1,82;0,00;0,00;
0,00;0,00;317,25;1,61;0,00;0,00;
0,00;0,00;317,58;1,57;0,00;0,00;
0,00;0,00;317,90;1,74;0,00;0,00;
0,00;0,00;318,22;1,79;0,00;0,00;
0,00;0,00;318,54;1,88;0,00;0,00;
0,00;0,00;318,86;2,00;0,00;0,00;
0,00;0,00;319,18;2,13;0,00;0,00;
0,00;0,00;319,50;2,27;0,00;0,00;
0,00;0,00;319,82;2,39;0,00;0,00;
0,00;0,00;320,14;2,44;0,00;0,00;
0,00;0,00;320,46;2,53;0,00;0,00;
0,00;0,00;320,78;2,70;0,00;0,00;
0,00;0,00;321,10;2,78;0,00;0,00;
0,00;0,00;321,41;2,83;0,00;0,00;
0,00;0,00;321,74;2,96;0,00;0,00;
0,00;0,00;322,06;3,13;0,00;0,00;
0,00;0,00;322,38;3,18;0,00;0,00;
0,00;0,00;322,70;3,35;0,00;0,00;
0,00;0,00;323,01;3,66;0,00;0,00;
0,00;0,00;323,34;3,83;0,00;0,00;
0,00;0,00;323,66;3,96;0,00;0,00;
0,00;0,00;323,98;4,09;0,00;0,00;
0,00;0,00;324,30;4,22;0,00;0,00;
0,00;0,00;324,62;4,30;0,00;0,00;
0,00;0,00;324,94;4,48;0,00;0,00;
0,00;0,00;325,26;4,56;0,00;0,00;
0,00;0,00;325,57;4,79;0,00;0,00;
0,00;0,00;325,90;4,87;0,00;0,00;
0,00;0,00;326,22;4,87;0,00;0,00;
0,00;0,00;326,54;4,87;0,00;0,00;
0,00;0,00;326,86;4,96;0,00;0,00;
0,00;0,00;327,18;5,01;0,00;0,00;
0,00;0,00;327,50;5,22;0,00;0,00;
0,00;0,00;327,82;5,27;0,00;0,00;
0,00;0,00;328,13;5,40;0,00;0,00;
0,00;0,00;328,46;5,61;0,00;0,00;
0,00;0,00;328,78;5,75;0,00;0,00;
0,00;0,00;329,10;5,83;0,00;0,00;
0,00;0,00;329,42;5,96;0,00;0,00;
0,00;0,00;329,73;6,13;0,00;0,00;
0,00;0,00;330,06;6,31;0,00;0,00;
0,00;0,00;330,38;6,44;0,00;0,00;
0,00;0,00;330,70;6,62;0,00;0,00;
0,00;0,00;331,02;6,79;0,00;0,00;
0,00;0,00;331,33;7,27;0,00;0,00;
0,00;0,00;331,48;14,01;0,00;0,00;
0,00;0,00;331,48;13,92;0,00;0,00;
0,00;0,00;331,48;14,10;0,00;0,00;
0,00;0,00;331,49;14,27;0,00;0,00;
0,00;0,00;331,49;14,44;0,00;0,00;
0,00;0,00;323,85;-0,09;0,00;0,00;
0,00;0,00;319,08;0,04;0,00;0,00;
0,00;0,00;314,28;-0,09;0,00;0,00;
0,00;0,00;309,48;0,04;0,00;0,00;
0,00;0,00;295,08;0,09;0,00;0,00;
0,00;0,00;285,48;0,04;0,00;0,00;
0,00;0,00;280,68;0,04;0,00;0,00;
0,00;0,00;271,08;0,09;0,00;0,00;
0,00;0,00;261,48;0,04;0,00;0,00;
