12331;09.10.20 08:13:53;22;Avvicinamento pre-pressata pressata Fuori Ingombro;Alcun errore (0);20201008143309P0004;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;59,50;-0,02;0,00;0,00;
0,00;0,00;59,56;0,16;0,00;0,00;
0,00;0,00;60,10;0,11;0,00;0,00;
0,00;0,00;61,13;0,11;0,00;0,00;
0,00;0,00;62,65;0,15;0,00;0,00;
0,00;0,00;64,70;0,13;0,00;0,00;
0,00;0,00;67,26;0,15;0,00;0,00;
0,00;0,00;70,31;0,06;0,00;0,00;
0,00;0,00;73,44;0,09;0,00;0,00;
0,00;0,00;76,62;0,16;0,00;0,00;
0,00;0,00;79,85;0,06;0,00;0,00;
0,00;0,00;83,04;0,02;0,00;0,00;
0,00;0,00;86,25;0,06;0,00;0,00;
0,00;0,00;89,44;0,02;0,00;0,00;
0,00;0,00;92,65;0,09;0,00;0,00;
0,00;0,00;95,85;0,04;0,00;0,00;
0,00;0,00;99,05;0,09;0,00;0,00;
0,00;0,00;102,25;0,04;0,00;0,00;
0,00;0,00;105,45;0,04;0,00;0,00;
0,00;0,00;108,65;0,09;0,00;0,00;
0,00;0,00;111,85;0,06;0,00;0,00;
0,00;0,00;115,05;0,04;0,00;0,00;
0,00;0,00;118,25;0,06;0,00;0,00;
0,00;0,00;121,45;0,06;0,00;0,00;
0,00;0,00;124,65;0,11;0,00;0,00;
0,00;0,00;127,85;0,06;0,00;0,00;
0,00;0,00;131,05;0,06;0,00;0,00;
0,00;0,00;134,25;0,06;0,00;0,00;
0,00;0,00;137,45;0,04;0,00;0,00;
0,00;0,00;140,65;0,06;0,00;0,00;
0,00;0,00;143,85;0,04;0,00;0,00;
0,00;0,00;147,05;0,04;0,00;0,00;
0,00;0,00;150,25;0,09;0,00;0,00;
0,00;0,00;153,45;0,02;0,00;0,00;
0,00;0,00;156,65;0,09;0,00;0,00;
0,00;0,00;159,85;-0,02;0,00;0,00;
0,00;0,00;162,67;0,02;0,00;0,00;
0,00;0,00;165,05;-0,02;0,00;0,00;
0,00;0,00;166,96;-0,05;0,00;0,00;
0,00;0,00;168,37;-0,07;0,00;0,00;
0,00;0,00;169,29;-0,09;0,00;0,00;
0,00;0,00;169,71;-0,09;0,00;0,00;
0,00;0,00;169,91;-0,00;0,00;0,00;
0,00;0,00;170,05;0,02;0,00;0,00;
0,00;0,00;172,61;0,04;0,00;0,00;
0,00;0,00;172,77;0,16;0,00;0,00;
0,00;0,00;172,93;0,18;0,00;0,00;
0,00;0,00;173,09;0,18;0,00;0,00;
0,00;0,00;173,25;0,29;0,00;0,00;
0,00;0,00;173,41;0,41;0,00;0,00;
0,00;0,00;173,57;0,52;0,00;0,00;
0,00;0,00;173,73;0,65;0,00;0,00;
0,00;0,00;173,89;0,74;0,00;0,00;
0,00;0,00;174,05;0,88;0,00;0,00;
0,00;0,00;174,21;0,99;0,00;0,00;
0,00;0,00;174,31;0,99;0,00;0,00;
0,00;0,00;174,31;0,90;0,00;0,00;
0,00;0,00;174,16;0,13;0,00;0,00;
0,00;0,00;173,49;-0,25;0,00;0,00;
0,00;0,00;172,43;-0,02;0,00;0,00;
0,00;0,00;172,34;-0,07;0,00;0,00;
0,00;0,00;172,30;-0,09;0,00;0,00;
0,00;0,00;172,30;-0,09;0,00;0,00;
0,00;0,00;172,35;-0,00;0,00;0,00;
0,00;0,00;174,11;0,18;0,00;0,00;
0,00;0,00;174,27;0,29;0,00;0,00;
0,00;0,00;174,42;1,10;0,00;0,00;
0,00;0,00;174,58;1,24;0,00;0,00;
0,00;0,00;174,74;1,36;0,00;0,00;
0,00;0,00;174,90;1,40;0,00;0,00;
0,00;0,00;175,07;1,47;0,00;0,00;
0,00;0,00;175,23;1,58;0,00;0,00;
0,00;0,00;175,39;1,72;0,00;0,00;
0,00;0,00;175,55;1,79;0,00;0,00;
0,00;0,00;175,71;1,87;0,00;0,00;
0,00;0,00;175,87;1,99;0,00;0,00;
0,00;0,00;176,03;2,08;0,00;0,00;
0,00;0,00;176,19;2,17;0,00;0,00;
0,00;0,00;176,35;2,24;0,00;0,00;
0,00;0,00;176,51;2,35;0,00;0,00;
0,00;0,00;176,67;2,44;0,00;0,00;
