13959;15.03.21 08:27:50;21;Avvicinamento Pressata Finale;Alcun errore (0);20210312144731A0211;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;62,90;0,13;0,00;0,00;
0,00;0,00;64,02;0,09;0,00;0,00;
0,00;0,00;67,10;0,09;0,00;0,00;
0,00;0,00;71,72;0,13;0,00;0,00;
0,00;0,00;76,53;0,09;0,00;0,00;
0,00;0,00;81,33;0,13;0,00;0,00;
0,00;0,00;86,12;0,13;0,00;0,00;
0,00;0,00;90,92;0,09;0,00;0,00;
0,00;0,00;95,72;0,09;0,00;0,00;
0,00;0,00;100,52;0,09;0,00;0,00;
0,00;0,00;105,32;0,13;0,00;0,00;
0,00;0,00;110,12;0,04;0,00;0,00;
0,00;0,00;114,92;0,13;0,00;0,00;
0,00;0,00;119,72;0,09;0,00;0,00;
0,00;0,00;124,52;0,09;0,00;0,00;
0,00;0,00;129,32;0,13;0,00;0,00;
0,00;0,00;134,12;0,18;0,00;0,00;
0,00;0,00;138,92;0,04;0,00;0,00;
0,00;0,00;143,72;0,09;0,00;0,00;
0,00;0,00;148,52;0,09;0,00;0,00;
0,00;0,00;153,32;0,09;0,00;0,00;
0,00;0,00;158,12;0,09;0,00;0,00;
0,00;0,00;162,92;0,09;0,00;0,00;
0,00;0,00;167,72;0,13;0,00;0,00;
0,00;0,00;172,52;0,09;0,00;0,00;
0,00;0,00;177,32;0,13;0,00;0,00;
0,00;0,00;182,12;0,09;0,00;0,00;
0,00;0,00;186,92;0,13;0,00;0,00;
0,00;0,00;191,72;0,13;0,00;0,00;
0,00;0,00;196,52;0,13;0,00;0,00;
0,00;0,00;201,32;0,13;0,00;0,00;
0,00;0,00;206,12;0,09;0,00;0,00;
0,00;0,00;210,92;0,04;0,00;0,00;
0,00;0,00;215,72;0,09;0,00;0,00;
0,00;0,00;220,52;0,09;0,00;0,00;
0,00;0,00;225,32;0,13;0,00;0,00;
0,00;0,00;230,12;0,13;0,00;0,00;
0,00;0,00;234,92;0,09;0,00;0,00;
0,00;0,00;239,72;0,13;0,00;0,00;
0,00;0,00;244,52;0,13;0,00;0,00;
0,00;0,00;249,32;0,09;0,00;0,00;
0,00;0,00;253,94;0,09;0,00;0,00;
0,00;0,00;256,88;0,09;0,00;0,00;
0,00;0,00;257,83;0,09;0,00;0,00;
0,00;0,00;257,90;0,13;0,00;0,00;
0,00;0,00;257,99;0,18;0,00;0,00;
0,00;0,00;258,14;0,18;0,00;0,00;
0,00;0,00;258,30;0,18;0,00;0,00;
0,00;0,00;258,46;0,18;0,00;0,00;
0,00;0,00;258,62;0,18;0,00;0,00;
0,00;0,00;258,78;0,18;0,00;0,00;
0,00;0,00;258,95;0,18;0,00;0,00;
0,00;0,00;259,10;0,18;0,00;0,00;
0,00;0,00;259,26;0,18;0,00;0,00;
0,00;0,00;259,42;0,18;0,00;0,00;
0,00;0,00;259,58;0,18;0,00;0,00;
0,00;0,00;259,74;0,18;0,00;0,00;
0,00;0,00;259,90;0,18;0,00;0,00;
0,00;0,00;260,06;0,18;0,00;0,00;
0,00;0,00;260,22;0,18;0,00;0,00;
0,00;0,00;260,38;0,18;0,00;0,00;
0,00;0,00;260,54;0,18;0,00;0,00;
0,00;0,00;260,70;0,18;0,00;0,00;
0,00;0,00;260,86;0,18;0,00;0,00;
0,00;0,00;261,03;0,18;0,00;0,00;
0,00;0,00;261,18;0,13;0,00;0,00;
0,00;0,00;261,34;0,18;0,00;0,00;
0,00;0,00;261,51;0,18;0,00;0,00;
0,00;0,00;261,66;0,18;0,00;0,00;
0,00;0,00;261,82;0,18;0,00;0,00;
0,00;0,00;261,98;0,18;0,00;0,00;
0,00;0,00;262,14;0,18;0,00;0,00;
0,00;0,00;262,30;0,18;0,00;0,00;
0,00;0,00;262,46;0,18;0,00;0,00;
0,00;0,00;262,62;0,18;0,00;0,00;
0,00;0,00;262,78;0,18;0,00;0,00;
0,00;0,00;262,94;0,18;0,00;0,00;
0,00;0,00;263,10;0,18;0,00;0,00;
0,00;0,00;263,26;0,18;0,00;0,00;
0,00;0,00;263,42;0,18;0,00;0,00;
0,00;0,00;263,58;0,18;0,00;0,00;
0,00;0,00;263,74;0,18;0,00;0,00;
0,00;0,00;263,90;0,18;0,00;0,00;
0,00;0,00;264,06;0,18;0,00;0,00;
0,00;0,00;264,22;0,18;0,00;0,00;
0,00;0,00;264,39;0,18;0,00;0,00;
0,00;0,00;264,54;0,18;0,00;0,00;
0,00;0,00;264,70;0,18;0,00;0,00;
0,00;0,00;264,86;0,18;0,00;0,00;
0,00;0,00;265,02;0,18;0,00;0,00;
0,00;0,00;265,19;0,18;0,00;0,00;
0,00;0,00;265,34;0,18;0,00;0,00;
0,00;0,00;265,50;0,18;0,00;0,00;
0,00;0,00;265,66;0,18;0,00;0,00;
0,00;0,00;265,82;0,18;0,00;0,00;
0,00;0,00;265,98;0,18;0,00;0,00;
0,00;0,00;266,14;0,18;0,00;0,00;
0,00;0,00;266,30;0,18;0,00;0,00;
0,00;0,00;266,46;0,18;0,00;0,00;
0,00;0,00;266,62;0,18;0,00;0,00;
0,00;0,00;266,78;0,18;0,00;0,00;
0,00;0,00;266,94;0,18;0,00;0,00;
0,00;0,00;267,10;0,18;0,00;0,00;
0,00;0,00;267,26;0,18;0,00;0,00;
0,00;0,00;267,42;0,18;0,00;0,00;
0,00;0,00;267,58;0,18;0,00;0,00;
0,00;0,00;267,74;0,18;0,00;0,00;
0,00;0,00;267,90;0,18;0,00;0,00;
0,00;0,00;268,06;0,18;0,00;0,00;
0,00;0,00;268,22;0,18;0,00;0,00;
0,00;0,00;268,38;0,18;0,00;0,00;
0,00;0,00;268,55;0,18;0,00;0,00;
0,00;0,00;268,70;0,18;0,00;0,00;
0,00;0,00;268,86;0,18;0,00;0,00;
0,00;0,00;269,02;0,18;0,00;0,00;
0,00;0,00;269,18;0,18;0,00;0,00;
0,00;0,00;269,35;0,18;0,00;0,00;
0,00;0,00;269,50;0,18;0,00;0,00;
0,00;0,00;269,66;0,18;0,00;0,00;
0,00;0,00;269,83;0,18;0,00;0,00;
0,00;0,00;269,98;0,18;0,00;0,00;
0,00;0,00;270,14;0,18;0,00;0,00;
0,00;0,00;270,30;0,18;0,00;0,00;
0,00;0,00;270,46;0,18;0,00;0,00;
0,00;0,00;270,62;0,18;0,00;0,00;
0,00;0,00;270,78;0,18;0,00;0,00;
0,00;0,00;270,94;0,18;0,00;0,00;
0,00;0,00;271,10;0,18;0,00;0,00;
0,00;0,00;271,26;0,18;0,00;0,00;
0,00;0,00;271,42;0,18;0,00;0,00;
0,00;0,00;271,58;0,18;0,00;0,00;
0,00;0,00;271,74;0,18;0,00;0,00;
0,00;0,00;271,90;0,18;0,00;0,00;
0,00;0,00;272,06;0,18;0,00;0,00;
0,00;0,00;272,22;0,18;0,00;0,00;
0,00;0,00;272,38;0,18;0,00;0,00;
0,00;0,00;272,54;0,18;0,00;0,00;
0,00;0,00;272,71;0,18;0,00;0,00;
0,00;0,00;272,86;0,18;0,00;0,00;
0,00;0,00;273,02;0,18;0,00;0,00;
0,00;0,00;273,19;0,18;0,00;0,00;
0,00;0,00;273,34;0,18;0,00;0,00;
0,00;0,00;273,51;0,18;0,00;0,00;
0,00;0,00;273,66;0,18;0,00;0,00;
