3779;02.03.20 09:29:19;22;Avvicinamento pre-pressata pressata Fuori Ingombro;Alcun errore (0);20200302091956;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;0,06;0,29;0,00;0,00;
0,00;0,00;0,60;0,24;0,00;0,00;
0,00;0,00;1,62;0,27;0,00;0,00;
0,00;0,00;3,15;0,27;0,00;0,00;
0,00;0,00;5,19;0,24;0,00;0,00;
0,00;0,00;7,76;0,27;0,00;0,00;
0,00;0,00;10,79;0,29;0,00;0,00;
0,00;0,00;13,95;0,24;0,00;0,00;
0,00;0,00;17,10;0,22;0,00;0,00;
0,00;0,00;20,37;0,16;0,00;0,00;
0,00;0,00;23,53;0,20;0,00;0,00;
0,00;0,00;26,75;0,20;0,00;0,00;
0,00;0,00;29,95;0,20;0,00;0,00;
0,00;0,00;33,16;0,22;0,00;0,00;
0,00;0,00;36,35;0,22;0,00;0,00;
0,00;0,00;39,55;0,20;0,00;0,00;
0,00;0,00;42,75;0,24;0,00;0,00;
0,00;0,00;45,95;0,22;0,00;0,00;
0,00;0,00;49,15;0,24;0,00;0,00;
0,00;0,00;52,35;0,27;0,00;0,00;
0,00;0,00;55,55;0,20;0,00;0,00;
0,00;0,00;58,75;0,24;0,00;0,00;
0,00;0,00;61,95;0,20;0,00;0,00;
0,00;0,00;65,15;0,22;0,00;0,00;
0,00;0,00;68,35;0,24;0,00;0,00;
0,00;0,00;71,55;0,22;0,00;0,00;
0,00;0,00;74,75;0,20;0,00;0,00;
0,00;0,00;77,95;0,20;0,00;0,00;
0,00;0,00;81,15;0,22;0,00;0,00;
0,00;0,00;84,35;0,20;0,00;0,00;
0,00;0,00;87,55;0,24;0,00;0,00;
0,00;0,00;90,75;0,22;0,00;0,00;
0,00;0,00;93,95;0,20;0,00;0,00;
0,00;0,00;97,15;0,24;0,00;0,00;
0,00;0,00;100,35;0,20;0,00;0,00;
0,00;0,00;103,55;0,24;0,00;0,00;
0,00;0,00;106,75;0,20;0,00;0,00;
0,00;0,00;109,95;0,20;0,00;0,00;
0,00;0,00;113,15;0,22;0,00;0,00;
0,00;0,00;116,35;0,22;0,00;0,00;
0,00;0,00;119,55;0,20;0,00;0,00;
0,00;0,00;122,75;0,24;0,00;0,00;
0,00;0,00;125,95;0,20;0,00;0,00;
0,00;0,00;129,15;0,24;0,00;0,00;
0,00;0,00;132,35;0,20;0,00;0,00;
0,00;0,00;135,55;0,20;0,00;0,00;
0,00;0,00;138,75;0,20;0,00;0,00;
0,00;0,00;141,95;0,20;0,00;0,00;
0,00;0,00;145,15;0,20;0,00;0,00;
0,00;0,00;148,35;0,22;0,00;0,00;
0,00;0,00;151,55;0,22;0,00;0,00;
0,00;0,00;154,75;0,20;0,00;0,00;
0,00;0,00;157,95;0,20;0,00;0,00;
0,00;0,00;161,03;0,09;0,00;0,00;
0,00;0,00;163,60;0,13;0,00;0,00;
0,00;0,00;165,72;0,16;0,00;0,00;
0,00;0,00;167,34;0,11;0,00;0,00;
0,00;0,00;168,44;0,09;0,00;0,00;
0,00;0,00;169,03;0,06;0,00;0,00;
0,00;0,00;169,18;0,11;0,00;0,00;
0,00;0,00;169,22;0,11;0,00;0,00;
0,00;0,00;169,28;0,18;0,00;0,00;
0,00;0,00;169,41;0,16;0,00;0,00;
0,00;0,00;169,57;0,13;0,00;0,00;
0,00;0,00;169,73;0,11;0,00;0,00;
0,00;0,00;169,89;0,09;0,00;0,00;
0,00;0,00;170,05;0,09;0,00;0,00;
0,00;0,00;170,21;0,11;0,00;0,00;
0,00;0,00;170,37;0,16;0,00;0,00;
0,00;0,00;170,53;0,13;0,00;0,00;
0,00;0,00;170,69;0,16;0,00;0,00;
0,00;0,00;170,85;0,16;0,00;0,00;
0,00;0,00;171,01;0,13;0,00;0,00;
0,00;0,00;171,17;0,13;0,00;0,00;
0,00;0,00;171,33;0,11;0,00;0,00;
0,00;0,00;171,49;0,16;0,00;0,00;
0,00;0,00;171,65;0,16;0,00;0,00;
0,00;0,00;171,81;0,13;0,00;0,00;
0,00;0,00;171,97;0,11;0,00;0,00;
0,00;0,00;172,13;0,18;0,00;0,00;
0,00;0,00;172,29;0,36;0,00;0,00;
0,00;0,00;172,45;0,31;0,00;0,00;
0,00;0,00;172,61;0,43;0,00;0,00;
0,00;0,00;172,77;0,59;0,00;0,00;
0,00;0,00;172,93;0,81;0,00;0,00;
0,00;0,00;173,09;1,06;0,00;0,00;
0,00;0,00;173,24;1,22;0,00;0,00;
0,00;0,00;173,41;1,36;0,00;0,00;
0,00;0,00;173,57;1,44;0,00;0,00;
0,00;0,00;173,70;1,44;0,00;0,00;
0,00;0,00;173,71;1,36;0,00;0,00;
0,00;0,00;173,70;1,13;0,00;0,00;
0,00;0,00;173,29;0,06;0,00;0,00;
0,00;0,00;172,42;0,11;0,00;0,00;
0,00;0,00;171,94;0,09;0,00;0,00;
0,00;0,00;171,79;0,06;0,00;0,00;
0,00;0,00;171,71;0,06;0,00;0,00;
0,00;0,00;171,70;0,09;0,00;0,00;
0,00;0,00;171,70;0,09;0,00;0,00;
0,00;0,00;171,82;0,09;0,00;0,00;
0,00;0,00;171,96;0,13;0,00;0,00;
0,00;0,00;172,13;0,16;0,00;0,00;
0,00;0,00;172,29;0,11;0,00;0,00;
0,00;0,00;172,46;0,16;0,00;0,00;
0,00;0,00;172,62;0,13;0,00;0,00;
0,00;0,00;172,78;0,16;0,00;0,00;
0,00;0,00;172,95;0,13;0,00;0,00;
0,00;0,00;173,11;0,11;0,00;0,00;
0,00;0,00;173,27;0,11;0,00;0,00;
0,00;0,00;173,43;0,29;0,00;0,00;
0,00;0,00;173,59;0,31;0,00;0,00;
0,00;0,00;173,75;1,53;0,00;0,00;
0,00;0,00;173,90;1,72;0,00;0,00;
0,00;0,00;174,06;1,79;0,00;0,00;
0,00;0,00;174,22;1,90;0,00;0,00;
0,00;0,00;174,38;1,97;0,00;0,00;
0,00;0,00;174,55;2,08;0,00;0,00;
0,00;0,00;174,71;2,24;0,00;0,00;
0,00;0,00;174,87;2,33;0,00;0,00;
0,00;0,00;175,03;2,44;0,00;0,00;
0,00;0,00;175,19;2,53;0,00;0,00;
0,00;0,00;175,35;2,62;0,00;0,00;
0,00;0,00;175,51;2,71;0,00;0,00;
0,00;0,00;175,67;2,82;0,00;0,00;
0,00;0,00;175,83;2,94;0,00;0,00;
0,00;0,00;175,99;3,05;0,00;0,00;
0,00;0,00;176,15;3,17;0,00;0,00;
0,00;0,00;176,31;3,25;0,00;0,00;
0,00;0,00;176,47;3,35;0,00;0,00;
0,00;0,00;176,63;3,46;0,00;0,00;
0,00;0,00;176,79;3,57;0,00;0,00;
0,00;0,00;176,95;3,66;0,00;0,00;
0,00;0,00;177,11;3,78;0,00;0,00;
0,00;0,00;177,27;3,89;0,00;0,00;
0,00;0,00;177,43;3,98;0,00;0,00;
0,00;0,00;177,59;4,02;0,00;0,00;
0,00;0,00;177,75;4,16;0,00;0,00;
0,00;0,00;177,91;4,25;0,00;0,00;
0,00;0,00;178,07;4,36;0,00;0,00;
0,00;0,00;178,23;4,43;0,00;0,00;
0,00;0,00;178,39;4,52;0,00;0,00;
0,00;0,00;178,55;4,61;0,00;0,00;
0,00;0,00;178,71;4,70;0,00;0,00;
0,00;0,00;178,87;4,79;0,00;0,00;
0,00;0,00;179,03;4,88;0,00;0,00;
0,00;0,00;179,19;4,97;0,00;0,00;
0,00;0,00;179,34;4,90;0,00;0,00;
0,00;0,00;179,36;4,74;0,00;0,00;
0,00;0,00;179,36;4,68;0,00;0,00;
0,00;0,00;179,22;1,40;0,00;0,00;
0,00;0,00;178,60;-0,03;0,00;0,00;
0,00;0,00;177,45;-0,09;0,00;0,00;
0,00;0,00;175,78;-0,09;0,00;0,00;
0,00;0,00;173,59;-0,07;0,00;0,00;
0,00;0,00;170,90;-0,07;0,00;0,00;
0,00;0,00;167,78;-0,05;0,00;0,00;
0,00;0,00;164,65;-0,09;0,00;0,00;
0,00;0,00;161,44;-0,07;0,00;0,00;
0,00;0,00;158,22;-0,05;0,00;0,00;
0,00;0,00;155,02;-0,00;0,00;0,00;
0,00;0,00;151,82;-0,03;0,00;0,00;
0,00;0,00;148,62;-0,00;0,00;0,00;
0,00;0,00;145,42;-0,02;0,00;0,00;
0,00;0,00;142,21;-0,02;0,00;0,00;
0,00;0,00;139,01;-0,00;0,00;0,00;
0,00;0,00;135,81;-0,05;0,00;0,00;
0,00;0,00;132,61;-0,05;0,00;0,00;
0,00;0,00;129,41;-0,05;0,00;0,00;
0,00;0,00;126,21;-0,02;0,00;0,00;
0,00;0,00;119,81;-0,03;0,00;0,00;
0,00;0,00;116,61;0,02;0,00;0,00;
0,00;0,00;113,41;-0,05;0,00;0,00;
0,00;0,00;110,21;-0,02;0,00;0,00;
0,00;0,00;107,01;-0,00;0,00;0,00;
0,00;0,00;103,81;-0,05;0,00;0,00;
0,00;0,00;100,61;-0,02;0,00;0,00;
0,00;0,00;97,41;-0,09;0,00;0,00;
0,00;0,00;94,21;-0,02;0,00;0,00;
0,00;0,00;91,01;-0,02;0,00;0,00;
0,00;0,00;87,81;-0,03;0,00;0,00;
0,00;0,00;84,61;-0,03;0,00;0,00;
0,00;0,00;81,41;-0,07;0,00;0,00;
0,00;0,00;78,21;-0,05;0,00;0,00;
0,00;0,00;75,01;-0,03;0,00;0,00;
0,00;0,00;71,81;-0,03;0,00;0,00;
0,00;0,00;68,61;-0,03;0,00;0,00;
0,00;0,00;65,41;-0,05;0,00;0,00;
0,00;0,00;62,21;-0,05;0,00;0,00;
0,00;0,00;59,01;-0,02;0,00;0,00;
0,00;0,00;55,81;-0,05;0,00;0,00;
0,00;0,00;52,68;0,06;0,00;0,00;
0,00;0,00;50,04;0,02;0,00;0,00;
0,00;0,00;47,83;0,06;0,00;0,00;
0,00;0,00;46,11;0,06;0,00;0,00;
0,00;0,00;44,90;0,06;0,00;0,00;
0,00;0,00;44,18;0,09;0,00;0,00;
0,00;0,00;43,95;0,11;0,00;0,00;
0,00;0,00;43,88;0,09;0,00;0,00;
