21321;16.12.20 10:50:03;22;Avvicinamento pre-pressata pressata Fuori Ingombro;Alcun errore (0);20201216085702A0217;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;41,96;0,20;0,00;0,00;
0,00;0,00;42,51;0,11;0,00;0,00;
0,00;0,00;43,53;0,13;0,00;0,00;
0,00;0,00;45,06;0,18;0,00;0,00;
0,00;0,00;47,10;0,13;0,00;0,00;
0,00;0,00;49,66;0,13;0,00;0,00;
0,00;0,00;52,71;0,18;0,00;0,00;
0,00;0,00;55,84;0,11;0,00;0,00;
0,00;0,00;59,03;0,09;0,00;0,00;
0,00;0,00;62,24;0,09;0,00;0,00;
0,00;0,00;65,44;0,05;0,00;0,00;
0,00;0,00;68,65;0,11;0,00;0,00;
0,00;0,00;71,85;0,11;0,00;0,00;
0,00;0,00;75,05;0,09;0,00;0,00;
0,00;0,00;78,25;0,07;0,00;0,00;
0,00;0,00;81,45;0,05;0,00;0,00;
0,00;0,00;84,65;0,13;0,00;0,00;
0,00;0,00;87,85;0,07;0,00;0,00;
0,00;0,00;91,05;0,09;0,00;0,00;
0,00;0,00;94,25;0,11;0,00;0,00;
0,00;0,00;97,45;0,04;0,00;0,00;
0,00;0,00;100,65;0,11;0,00;0,00;
0,00;0,00;103,85;0,09;0,00;0,00;
0,00;0,00;107,05;0,06;0,00;0,00;
0,00;0,00;110,25;0,06;0,00;0,00;
0,00;0,00;113,45;0,05;0,00;0,00;
0,00;0,00;116,65;0,11;0,00;0,00;
0,00;0,00;119,85;0,06;0,00;0,00;
0,00;0,00;123,05;0,06;0,00;0,00;
0,00;0,00;126,25;0,09;0,00;0,00;
0,00;0,00;129,45;0,05;0,00;0,00;
0,00;0,00;132,65;0,07;0,00;0,00;
0,00;0,00;135,85;0,05;0,00;0,00;
0,00;0,00;139,05;0,09;0,00;0,00;
0,00;0,00;142,18;-0,07;0,00;0,00;
0,00;0,00;144,80;0,02;0,00;0,00;
0,00;0,00;146,98;-0,02;0,00;0,00;
0,00;0,00;148,66;-0,05;0,00;0,00;
0,00;0,00;150,48;-0,05;0,00;0,00;
0,00;0,00;150,77;0,05;0,00;0,00;
0,00;0,00;150,91;0,02;0,00;0,00;
0,00;0,00;152,51;0,02;0,00;0,00;
0,00;0,00;152,67;0,02;0,00;0,00;
0,00;0,00;153,31;0,02;0,00;0,00;
0,00;0,00;153,63;0,05;0,00;0,00;
0,00;0,00;153,95;0,18;0,00;0,00;
0,00;0,00;154,11;0,18;0,00;0,00;
0,00;0,00;154,27;0,36;0,00;0,00;
0,00;0,00;154,43;0,81;0,00;0,00;
0,00;0,00;154,58;0,95;0,00;0,00;
0,00;0,00;154,74;1,18;0,00;0,00;
0,00;0,00;154,90;1,27;0,00;0,00;
0,00;0,00;155,07;1,36;0,00;0,00;
0,00;0,00;155,23;1,54;0,00;0,00;
0,00;0,00;155,39;1,63;0,00;0,00;
0,00;0,00;155,55;1,76;0,00;0,00;
0,00;0,00;155,71;1,90;0,00;0,00;
0,00;0,00;155,87;2,01;0,00;0,00;
0,00;0,00;156,03;2,13;0,00;0,00;
0,00;0,00;156,19;2,26;0,00;0,00;
0,00;0,00;156,35;2,35;0,00;0,00;
0,00;0,00;156,51;2,46;0,00;0,00;
0,00;0,00;156,67;2,60;0,00;0,00;
0,00;0,00;156,71;2,46;0,00;0,00;
0,00;0,00;156,71;2,35;0,00;0,00;
0,00;0,00;156,45;0,13;0,00;0,00;
0,00;0,00;155,67;-0,09;0,00;0,00;
0,00;0,00;154,62;0,02;0,00;0,00;
0,00;0,00;154,03;-0,09;0,00;0,00;
0,00;0,00;153,79;-0,07;0,00;0,00;
