18802;12.05.21 15:53:30;21;Avvicinamento Pressata Finale;Alcun errore (0);20210512100625P0008;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;30,22;0,17;0,00;0,00;
0,00;0,00;33,30;0,17;0,00;0,00;
0,00;0,00;37,92;0,12;0,00;0,00;
0,00;0,00;42,72;0,13;0,00;0,00;
0,00;0,00;47,52;0,17;0,00;0,00;
0,00;0,00;52,32;0,09;0,00;0,00;
0,00;0,00;57,12;0,04;0,00;0,00;
0,00;0,00;61,92;0,13;0,00;0,00;
0,00;0,00;66,72;0,13;0,00;0,00;
0,00;0,00;71,52;0,09;0,00;0,00;
0,00;0,00;76,32;0,13;0,00;0,00;
0,00;0,00;81,12;0,09;0,00;0,00;
0,00;0,00;85,92;0,09;0,00;0,00;
0,00;0,00;90,72;0,13;0,00;0,00;
0,00;0,00;95,52;0,09;0,00;0,00;
0,00;0,00;100,32;0,09;0,00;0,00;
0,00;0,00;105,12;0,09;0,00;0,00;
0,00;0,00;109,92;0,09;0,00;0,00;
0,00;0,00;114,72;0,12;0,00;0,00;
0,00;0,00;119,52;0,13;0,00;0,00;
0,00;0,00;124,32;0,13;0,00;0,00;
0,00;0,00;129,12;0,09;0,00;0,00;
0,00;0,00;133,92;0,09;0,00;0,00;
0,00;0,00;138,72;0,13;0,00;0,00;
0,00;0,00;143,52;0,13;0,00;0,00;
0,00;0,00;148,32;0,09;0,00;0,00;
0,00;0,00;153,12;0,04;0,00;0,00;
0,00;0,00;157,92;0,09;0,00;0,00;
0,00;0,00;162,72;0,09;0,00;0,00;
0,00;0,00;167,52;0,09;0,00;0,00;
0,00;0,00;172,32;0,09;0,00;0,00;
0,00;0,00;177,12;0,04;0,00;0,00;
0,00;0,00;181,92;0,13;0,00;0,00;
0,00;0,00;186,72;0,09;0,00;0,00;
0,00;0,00;191,52;0,04;0,00;0,00;
0,00;0,00;196,32;0,04;0,00;0,00;
0,00;0,00;201,12;0,18;0,00;0,00;
0,00;0,00;205,92;0,13;0,00;0,00;
0,00;0,00;210,72;0,18;0,00;0,00;
0,00;0,00;215,52;0,09;0,00;0,00;
0,00;0,00;220,32;0,18;0,00;0,00;
0,00;0,00;225,12;0,18;0,00;0,00;
0,00;0,00;229,92;0,09;0,00;0,00;
0,00;0,00;234,72;0,09;0,00;0,00;
0,00;0,00;239,52;0,09;0,00;0,00;
0,00;0,00;244,32;0,13;0,00;0,00;
0,00;0,00;249,12;0,13;0,00;0,00;
0,00;0,00;253,92;0,09;0,00;0,00;
0,00;0,00;258,72;0,13;0,00;0,00;
0,00;0,00;263,52;0,13;0,00;0,00;
0,00;0,00;268,32;0,13;0,00;0,00;
0,00;0,00;273,12;0,04;0,00;0,00;
0,00;0,00;277,92;0,09;0,00;0,00;
0,00;0,00;282,72;0,13;0,00;0,00;
0,00;0,00;287,52;0,13;0,00;0,00;
0,00;0,00;292,32;0,13;0,00;0,00;
0,00;0,00;297,12;0,13;0,00;0,00;
0,00;0,00;301,92;0,13;0,00;0,00;
0,00;0,00;306,41;0,13;0,00;0,00;
0,00;0,00;309,15;0,04;0,00;0,00;
0,00;0,00;309,94;0,13;0,00;0,00;
0,00;0,00;310,00;0,18;0,00;0,00;
0,00;0,00;310,21;0,18;0,00;0,00;
0,00;0,00;310,51;0,18;0,00;0,00;
0,00;0,00;310,84;0,18;0,00;0,00;
0,00;0,00;311,16;0,18;0,00;0,00;
0,00;0,00;311,48;0,18;0,00;0,00;
0,00;0,00;311,80;0,18;0,00;0,00;
0,00;0,00;312,12;0,18;0,00;0,00;
0,00;0,00;312,44;0,13;0,00;0,00;
0,00;0,00;312,76;0,18;0,00;0,00;
0,00;0,00;313,08;0,18;0,00;0,00;
0,00;0,00;313,40;0,18;0,00;0,00;
0,00;0,00;313,72;0,18;0,00;0,00;
0,00;0,00;314,04;0,18;0,00;0,00;
0,00;0,00;314,36;0,18;0,00;0,00;
0,00;0,00;314,68;0,18;0,00;0,00;
0,00;0,00;315,00;0,30;0,00;0,00;
0,00;0,00;315,32;0,30;0,00;0,00;
0,00;0,00;315,64;0,26;0,00;0,00;
0,00;0,00;315,96;0,18;0,00;0,00;
0,00;0,00;316,28;0,18;0,00;0,00;
0,00;0,00;316,60;0,18;0,00;0,00;
0,00;0,00;316,92;0,65;0,00;0,00;
0,00;0,00;317,23;1,17;0,00;0,00;
0,00;0,00;317,56;1,17;0,00;0,00;
0,00;0,00;317,88;1,34;0,00;0,00;
0,00;0,00;318,20;1,48;0,00;0,00;
0,00;0,00;318,52;1,61;0,00;0,00;
0,00;0,00;318,84;1,70;0,00;0,00;
0,00;0,00;319,16;1,82;0,00;0,00;
0,00;0,00;319,48;1,87;0,00;0,00;
0,00;0,00;319,80;1,91;0,00;0,00;
0,00;0,00;320,12;2,09;0,00;0,00;
0,00;0,00;320,44;2,17;0,00;0,00;
0,00;0,00;320,76;2,26;0,00;0,00;
0,00;0,00;321,08;2,30;0,00;0,00;
0,00;0,00;321,40;2,39;0,00;0,00;
0,00;0,00;321,72;2,44;0,00;0,00;
0,00;0,00;322,04;2,57;0,00;0,00;
0,00;0,00;322,36;2,57;0,00;0,00;
0,00;0,00;322,68;2,61;0,00;0,00;
0,00;0,00;323,00;2,74;0,00;0,00;
0,00;0,00;323,32;3,04;0,00;0,00;
0,00;0,00;323,64;3,09;0,00;0,00;
0,00;0,00;323,96;3,22;0,00;0,00;
0,00;0,00;324,28;3,39;0,00;0,00;
0,00;0,00;324,60;3,52;0,00;0,00;
0,00;0,00;324,92;3,57;0,00;0,00;
0,00;0,00;325,24;3,74;0,00;0,00;
0,00;0,00;325,56;3,96;0,00;0,00;
0,00;0,00;325,88;4,05;0,00;0,00;
0,00;0,00;326,20;4,05;0,00;0,00;
0,00;0,00;326,52;4,09;0,00;0,00;
0,00;0,00;326,84;4,26;0,00;0,00;
0,00;0,00;327,16;4,22;0,00;0,00;
0,00;0,00;327,48;4,30;0,00;0,00;
0,00;0,00;327,80;4,48;0,00;0,00;
0,00;0,00;328,11;4,70;0,00;0,00;
0,00;0,00;328,44;4,74;0,00;0,00;
0,00;0,00;328,76;4,83;0,00;0,00;
0,00;0,00;329,08;5,22;0,00;0,00;
0,00;0,00;329,40;5,30;0,00;0,00;
0,00;0,00;329,71;5,35;0,00;0,00;
0,00;0,00;330,04;5,39;0,00;0,00;
0,00;0,00;330,36;5,70;0,00;0,00;
0,00;0,00;330,68;5,83;0,00;0,00;
0,00;0,00;331,00;5,87;0,00;0,00;
0,00;0,00;331,31;6,00;0,00;0,00;
0,00;0,00;331,54;14,04;0,00;0,00;
0,00;0,00;331,56;13,92;0,00;0,00;
0,00;0,00;331,56;14,27;0,00;0,00;
0,00;0,00;331,57;14,52;0,00;0,00;
0,00;0,00;331,57;14,75;0,00;0,00;
0,00;0,00;331,18;0,56;0,00;0,00;
0,00;0,00;328,82;-0,09;0,00;0,00;
0,00;0,00;324,51;0,09;0,00;0,00;
0,00;0,00;305,36;0,09;0,00;0,00;
0,00;0,00;300,56;0,09;0,00;0,00;
0,00;0,00;295,76;0,09;0,00;0,00;
0,00;0,00;290,96;0,04;0,00;0,00;
0,00;0,00;286,16;0,09;0,00;0,00;
0,00;0,00;281,36;0,09;0,00;0,00;
0,00;0,00;276,56;0,09;0,00;0,00;
0,00;0,00;271,76;0,13;0,00;0,00;
0,00;0,00;266,96;0,09;0,00;0,00;
0,00;0,00;257,36;0,09;0,00;0,00;
0,00;0,00;252,56;0,13;0,00;0,00;
0,00;0,00;247,76;0,09;0,00;0,00;
0,00;0,00;238,16;0,09;0,00;0,00;
0,00;0,00;233,36;0,04;0,00;0,00;
0,00;0,00;228,56;0,04;0,00;0,00;
0,00;0,00;218,96;0,09;0,00;0,00;
0,00;0,00;214,16;0,09;0,00;0,00;
0,00;0,00;209,36;0,04;0,00;0,00;
0,00;0,00;204,56;0,04;0,00;0,00;
0,00;0,00;199,76;0,04;0,00;0,00;
0,00;0,00;194,96;0,09;0,00;0,00;
0,00;0,00;190,16;0,04;0,00;0,00;
0,00;0,00;185,36;0,09;0,00;0,00;
0,00;0,00;180,56;0,09;0,00;0,00;
0,00;0,00;175,76;0,09;0,00;0,00;
0,00;0,00;170,96;0,04;0,00;0,00;
0,00;0,00;166,16;0,09;0,00;0,00;
0,00;0,00;161,36;0,04;0,00;0,00;
0,00;0,00;156,56;0,04;0,00;0,00;
0,00;0,00;151,76;0,13;0,00;0,00;
0,00;0,00;146,96;0,09;0,00;0,00;
0,00;0,00;142,16;0,04;0,00;0,00;
0,00;0,00;137,36;0,04;0,00;0,00;
0,00;0,00;132,56;0,09;0,00;0,00;
0,00;0,00;127,76;0,13;0,00;0,00;
