2262;12.06.20 17:03:18;22;Avvicinamento pre-pressata pressata Fuori Ingombro;Alcun errore (0);20200611204212A0218;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;39,90;0,02;0,00;0,00;
0,00;0,00;39,96;0,13;0,00;0,00;
0,00;0,00;40,50;0,13;0,00;0,00;
0,00;0,00;41,53;0,13;0,00;0,00;
0,00;0,00;43,05;0,18;0,00;0,00;
0,00;0,00;45,10;0,11;0,00;0,00;
0,00;0,00;47,66;0,11;0,00;0,00;
0,00;0,00;50,71;0,13;0,00;0,00;
0,00;0,00;53,85;0,11;0,00;0,00;
0,00;0,00;57,01;0,18;0,00;0,00;
0,00;0,00;60,25;0,11;0,00;0,00;
0,00;0,00;63,44;0,02;0,00;0,00;
0,00;0,00;66,65;0,13;0,00;0,00;
0,00;0,00;69,84;0,09;0,00;0,00;
0,00;0,00;73,05;0,13;0,00;0,00;
0,00;0,00;76,25;0,06;0,00;0,00;
0,00;0,00;79,45;0,02;0,00;0,00;
0,00;0,00;82,65;0,13;0,00;0,00;
0,00;0,00;85,84;0,06;0,00;0,00;
0,00;0,00;89,05;0,11;0,00;0,00;
0,00;0,00;92,25;0,06;0,00;0,00;
0,00;0,00;95,45;0,04;0,00;0,00;
0,00;0,00;98,65;0,09;0,00;0,00;
0,00;0,00;101,85;0,06;0,00;0,00;
0,00;0,00;105,05;0,13;0,00;0,00;
0,00;0,00;108,25;0,09;0,00;0,00;
0,00;0,00;111,45;0,02;0,00;0,00;
0,00;0,00;114,65;0,11;0,00;0,00;
0,00;0,00;117,85;0,04;0,00;0,00;
0,00;0,00;121,05;0,16;0,00;0,00;
0,00;0,00;124,25;0,09;0,00;0,00;
0,00;0,00;127,45;0,06;0,00;0,00;
0,00;0,00;130,65;0,09;0,00;0,00;
0,00;0,00;133,85;0,09;0,00;0,00;
0,00;0,00;137,05;0,13;0,00;0,00;
0,00;0,00;140,25;0,11;0,00;0,00;
0,00;0,00;143,45;0,02;0,00;0,00;
0,00;0,00;146,65;0,09;0,00;0,00;
0,00;0,00;149,85;0,04;0,00;0,00;
0,00;0,00;153,05;0,15;0,00;0,00;
0,00;0,00;156,25;0,11;0,00;0,00;
0,00;0,00;159,42;0,04;0,00;0,00;
0,00;0,00;162,10;0,04;0,00;0,00;
0,00;0,00;164,35;0,02;0,00;0,00;
0,00;0,00;166,11;-0,03;0,00;0,00;
0,00;0,00;167,36;-0,02;0,00;0,00;
0,00;0,00;168,10;-0,05;0,00;0,00;
0,00;0,00;168,34;0,02;0,00;0,00;
0,00;0,00;168,41;0,02;0,00;0,00;
0,00;0,00;168,55;0,02;0,00;0,00;
0,00;0,00;168,69;0,04;0,00;0,00;
0,00;0,00;168,85;0,02;0,00;0,00;
0,00;0,00;169,01;0,02;0,00;0,00;
0,00;0,00;169,17;0,02;0,00;0,00;
0,00;0,00;169,33;0,02;0,00;0,00;
0,00;0,00;169,49;0,04;0,00;0,00;
0,00;0,00;169,65;0,02;0,00;0,00;
0,00;0,00;169,81;0,04;0,00;0,00;
0,00;0,00;169,97;0,02;0,00;0,00;
0,00;0,00;170,13;0,02;0,00;0,00;
0,00;0,00;170,29;0,02;0,00;0,00;
0,00;0,00;170,45;0,02;0,00;0,00;
0,00;0,00;170,61;0,02;0,00;0,00;
0,00;0,00;170,77;0,02;0,00;0,00;
0,00;0,00;170,93;0,11;0,00;0,00;
0,00;0,00;171,09;0,18;0,00;0,00;
0,00;0,00;171,25;0,20;0,00;0,00;
0,00;0,00;171,41;0,20;0,00;0,00;
0,00;0,00;171,57;0,36;0,00;0,00;
0,00;0,00;171,73;0,49;0,00;0,00;
0,00;0,00;171,88;0,61;0,00;0,00;
0,00;0,00;172,05;0,70;0,00;0,00;
0,00;0,00;172,21;0,74;0,00;0,00;
0,00;0,00;172,37;0,83;0,00;0,00;
0,00;0,00;172,53;0,86;0,00;0,00;
0,00;0,00;172,69;0,90;0,00;0,00;
0,00;0,00;172,85;0,90;0,00;0,00;
0,00;0,00;173,01;0,92;0,00;0,00;
0,00;0,00;173,17;0,95;0,00;0,00;
0,00;0,00;173,33;1,02;0,00;0,00;
0,00;0,00;173,49;0,95;0,00;0,00;
0,00;0,00;173,65;0,92;0,00;0,00;
0,00;0,00;173,81;0,92;0,00;0,00;
0,00;0,00;173,97;1,02;0,00;0,00;
0,00;0,00;174,13;1,06;0,00;0,00;
0,00;0,00;174,29;1,10;0,00;0,00;
0,00;0,00;174,41;1,02;0,00;0,00;
0,00;0,00;174,41;0,92;0,00;0,00;
0,00;0,00;174,35;0,29;0,00;0,00;
0,00;0,00;173,81;-0,21;0,00;0,00;
0,00;0,00;172,93;0,06;0,00;0,00;
0,00;0,00;172,57;-0,07;0,00;0,00;
0,00;0,00;172,47;-0,11;0,00;0,00;
0,00;0,00;172,41;-0,05;0,00;0,00;
0,00;0,00;172,40;-0,02;0,00;0,00;
0,00;0,00;172,41;0,02;0,00;0,00;
0,00;0,00;172,55;0,02;0,00;0,00;
0,00;0,00;172,70;0,04;0,00;0,00;
0,00;0,00;172,87;0,02;0,00;0,00;
0,00;0,00;173,04;0,06;0,00;0,00;
0,00;0,00;173,20;0,02;0,00;0,00;
0,00;0,00;173,36;0,02;0,00;0,00;
0,00;0,00;173,53;0,02;0,00;0,00;
0,00;0,00;173,69;0,02;0,00;0,00;
0,00;0,00;173,85;0,04;0,00;0,00;
0,00;0,00;174,01;0,04;0,00;0,00;
0,00;0,00;174,17;0,20;0,00;0,00;
0,00;0,00;174,33;0,20;0,00;0,00;
0,00;0,00;174,48;1,29;0,00;0,00;
0,00;0,00;174,64;1,37;0,00;0,00;
0,00;0,00;174,80;1,40;0,00;0,00;
0,00;0,00;174,97;1,47;0,00;0,00;
0,00;0,00;175,13;1,56;0,00;0,00;
0,00;0,00;175,29;1,56;0,00;0,00;
0,00;0,00;175,45;1,58;0,00;0,00;
0,00;0,00;175,61;1,65;0,00;0,00;
0,00;0,00;175,77;1,67;0,00;0,00;
0,00;0,00;175,93;1,74;0,00;0,00;
0,00;0,00;176,01;2,12;0,00;0,00;
0,00;0,00;176,01;2,10;0,00;0,00;
0,00;0,00;176,00;1,87;0,00;0,00;
0,00;0,00;175,59;-0,07;0,00;0,00;
0,00;0,00;174,69;-0,14;0,00;0,00;
0,00;0,00;173,29;-0,18;0,00;0,00;
0,00;0,00;171,37;-0,18;0,00;0,00;
0,00;0,00;168,94;-0,18;0,00;0,00;
