5280;16.12.20 15:43:02;21;Avvicinamento Pressata Fuori Ingombro;Alcun errore (0);20201216132635P0028;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;0,26;0,17;0,00;0,00;
0,00;0,00;1,05;0,20;0,00;0,00;
0,00;0,00;2,32;0,16;0,00;0,00;
0,00;0,00;4,11;0,18;0,00;0,00;
0,00;0,00;6,41;0,22;0,00;0,00;
0,00;0,00;9,23;0,24;0,00;0,00;
0,00;0,00;12,39;0,11;0,00;0,00;
0,00;0,00;15,50;0,17;0,00;0,00;
0,00;0,00;18,75;0,02;0,00;0,00;
0,00;0,00;21,94;0,13;0,00;0,00;
0,00;0,00;25,14;0,17;0,00;0,00;
0,00;0,00;28,35;0,09;0,00;0,00;
0,00;0,00;31,55;0,13;0,00;0,00;
0,00;0,00;34,75;0,13;0,00;0,00;
0,00;0,00;37,95;0,11;0,00;0,00;
0,00;0,00;41,15;0,17;0,00;0,00;
0,00;0,00;44,35;0,09;0,00;0,00;
0,00;0,00;47,55;0,13;0,00;0,00;
0,00;0,00;50,75;0,15;0,00;0,00;
0,00;0,00;53,95;0,13;0,00;0,00;
0,00;0,00;57,15;0,17;0,00;0,00;
0,00;0,00;60,35;0,06;0,00;0,00;
0,00;0,00;63,55;0,13;0,00;0,00;
0,00;0,00;66,75;0,13;0,00;0,00;
0,00;0,00;69,95;0,13;0,00;0,00;
0,00;0,00;73,15;0,20;0,00;0,00;
0,00;0,00;76,35;0,06;0,00;0,00;
0,00;0,00;79,55;0,16;0,00;0,00;
0,00;0,00;82,75;0,13;0,00;0,00;
0,00;0,00;85,95;0,11;0,00;0,00;
0,00;0,00;89,15;0,20;0,00;0,00;
0,00;0,00;92,35;0,09;0,00;0,00;
0,00;0,00;95,55;0,16;0,00;0,00;
0,00;0,00;98,75;0,11;0,00;0,00;
0,00;0,00;101,95;0,13;0,00;0,00;
0,00;0,00;105,15;0,17;0,00;0,00;
0,00;0,00;108,35;0,09;0,00;0,00;
0,00;0,00;111,55;0,11;0,00;0,00;
0,00;0,00;114,75;0,11;0,00;0,00;
0,00;0,00;117,95;0,11;0,00;0,00;
0,00;0,00;121,15;0,22;0,00;0,00;
0,00;0,00;124,35;0,06;0,00;0,00;
0,00;0,00;127,55;0,16;0,00;0,00;
0,00;0,00;130,75;0,06;0,00;0,00;
0,00;0,00;133,95;0,13;0,00;0,00;
0,00;0,00;137,15;0,17;0,00;0,00;
0,00;0,00;140,35;0,09;0,00;0,00;
0,00;0,00;143,55;0,09;0,00;0,00;
0,00;0,00;146,75;0,11;0,00;0,00;
0,00;0,00;149,95;0,13;0,00;0,00;
0,00;0,00;153,15;0,17;0,00;0,00;
0,00;0,00;156,35;0,09;0,00;0,00;
0,00;0,00;159,55;0,11;0,00;0,00;
0,00;0,00;162,63;-0,03;0,00;0,00;
0,00;0,00;165,20;0,06;0,00;0,00;
0,00;0,00;167,34;0,09;0,00;0,00;
0,00;0,00;168,97;0,02;0,00;0,00;
0,00;0,00;170,09;0,02;0,00;0,00;
0,00;0,00;170,70;-0,05;0,00;0,00;
0,00;0,00;170,87;0,06;0,00;0,00;
0,00;0,00;170,92;0,04;0,00;0,00;
0,00;0,00;170,92;0,02;0,00;0,00;
0,00;0,00;171,01;0,04;0,00;0,00;
0,00;0,00;171,15;0,11;0,00;0,00;
0,00;0,00;171,31;0,09;0,00;0,00;
0,00;0,00;171,47;0,04;0,00;0,00;
0,00;0,00;171,63;0,09;0,00;0,00;
0,00;0,00;171,79;0,09;0,00;0,00;
0,00;0,00;171,95;0,09;0,00;0,00;
0,00;0,00;172,11;0,09;0,00;0,00;
0,00;0,00;172,27;0,06;0,00;0,00;
0,00;0,00;172,43;0,09;0,00;0,00;
0,00;0,00;172,59;0,09;0,00;0,00;
0,00;0,00;172,75;0,27;0,00;0,00;
0,00;0,00;172,91;0,27;0,00;0,00;
0,00;0,00;173,07;0,31;0,00;0,00;
0,00;0,00;173,23;0,40;0,00;0,00;
0,00;0,00;173,39;0,58;0,00;0,00;
0,00;0,00;173,55;1,03;0,00;0,00;
0,00;0,00;173,70;1,17;0,00;0,00;
0,00;0,00;173,86;1,17;0,00;0,00;
0,00;0,00;174,03;1,17;0,00;0,00;
0,00;0,00;174,19;1,22;0,00;0,00;
0,00;0,00;174,35;1,33;0,00;0,00;
0,00;0,00;174,51;1,40;0,00;0,00;
0,00;0,00;174,67;1,47;0,00;0,00;
0,00;0,00;174,83;1,51;0,00;0,00;
0,00;0,00;174,99;1,55;0,00;0,00;
0,00;0,00;175,15;1,62;0,00;0,00;
0,00;0,00;175,24;1,47;0,00;0,00;
0,00;0,00;175,26;1,60;0,00;0,00;
0,00;0,00;175,26;1,49;0,00;0,00;
0,00;0,00;175,00;0,20;0,00;0,00;
0,00;0,00;174,22;-0,09;0,00;0,00;
0,00;0,00;172,94;-0,23;0,00;0,00;
0,00;0,00;171,15;-0,18;0,00;0,00;
0,00;0,00;168,85;-0,05;0,00;0,00;
0,00;0,00;166,04;-0,10;0,00;0,00;
0,00;0,00;162,88;-0,11;0,00;0,00;
0,00;0,00;159,75;-0,14;0,00;0,00;
0,00;0,00;156,51;-0,00;0,00;0,00;
0,00;0,00;153,31;-0,11;0,00;0,00;
0,00;0,00;150,11;-0,03;0,00;0,00;
0,00;0,00;146,91;-0,14;0,00;0,00;
0,00;0,00;143,71;-0,09;0,00;0,00;
0,00;0,00;140,50;-0,03;0,00;0,00;
0,00;0,00;137,30;-0,09;0,00;0,00;
0,00;0,00;134,11;-0,05;0,00;0,00;
0,00;0,00;130,91;-0,11;0,00;0,00;
0,00;0,00;127,70;-0,11;0,00;0,00;
0,00;0,00;124,50;-0,00;0,00;0,00;
0,00;0,00;121,30;-0,14;0,00;0,00;
0,00;0,00;118,10;-0,05;0,00;0,00;
0,00;0,00;114,90;-0,11;0,00;0,00;
0,00;0,00;111,70;-0,09;0,00;0,00;
0,00;0,00;108,50;-0,03;0,00;0,00;
