4463;11.11.20 09:02:56;21;Avvicinamento Pressata Fuori Ingombro;Alcun errore (0);20201110161443P0028;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;39,90;0,02;0,00;0,00;
0,00;0,00;40,17;0,24;0,00;0,00;
0,00;0,00;40,95;0,17;0,00;0,00;
0,00;0,00;42,22;0,11;0,00;0,00;
0,00;0,00;44,01;0,16;0,00;0,00;
0,00;0,00;46,31;0,24;0,00;0,00;
0,00;0,00;49,13;0,22;0,00;0,00;
0,00;0,00;52,30;0,06;0,00;0,00;
0,00;0,00;55,41;0,09;0,00;0,00;
0,00;0,00;58,65;0,13;0,00;0,00;
0,00;0,00;61,84;0,13;0,00;0,00;
0,00;0,00;65,04;0,15;0,00;0,00;
0,00;0,00;68,25;0,15;0,00;0,00;
0,00;0,00;71,45;0,09;0,00;0,00;
0,00;0,00;74,65;0,15;0,00;0,00;
0,00;0,00;77,85;0,11;0,00;0,00;
0,00;0,00;81,05;0,20;0,00;0,00;
0,00;0,00;84,25;0,13;0,00;0,00;
0,00;0,00;87,45;0,06;0,00;0,00;
0,00;0,00;90,65;0,15;0,00;0,00;
0,00;0,00;93,85;0,11;0,00;0,00;
0,00;0,00;97,05;0,15;0,00;0,00;
0,00;0,00;100,25;0,15;0,00;0,00;
0,00;0,00;103,45;0,09;0,00;0,00;
0,00;0,00;106,65;0,15;0,00;0,00;
0,00;0,00;109,85;0,09;0,00;0,00;
0,00;0,00;113,05;0,20;0,00;0,00;
0,00;0,00;116,25;0,13;0,00;0,00;
0,00;0,00;119,45;0,06;0,00;0,00;
0,00;0,00;122,65;0,15;0,00;0,00;
0,00;0,00;125,85;0,11;0,00;0,00;
0,00;0,00;129,05;0,17;0,00;0,00;
0,00;0,00;132,25;0,13;0,00;0,00;
0,00;0,00;135,45;0,06;0,00;0,00;
0,00;0,00;138,65;0,13;0,00;0,00;
0,00;0,00;141,85;0,09;0,00;0,00;
0,00;0,00;145,05;0,17;0,00;0,00;
0,00;0,00;148,25;0,15;0,00;0,00;
0,00;0,00;151,45;0,09;0,00;0,00;
0,00;0,00;154,65;0,15;0,00;0,00;
0,00;0,00;157,85;0,11;0,00;0,00;
0,00;0,00;161,05;0,24;0,00;0,00;
0,00;0,00;163,87;0,04;0,00;0,00;
0,00;0,00;166,24;0,04;0,00;0,00;
0,00;0,00;168,14;0,02;0,00;0,00;
0,00;0,00;169,54;-0,00;0,00;0,00;
0,00;0,00;170,42;0,04;0,00;0,00;
0,00;0,00;170,82;0,02;0,00;0,00;
0,00;0,00;170,89;0,09;0,00;0,00;
0,00;0,00;170,92;0,06;0,00;0,00;
0,00;0,00;170,93;0,11;0,00;0,00;
0,00;0,00;171,08;0,06;0,00;0,00;
0,00;0,00;171,23;0,04;0,00;0,00;
0,00;0,00;171,39;0,09;0,00;0,00;
0,00;0,00;171,55;0,09;0,00;0,00;
0,00;0,00;171,71;0,09;0,00;0,00;
0,00;0,00;171,87;0,06;0,00;0,00;
0,00;0,00;172,03;0,09;0,00;0,00;
0,00;0,00;172,19;0,09;0,00;0,00;
0,00;0,00;172,35;0,09;0,00;0,00;
0,00;0,00;172,51;0,09;0,00;0,00;
0,00;0,00;172,67;0,09;0,00;0,00;
0,00;0,00;172,83;0,09;0,00;0,00;
0,00;0,00;172,99;0,09;0,00;0,00;
0,00;0,00;173,15;0,09;0,00;0,00;
0,00;0,00;173,31;0,20;0,00;0,00;
0,00;0,00;173,47;0,27;0,00;0,00;
0,00;0,00;173,63;0,27;0,00;0,00;
0,00;0,00;173,79;0,45;0,00;0,00;
0,00;0,00;173,95;0,76;0,00;0,00;
0,00;0,00;174,10;1,08;0,00;0,00;
0,00;0,00;174,26;1,31;0,00;0,00;
0,00;0,00;174,42;1,54;0,00;0,00;
0,00;0,00;174,59;1,67;0,00;0,00;
0,00;0,00;174,75;1,83;0,00;0,00;
0,00;0,00;174,91;1,96;0,00;0,00;
0,00;0,00;175,07;2,12;0,00;0,00;
0,00;0,00;175,23;2,23;0,00;0,00;
0,00;0,00;175,25;2,05;0,00;0,00;
0,00;0,00;175,25;2,03;0,00;0,00;
0,00;0,00;175,20;0,99;0,00;0,00;
0,00;0,00;174,67;-0,25;0,00;0,00;
0,00;0,00;173,65;-0,05;0,00;0,00;
0,00;0,00;172,11;-0,05;0,00;0,00;
0,00;0,00;170,06;-0,18;0,00;0,00;
0,00;0,00;167,50;-0,18;0,00;0,00;
0,00;0,00;164,46;-0,11;0,00;0,00;
0,00;0,00;161,31;-0,05;0,00;0,00;
0,00;0,00;158,14;-0,03;0,00;0,00;
0,00;0,00;154,91;-0,07;0,00;0,00;
0,00;0,00;151,72;-0,14;0,00;0,00;
0,00;0,00;148,50;-0,07;0,00;0,00;
0,00;0,00;145,31;-0,10;0,00;0,00;
0,00;0,00;142,11;-0,05;0,00;0,00;
0,00;0,00;138,91;-0,09;0,00;0,00;
0,00;0,00;135,71;-0,07;0,00;0,00;
0,00;0,00;132,51;-0,00;0,00;0,00;
0,00;0,00;129,31;-0,09;0,00;0,00;
0,00;0,00;126,11;-0,07;0,00;0,00;
0,00;0,00;122,91;-0,11;0,00;0,00;
0,00;0,00;119,71;-0,11;0,00;0,00;
0,00;0,00;116,50;-0,00;0,00;0,00;
0,00;0,00;113,31;-0,09;0,00;0,00;
0,00;0,00;110,11;-0,05;0,00;0,00;
0,00;0,00;106,90;-0,09;0,00;0,00;
0,00;0,00;103,71;-0,09;0,00;0,00;
0,00;0,00;100,51;-0,02;0,00;0,00;
0,00;0,00;97,30;-0,07;0,00;0,00;
0,00;0,00;94,10;-0,05;0,00;0,00;
0,00;0,00;90,91;-0,09;0,00;0,00;
0,00;0,00;87,70;-0,09;0,00;0,00;
0,00;0,00;84,50;-0,00;0,00;0,00;
0,00;0,00;81,31;-0,07;0,00;0,00;
0,00;0,00;78,11;-0,05;0,00;0,00;
0,00;0,00;74,90;-0,09;0,00;0,00;
0,00;0,00;71,70;-0,09;0,00;0,00;
0,00;0,00;68,50;-0,07;0,00;0,00;
0,00;0,00;65,30;-0,09;0,00;0,00;
0,00;0,00;62,10;-0,07;0,00;0,00;
0,00;0,00;58,91;-0,09;0,00;0,00;
0,00;0,00;55,70;-0,09;0,00;0,00;
0,00;0,00;52,50;-0,02;0,00;0,00;
0,00;0,00;49,30;-0,11;0,00;0,00;
0,00;0,00;46,10;-0,07;0,00;0,00;
0,00;0,00;42,90;-0,09;0,00;0,00;
