3364;07.10.20 08:42:11;22;Avvicinamento pre-pressata pressata Fuori Ingombro;force > max. force (8);20201006135306A0218;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;39,96;0,13;0,00;0,00;
0,00;0,00;40,50;0,13;0,00;0,00;
0,00;0,00;41,53;0,15;0,00;0,00;
0,00;0,00;43,05;0,20;0,00;0,00;
0,00;0,00;45,10;0,11;0,00;0,00;
0,00;0,00;47,66;0,13;0,00;0,00;
0,00;0,00;50,71;0,16;0,00;0,00;
0,00;0,00;53,85;0,13;0,00;0,00;
0,00;0,00;57,01;0,16;0,00;0,00;
0,00;0,00;60,25;0,11;0,00;0,00;
0,00;0,00;63,44;0,06;0,00;0,00;
0,00;0,00;66,65;0,15;0,00;0,00;
0,00;0,00;69,84;0,09;0,00;0,00;
0,00;0,00;73,05;0,11;0,00;0,00;
0,00;0,00;76,25;0,06;0,00;0,00;
0,00;0,00;79,45;0,04;0,00;0,00;
0,00;0,00;82,65;0,13;0,00;0,00;
0,00;0,00;85,85;0,04;0,00;0,00;
0,00;0,00;89,05;0,13;0,00;0,00;
0,00;0,00;92,25;0,09;0,00;0,00;
0,00;0,00;95,45;0,06;0,00;0,00;
0,00;0,00;98,65;0,11;0,00;0,00;
0,00;0,00;101,85;0,09;0,00;0,00;
0,00;0,00;105,05;0,13;0,00;0,00;
0,00;0,00;108,25;0,11;0,00;0,00;
0,00;0,00;111,45;0,02;0,00;0,00;
0,00;0,00;114,65;0,11;0,00;0,00;
0,00;0,00;117,85;0,09;0,00;0,00;
0,00;0,00;121,05;0,20;0,00;0,00;
0,00;0,00;124,25;0,11;0,00;0,00;
0,00;0,00;127,45;0,06;0,00;0,00;
0,00;0,00;130,65;0,11;0,00;0,00;
0,00;0,00;133,85;0,06;0,00;0,00;
0,00;0,00;137,05;0,13;0,00;0,00;
0,00;0,00;140,25;0,13;0,00;0,00;
0,00;0,00;143,45;0,04;0,00;0,00;
0,00;0,00;146,65;0,11;0,00;0,00;
0,00;0,00;149,81;0,04;0,00;0,00;
0,00;0,00;152,50;0,06;0,00;0,00;
0,00;0,00;154,76;0,02;0,00;0,00;
0,00;0,00;156,54;-0,03;0,00;0,00;
0,00;0,00;157,81;-0,02;0,00;0,00;
0,00;0,00;158,57;-0,03;0,00;0,00;
0,00;0,00;158,84;0,02;0,00;0,00;
0,00;0,00;158,91;0,02;0,00;0,00;
0,00;0,00;158,92;0,04;0,00;0,00;
0,00;0,00;159,05;0,02;0,00;0,00;
0,00;0,00;159,19;0,06;0,00;0,00;
0,00;0,00;159,35;0,24;0,00;0,00;
0,00;0,00;159,51;0,18;0,00;0,00;
0,00;0,00;159,67;1,69;0,00;0,00;
0,00;0,00;159,80;4,97;0,00;0,00;
0,00;0,00;159,93;7,93;0,00;0,00;
0,00;0,00;160,02;9,71;0,00;0,00;
0,00;0,00;160,04;10,12;0,00;0,00;
0,00;0,00;160,05;10,30;0,00;0,00;
0,00;0,00;160,06;10,46;0,00;0,00;
0,00;0,00;160,07;10,55;0,00;0,00;
0,00;0,00;160,07;10,59;0,00;0,00;
0,00;0,00;160,08;10,68;0,00;0,00;
0,00;0,00;160,08;10,75;0,00;0,00;
0,00;0,00;160,09;10,80;0,00;0,00;
0,00;0,00;160,09;10,84;0,00;0,00;
0,00;0,00;160,09;10,82;0,00;0,00;
0,00;0,00;160,09;10,84;0,00;0,00;
0,00;0,00;160,10;10,84;0,00;0,00;
0,00;0,00;160,10;10,84;0,00;0,00;
