10216;29.01.21 15:43:47;21;Avvicinamento Pressata Finale;Alcun errore (0);20210129144616P0008;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;71,80;0,13;0,00;0,00;
0,00;0,00;73,90;0,09;0,00;0,00;
0,00;0,00;75,70;0,13;0,00;0,00;
0,00;0,00;78,00;-0,04;0,00;0,00;
0,00;0,00;80,32;0,09;0,00;0,00;
0,00;0,00;82,71;0,09;0,00;0,00;
0,00;0,00;85,12;0,04;0,00;0,00;
0,00;0,00;87,52;0,04;0,00;0,00;
0,00;0,00;97,12;0,04;0,00;0,00;
0,00;0,00;101,92;0,04;0,00;0,00;
0,00;0,00;104,32;0,04;0,00;0,00;
0,00;0,00;109,12;0,04;0,00;0,00;
0,00;0,00;111,52;0,04;0,00;0,00;
0,00;0,00;116,32;0,04;0,00;0,00;
0,00;0,00;118,72;0,04;0,00;0,00;
0,00;0,00;123,52;0,09;0,00;0,00;
0,00;0,00;128,32;0,04;0,00;0,00;
0,00;0,00;130,72;0,09;0,00;0,00;
0,00;0,00;135,52;-0,04;0,00;0,00;
0,00;0,00;142,72;0,04;0,00;0,00;
0,00;0,00;145,12;0,04;0,00;0,00;
0,00;0,00;147,52;0,09;0,00;0,00;
0,00;0,00;152,32;-0,04;0,00;0,00;
0,00;0,00;154,72;0,04;0,00;0,00;
0,00;0,00;157,12;0,04;0,00;0,00;
0,00;0,00;161,92;0,04;0,00;0,00;
0,00;0,00;164,32;0,04;0,00;0,00;
0,00;0,00;169,12;0,04;0,00;0,00;
0,00;0,00;176,32;0,04;0,00;0,00;
0,00;0,00;178,72;0,04;0,00;0,00;
0,00;0,00;183,52;0,04;0,00;0,00;
0,00;0,00;188,32;0,04;0,00;0,00;
0,00;0,00;190,72;0,04;0,00;0,00;
0,00;0,00;197,92;0,04;0,00;0,00;
0,00;0,00;200,32;0,04;0,00;0,00;
0,00;0,00;212,32;-0,04;0,00;0,00;
0,00;0,00;214,72;0,04;0,00;0,00;
0,00;0,00;217,12;-0,04;0,00;0,00;
0,00;0,00;219,52;0,04;0,00;0,00;
0,00;0,00;221,92;0,09;0,00;0,00;
0,00;0,00;224,32;0,04;0,00;0,00;
0,00;0,00;229,12;0,09;0,00;0,00;
0,00;0,00;241,12;0,04;0,00;0,00;
0,00;0,00;243,52;0,04;0,00;0,00;
0,00;0,00;245,92;0,04;0,00;0,00;
0,00;0,00;248,32;0,04;0,00;0,00;
0,00;0,00;250,72;0,04;0,00;0,00;
0,00;0,00;257,92;0,04;0,00;0,00;
0,00;0,00;260,32;0,04;0,00;0,00;
0,00;0,00;262,72;0,13;0,00;0,00;
0,00;0,00;265,12;0,09;0,00;0,00;
0,00;0,00;269,92;0,04;0,00;0,00;
0,00;0,00;274,72;0,09;0,00;0,00;
0,00;0,00;277,12;0,04;0,00;0,00;
0,00;0,00;279,52;0,09;0,00;0,00;
0,00;0,00;281,92;0,04;0,00;0,00;
0,00;0,00;284,32;0,04;0,00;0,00;
0,00;0,00;286,71;0,04;0,00;0,00;
0,00;0,00;288,65;-0,04;0,00;0,00;
0,00;0,00;290,17;-0,04;0,00;0,00;
0,00;0,00;291,23;0,04;0,00;0,00;
0,00;0,00;291,78;-0,09;0,00;0,00;
0,00;0,00;291,90;0,04;0,00;0,00;
0,00;0,00;291,95;0,09;0,00;0,00;
0,00;0,00;291,95;0,09;0,00;0,00;
0,00;0,00;291,99;0,09;0,00;0,00;
0,00;0,00;292,09;0,09;0,00;0,00;
0,00;0,00;292,18;0,09;0,00;0,00;
0,00;0,00;292,28;0,09;0,00;0,00;
0,00;0,00;292,37;0,09;0,00;0,00;
0,00;0,00;292,47;0,09;0,00;0,00;
0,00;0,00;292,57;0,09;0,00;0,00;
0,00;0,00;292,66;0,09;0,00;0,00;
0,00;0,00;292,76;0,09;0,00;0,00;
0,00;0,00;292,85;0,09;0,00;0,00;
0,00;0,00;292,95;0,09;0,00;0,00;
0,00;0,00;293,05;0,09;0,00;0,00;
0,00;0,00;293,14;0,09;0,00;0,00;
0,00;0,00;293,24;0,09;0,00;0,00;
0,00;0,00;293,33;0,09;0,00;0,00;
0,00;0,00;293,43;0,09;0,00;0,00;
0,00;0,00;293,53;0,09;0,00;0,00;
0,00;0,00;293,62;0,04;0,00;0,00;
0,00;0,00;293,72;0,09;0,00;0,00;
0,00;0,00;293,81;0,09;0,00;0,00;
0,00;0,00;293,91;0,09;0,00;0,00;
0,00;0,00;294,01;0,09;0,00;0,00;
0,00;0,00;294,10;0,09;0,00;0,00;
0,00;0,00;294,20;0,09;0,00;0,00;
0,00;0,00;294,29;0,09;0,00;0,00;
0,00;0,00;294,39;0,09;0,00;0,00;
0,00;0,00;294,49;0,09;0,00;0,00;
0,00;0,00;294,58;0,09;0,00;0,00;
0,00;0,00;294,68;0,09;0,00;0,00;
0,00;0,00;294,77;0,09;0,00;0,00;
0,00;0,00;294,87;0,09;0,00;0,00;
0,00;0,00;294,97;0,09;0,00;0,00;
0,00;0,00;295,06;0,09;0,00;0,00;
0,00;0,00;295,16;0,09;0,00;0,00;
0,00;0,00;295,25;0,09;0,00;0,00;
0,00;0,00;295,35;0,09;0,00;0,00;
0,00;0,00;295,45;0,09;0,00;0,00;
0,00;0,00;295,54;0,09;0,00;0,00;
0,00;0,00;295,64;0,09;0,00;0,00;
0,00;0,00;295,73;0,09;0,00;0,00;
0,00;0,00;295,83;0,09;0,00;0,00;
0,00;0,00;295,93;0,09;0,00;0,00;
0,00;0,00;296,02;0,09;0,00;0,00;
0,00;0,00;296,12;0,09;0,00;0,00;
0,00;0,00;296,21;0,09;0,00;0,00;
0,00;0,00;296,31;0,09;0,00;0,00;
0,00;0,00;296,41;0,09;0,00;0,00;
0,00;0,00;296,50;0,09;0,00;0,00;
0,00;0,00;296,60;0,09;0,00;0,00;
0,00;0,00;296,69;0,09;0,00;0,00;
0,00;0,00;296,79;0,09;0,00;0,00;
0,00;0,00;296,89;0,09;0,00;0,00;
0,00;0,00;296,98;0,09;0,00;0,00;
0,00;0,00;297,08;0,09;0,00;0,00;
0,00;0,00;297,17;0,09;0,00;0,00;
0,00;0,00;297,27;0,09;0,00;0,00;
0,00;0,00;297,37;0,09;0,00;0,00;
0,00;0,00;297,46;0,09;0,00;0,00;
0,00;0,00;297,56;0,09;0,00;0,00;
0,00;0,00;297,65;0,09;0,00;0,00;
0,00;0,00;297,75;0,09;0,00;0,00;
0,00;0,00;297,85;0,09;0,00;0,00;
0,00;0,00;297,94;0,09;0,00;0,00;
0,00;0,00;298,04;0,09;0,00;0,00;
0,00;0,00;298,13;0,09;0,00;0,00;
0,00;0,00;298,23;0,09;0,00;0,00;
0,00;0,00;298,33;0,09;0,00;0,00;
0,00;0,00;298,42;0,09;0,00;0,00;
0,00;0,00;298,52;0,09;0,00;0,00;
0,00;0,00;298,61;0,09;0,00;0,00;
0,00;0,00;298,71;0,09;0,00;0,00;
0,00;0,00;298,81;0,09;0,00;0,00;
0,00;0,00;298,90;0,09;0,00;0,00;
0,00;0,00;299,00;0,09;0,00;0,00;
0,00;0,00;299,09;0,09;0,00;0,00;
0,00;0,00;299,19;0,09;0,00;0,00;
0,00;0,00;299,29;0,09;0,00;0,00;
0,00;0,00;299,38;0,09;0,00;0,00;
0,00;0,00;299,48;0,09;0,00;0,00;
0,00;0,00;299,57;0,09;0,00;0,00;
0,00;0,00;299,67;0,09;0,00;0,00;
0,00;0,00;299,77;0,09;0,00;0,00;
0,00;0,00;299,86;0,09;0,00;0,00;
0,00;0,00;299,96;0,09;0,00;0,00;
0,00;0,00;300,05;0,09;0,00;0,00;
0,00;0,00;300,15;0,09;0,00;0,00;
0,00;0,00;300,25;0,09;0,00;0,00;
0,00;0,00;300,34;0,22;0,00;0,00;
0,00;0,00;300,44;0,27;0,00;0,00;
0,00;0,00;300,53;0,27;0,00;0,00;
0,00;0,00;300,63;0,30;0,00;0,00;
0,00;0,00;300,73;0,30;0,00;0,00;
0,00;0,00;300,82;0,39;0,00;0,00;
0,00;0,00;300,92;0,44;0,00;0,00;
0,00;0,00;301,01;0,44;0,00;0,00;
0,00;0,00;301,11;0,48;0,00;0,00;
0,00;0,00;301,21;0,44;0,00;0,00;
0,00;0,00;301,30;0,57;0,00;0,00;
0,00;0,00;301,40;0,57;0,00;0,00;
0,00;0,00;301,49;0,61;0,00;0,00;
0,00;0,00;301,59;0,61;0,00;0,00;
0,00;0,00;301,69;0,61;0,00;0,00;
0,00;0,00;301,78;0,61;0,00;0,00;
0,00;0,00;301,88;0,65;0,00;0,00;
0,00;0,00;301,97;0,69;0,00;0,00;
0,00;0,00;302,07;0,74;0,00;0,00;
0,00;0,00;302,16;0,78;0,00;0,00;
0,00;0,00;302,26;0,78;0,00;0,00;
0,00;0,00;302,36;0,78;0,00;0,00;
0,00;0,00;302,45;0,78;0,00;0,00;
0,00;0,00;302,55;0,78;0,00;0,00;
0,00;0,00;302,65;0,78;0,00;0,00;
0,00;0,00;302,74;0,78;0,00;0,00;
0,00;0,00;302,84;0,78;0,00;0,00;
0,00;0,00;302,93;0,78;0,00;0,00;
0,00;0,00;303,03;0,87;0,00;0,00;
0,00;0,00;303,13;0,83;0,00;0,00;
0,00;0,00;303,22;0,83;0,00;0,00;
0,00;0,00;303,32;0,92;0,00;0,00;
0,00;0,00;303,41;0,92;0,00;0,00;
0,00;0,00;303,51;0,92;0,00;0,00;
0,00;0,00;303,61;0,92;0,00;0,00;
0,00;0,00;303,70;0,96;0,00;0,00;
0,00;0,00;303,80;0,92;0,00;0,00;
0,00;0,00;303,89;0,96;0,00;0,00;
0,00;0,00;303,99;0,96;0,00;0,00;
0,00;0,00;304,09;0,96;0,00;0,00;
0,00;0,00;304,18;0,96;0,00;0,00;
0,00;0,00;304,28;1,00;0,00;0,00;
0,00;0,00;304,37;1,00;0,00;0,00;
0,00;0,00;304,47;0,96;0,00;0,00;
0,00;0,00;304,57;0,96;0,00;0,00;
0,00;0,00;304,66;1,04;0,00;0,00;
0,00;0,00;304,76;1,09;0,00;0,00;
0,00;0,00;304,85;1,09;0,00;0,00;
0,00;0,00;304,95;1,09;0,00;0,00;
