24870;26.07.21 11:26:35;21;Avvicinamento Pressata Finale;Alcun errore (0);20210723163646P0008;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;84,50;0,04;0,00;0,00;
0,00;0,00;85,62;0,13;0,00;0,00;
0,00;0,00;88,70;0,04;0,00;0,00;
0,00;0,00;93,32;0,09;0,00;0,00;
0,00;0,00;102,92;0,04;0,00;0,00;
0,00;0,00;107,72;0,04;0,00;0,00;
0,00;0,00;112,52;0,04;0,00;0,00;
0,00;0,00;136,52;0,09;0,00;0,00;
0,00;0,00;141,32;0,04;0,00;0,00;
0,00;0,00;150,92;0,04;0,00;0,00;
0,00;0,00;160,52;-0,04;0,00;0,00;
0,00;0,00;170,12;0,04;0,00;0,00;
0,00;0,00;179,72;0,04;0,00;0,00;
0,00;0,00;189,32;0,04;0,00;0,00;
0,00;0,00;194,12;0,04;0,00;0,00;
0,00;0,00;198,92;0,04;0,00;0,00;
0,00;0,00;203,72;0,04;0,00;0,00;
0,00;0,00;213,32;0,04;0,00;0,00;
0,00;0,00;222,92;0,04;0,00;0,00;
0,00;0,00;227,72;-0,04;0,00;0,00;
0,00;0,00;232,52;0,04;0,00;0,00;
0,00;0,00;237,32;0,04;0,00;0,00;
0,00;0,00;242,12;0,04;0,00;0,00;
0,00;0,00;256,52;0,04;0,00;0,00;
0,00;0,00;266,12;0,04;0,00;0,00;
0,00;0,00;275,72;0,04;0,00;0,00;
0,00;0,00;280,52;0,04;0,00;0,00;
0,00;0,00;290,12;0,04;0,00;0,00;
0,00;0,00;294,92;0,04;0,00;0,00;
0,00;0,00;299,72;0,09;0,00;0,00;
0,00;0,00;304,52;-0,04;0,00;0,00;
0,00;0,00;310,00;0,04;0,00;0,00;
0,00;0,00;310,03;0,09;0,00;0,00;
0,00;0,00;310,35;0,04;0,00;0,00;
0,00;0,00;310,68;0,04;0,00;0,00;
0,00;0,00;311,00;0,04;0,00;0,00;
0,00;0,00;311,32;0,09;0,00;0,00;
0,00;0,00;311,64;0,04;0,00;0,00;
0,00;0,00;311,96;0,04;0,00;0,00;
0,00;0,00;312,28;0,09;0,00;0,00;
0,00;0,00;312,60;0,09;0,00;0,00;
0,00;0,00;312,92;0,09;0,00;0,00;
0,00;0,00;313,24;0,04;0,00;0,00;
0,00;0,00;313,56;0,04;0,00;0,00;
0,00;0,00;313,88;0,04;0,00;0,00;
0,00;0,00;314,20;0,04;0,00;0,00;
0,00;0,00;314,52;0,04;0,00;0,00;
0,00;0,00;314,84;0,09;0,00;0,00;
0,00;0,00;315,16;0,18;0,00;0,00;
0,00;0,00;315,48;0,22;0,00;0,00;
0,00;0,00;315,80;0,18;0,00;0,00;
0,00;0,00;316,12;0,09;0,00;0,00;
0,00;0,00;316,44;0,09;0,00;0,00;
0,00;0,00;316,76;0,13;0,00;0,00;
0,00;0,00;317,07;1,65;0,00;0,00;
