9439;22.01.21 11:26:59;21;Avvicinamento Pressata Finale;Alcun errore (0);20210122084419P0008;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;71,50;-0,04;0,00;0,00;
0,00;0,00;71,80;0,04;0,00;0,00;
0,00;0,00;72,62;0,04;0,00;0,00;
0,00;0,00;73,90;0,09;0,00;0,00;
0,00;0,00;75,70;0,09;0,00;0,00;
0,00;0,00;78,00;-0,04;0,00;0,00;
0,00;0,00;82,71;0,04;0,00;0,00;
0,00;0,00;89,92;-0,04;0,00;0,00;
0,00;0,00;92,32;-0,04;0,00;0,00;
0,00;0,00;94,72;0,04;0,00;0,00;
0,00;0,00;97,12;0,04;0,00;0,00;
0,00;0,00;116,32;-0,04;0,00;0,00;
0,00;0,00;118,72;-0,04;0,00;0,00;
0,00;0,00;121,12;-0,04;0,00;0,00;
0,00;0,00;128,32;0,04;0,00;0,00;
0,00;0,00;130,72;-0,04;0,00;0,00;
0,00;0,00;135,52;0,04;0,00;0,00;
0,00;0,00;142,72;-0,04;0,00;0,00;
0,00;0,00;149,92;-0,04;0,00;0,00;
0,00;0,00;152,32;-0,09;0,00;0,00;
0,00;0,00;154,72;0,04;0,00;0,00;
0,00;0,00;164,32;0,04;0,00;0,00;
0,00;0,00;166,72;-0,04;0,00;0,00;
0,00;0,00;169,12;0,04;0,00;0,00;
0,00;0,00;173,92;-0,04;0,00;0,00;
0,00;0,00;181,12;-0,04;0,00;0,00;
0,00;0,00;185,92;-0,04;0,00;0,00;
0,00;0,00;188,32;0,04;0,00;0,00;
0,00;0,00;190,72;-0,04;0,00;0,00;
0,00;0,00;197,92;0,04;0,00;0,00;
0,00;0,00;202,72;0,04;0,00;0,00;
0,00;0,00;207,52;-0,04;0,00;0,00;
0,00;0,00;212,32;-0,04;0,00;0,00;
0,00;0,00;214,72;0,04;0,00;0,00;
0,00;0,00;219,52;0,04;0,00;0,00;
0,00;0,00;224,32;-0,04;0,00;0,00;
0,00;0,00;226,72;0,04;0,00;0,00;
0,00;0,00;233,92;-0,04;0,00;0,00;
0,00;0,00;238,72;-0,04;0,00;0,00;
0,00;0,00;248,32;-0,04;0,00;0,00;
0,00;0,00;253,12;-0,09;0,00;0,00;
0,00;0,00;255,52;-0,09;0,00;0,00;
0,00;0,00;257,92;0,04;0,00;0,00;
0,00;0,00;260,32;-0,04;0,00;0,00;
0,00;0,00;279,52;0,04;0,00;0,00;
0,00;0,00;281,92;0,04;0,00;0,00;
0,00;0,00;284,32;-0,04;0,00;0,00;
0,00;0,00;286,71;-0,04;0,00;0,00;
0,00;0,00;290,17;-0,04;0,00;0,00;
0,00;0,00;291,23;-0,09;0,00;0,00;
0,00;0,00;292,57;0,09;0,00;0,00;
0,00;0,00;292,66;0,04;0,00;0,00;
0,00;0,00;293,24;0,04;0,00;0,00;
0,00;0,00;293,43;0,04;0,00;0,00;
0,00;0,00;294,20;0,04;0,00;0,00;
0,00;0,00;294,39;0,04;0,00;0,00;
0,00;0,00;295,54;0,04;0,00;0,00;
0,00;0,00;295,64;0,04;0,00;0,00;
0,00;0,00;295,73;0,04;0,00;0,00;
0,00;0,00;296,60;0,09;0,00;0,00;
0,00;0,00;297,08;0,04;0,00;0,00;
0,00;0,00;297,17;0,04;0,00;0,00;
0,00;0,00;297,27;0,04;0,00;0,00;
0,00;0,00;298,13;0,04;0,00;0,00;
0,00;0,00;298,61;0,04;0,00;0,00;
0,00;0,00;298,90;0,04;0,00;0,00;
0,00;0,00;299,19;0,04;0,00;0,00;
0,00;0,00;299,48;0,04;0,00;0,00;
0,00;0,00;299,57;0,04;0,00;0,00;
0,00;0,00;299,67;0,09;0,00;0,00;
0,00;0,00;299,96;0,04;0,00;0,00;
0,00;0,00;300,25;0,13;0,00;0,00;
0,00;0,00;300,34;0,21;0,00;0,00;
0,00;0,00;300,44;0,35;0,00;0,00;
0,00;0,00;300,53;0,35;0,00;0,00;
0,00;0,00;300,63;0,48;0,00;0,00;
0,00;0,00;300,73;0,52;0,00;0,00;
0,00;0,00;300,82;0,52;0,00;0,00;
0,00;0,00;300,92;0,56;0,00;0,00;
0,00;0,00;301,01;0,56;0,00;0,00;
0,00;0,00;301,11;0,65;0,00;0,00;
0,00;0,00;301,21;0,69;0,00;0,00;
0,00;0,00;301,30;0,69;0,00;0,00;
0,00;0,00;301,40;0,69;0,00;0,00;
0,00;0,00;301,49;0,74;0,00;0,00;
0,00;0,00;301,59;0,74;0,00;0,00;
0,00;0,00;301,69;0,87;0,00;0,00;
0,00;0,00;301,78;0,87;0,00;0,00;
0,00;0,00;301,88;0,87;0,00;0,00;
0,00;0,00;301,97;0,87;0,00;0,00;
0,00;0,00;302,07;0,87;0,00;0,00;
0,00;0,00;302,16;0,87;0,00;0,00;
0,00;0,00;302,26;0,87;0,00;0,00;
0,00;0,00;302,36;0,87;0,00;0,00;
0,00;0,00;302,45;0,87;0,00;0,00;
0,00;0,00;302,55;0,87;0,00;0,00;
0,00;0,00;302,65;0,91;0,00;0,00;
0,00;0,00;302,74;0,87;0,00;0,00;
0,00;0,00;302,84;0,95;0,00;0,00;
0,00;0,00;302,93;1,04;0,00;0,00;
0,00;0,00;303,03;1,00;0,00;0,00;
0,00;0,00;303,13;1,04;0,00;0,00;
0,00;0,00;303,22;1,04;0,00;0,00;
0,00;0,00;303,32;1,04;0,00;0,00;
0,00;0,00;303,41;1,04;0,00;0,00;
0,00;0,00;303,51;1,04;0,00;0,00;
0,00;0,00;303,61;1,04;0,00;0,00;
0,00;0,00;303,70;1,04;0,00;0,00;
0,00;0,00;303,80;1,04;0,00;0,00;
0,00;0,00;303,89;1,04;0,00;0,00;
0,00;0,00;303,99;1,13;0,00;0,00;
0,00;0,00;304,09;1,13;0,00;0,00;
0,00;0,00;304,18;1,04;0,00;0,00;
0,00;0,00;304,28;1,22;0,00;0,00;
0,00;0,00;304,37;1,22;0,00;0,00;
0,00;0,00;304,47;1,22;0,00;0,00;
0,00;0,00;304,57;1,22;0,00;0,00;
0,00;0,00;304,66;1,22;0,00;0,00;
0,00;0,00;304,76;1,22;0,00;0,00;
0,00;0,00;304,85;1,22;0,00;0,00;
0,00;0,00;304,95;1,22;0,00;0,00;
0,00;0,00;305,05;1,25;0,00;0,00;
0,00;0,00;305,14;1,30;0,00;0,00;
0,00;0,00;305,24;1,34;0,00;0,00;
0,00;0,00;305,33;1,39;0,00;0,00;
0,00;0,00;305,43;1,34;0,00;0,00;
0,00;0,00;305,53;1,34;0,00;0,00;
0,00;0,00;305,62;1,39;0,00;0,00;
0,00;0,00;305,72;1,39;0,00;0,00;
0,00;0,00;305,81;1,39;0,00;0,00;
0,00;0,00;305,91;1,39;0,00;0,00;
0,00;0,00;306,01;1,39;0,00;0,00;
0,00;0,00;306,10;1,39;0,00;0,00;
0,00;0,00;306,20;1,39;0,00;0,00;
0,00;0,00;306,29;1,39;0,00;0,00;
0,00;0,00;306,39;1,39;0,00;0,00;
0,00;0,00;306,49;1,39;0,00;0,00;
0,00;0,00;306,58;1,43;0,00;0,00;
0,00;0,00;306,68;1,48;0,00;0,00;
0,00;0,00;306,77;1,48;0,00;0,00;
0,00;0,00;306,87;1,48;0,00;0,00;
0,00;0,00;306,97;1,52;0,00;0,00;
0,00;0,00;307,06;1,57;0,00;0,00;
0,00;0,00;307,16;1,57;0,00;0,00;
0,00;0,00;307,25;1,57;0,00;0,00;
0,00;0,00;307,35;1,57;0,00;0,00;
0,00;0,00;307,45;1,57;0,00;0,00;
0,00;0,00;307,54;1,57;0,00;0,00;
0,00;0,00;307,64;1,57;0,00;0,00;
0,00;0,00;307,73;1,57;0,00;0,00;
0,00;0,00;307,83;1,57;0,00;0,00;
0,00;0,00;307,93;1,57;0,00;0,00;
0,00;0,00;308,02;1,57;0,00;0,00;
0,00;0,00;308,12;1,57;0,00;0,00;
0,00;0,00;308,21;1,57;0,00;0,00;
0,00;0,00;308,31;1,61;0,00;0,00;
0,00;0,00;308,41;1,65;0,00;0,00;
0,00;0,00;308,50;1,70;0,00;0,00;
0,00;0,00;308,60;1,74;0,00;0,00;
0,00;0,00;308,69;1,74;0,00;0,00;
0,00;0,00;308,79;1,74;0,00;0,00;
0,00;0,00;308,89;1,74;0,00;0,00;
0,00;0,00;308,98;1,74;0,00;0,00;
0,00;0,00;309,08;1,74;0,00;0,00;
0,00;0,00;309,17;1,74;0,00;0,00;
0,00;0,00;309,27;1,78;0,00;0,00;
0,00;0,00;309,37;1,82;0,00;0,00;
0,00;0,00;309,46;1,87;0,00;0,00;
0,00;0,00;309,56;1,82;0,00;0,00;
0,00;0,00;309,65;1,87;0,00;0,00;
0,00;0,00;309,75;1,91;0,00;0,00;
0,00;0,00;309,85;1,91;0,00;0,00;
0,00;0,00;309,94;1,91;0,00;0,00;
0,00;0,00;310,04;1,91;0,00;0,00;
0,00;0,00;310,13;1,91;0,00;0,00;
0,00;0,00;310,23;1,91;0,00;0,00;
0,00;0,00;310,33;1,91;0,00;0,00;
0,00;0,00;310,42;1,91;0,00;0,00;
0,00;0,00;310,52;1,91;0,00;0,00;
0,00;0,00;310,61;1,91;0,00;0,00;
0,00;0,00;310,71;1,91;0,00;0,00;
0,00;0,00;310,81;2,05;0,00;0,00;
0,00;0,00;310,90;2,09;0,00;0,00;
0,00;0,00;311,00;2,30;0,00;0,00;
0,00;0,00;311,09;3,00;0,00;0,00;
0,00;0,00;311,09;2,95;0,00;0,00;
0,00;0,00;311,10;3,13;0,00;0,00;
0,00;0,00;311,09;2,95;0,00;0,00;
0,00;0,00;310,65;-0,13;0,00;0,00;
0,00;0,00;309,72;-0,09;0,00;0,00;
0,00;0,00;308,30;-0,09;0,00;0,00;
0,00;0,00;306,37;-0,13;0,00;0,00;
0,00;0,00;304,01;-0,04;0,00;0,00;
0,00;0,00;301,69;-0,04;0,00;0,00;
0,00;0,00;299,28;-0,04;0,00;0,00;
0,00;0,00;296,88;-0,09;0,00;0,00;
0,00;0,00;294,48;-0,04;0,00;0,00;
0,00;0,00;292,08;-0,09;0,00;0,00;
0,00;0,00;289,68;-0,04;0,00;0,00;
0,00;0,00;287,28;-0,09;0,00;0,00;
0,00;0,00;284,88;-0,04;0,00;0,00;
0,00;0,00;280,08;-0,04;0,00;0,00;
0,00;0,00;277,68;-0,09;0,00;0,00;
0,00;0,00;275,28;-0,04;0,00;0,00;
0,00;0,00;272,88;-0,04;0,00;0,00;
0,00;0,00;270,48;-0,09;0,00;0,00;
0,00;0,00;268,08;-0,09;0,00;0,00;
0,00;0,00;263,28;-0,04;0,00;0,00;
0,00;0,00;258,48;-0,13;0,00;0,00;
0,00;0,00;256,08;0,04;0,00;0,00;
0,00;0,00;253,68;-0,04;0,00;0,00;
0,00;0,00;251,28;-0,09;0,00;0,00;
0,00;0,00;248,88;-0,09;0,00;0,00;
0,00;0,00;244,08;0,04;0,00;0,00;
0,00;0,00;239,28;-0,04;0,00;0,00;
