25618;06.08.21 17:58:06;21;Avvicinamento Pressata Finale;Alcun errore (0);20210802091038P0003;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;0,00;-0,04;0,00;0,00;
0,00;0,00;1,12;0,04;0,00;0,00;
0,00;0,00;4,20;-0,04;0,00;0,00;
0,00;0,00;23,22;-0,04;0,00;0,00;
0,00;0,00;32,82;0,04;0,00;0,00;
0,00;0,00;42,42;0,04;0,00;0,00;
0,00;0,00;47,22;-0,04;0,00;0,00;
0,00;0,00;52,02;0,04;0,00;0,00;
0,00;0,00;61,62;0,04;0,00;0,00;
0,00;0,00;71,22;-0,04;0,00;0,00;
0,00;0,00;76,02;0,04;0,00;0,00;
0,00;0,00;80,82;0,04;0,00;0,00;
0,00;0,00;85,62;-0,04;0,00;0,00;
0,00;0,00;100,02;-0,04;0,00;0,00;
0,00;0,00;104,82;-0,04;0,00;0,00;
0,00;0,00;114,42;0,04;0,00;0,00;
0,00;0,00;119,22;-0,04;0,00;0,00;
0,00;0,00;128,82;-0,04;0,00;0,00;
0,00;0,00;138,42;0,04;0,00;0,00;
0,00;0,00;148,02;0,04;0,00;0,00;
0,00;0,00;152,82;0,04;0,00;0,00;
0,00;0,00;157,62;0,04;0,00;0,00;
0,00;0,00;162,42;0,04;0,00;0,00;
0,00;0,00;167,22;0,09;0,00;0,00;
0,00;0,00;174,22;-0,04;0,00;0,00;
0,00;0,00;175,16;0,04;0,00;0,00;
0,00;0,00;175,48;0,04;0,00;0,00;
0,00;0,00;175,80;0,04;0,00;0,00;
0,00;0,00;176,12;0,04;0,00;0,00;
0,00;0,00;176,76;0,04;0,00;0,00;
0,00;0,00;177,08;0,04;0,00;0,00;
0,00;0,00;177,40;0,04;0,00;0,00;
0,00;0,00;177,72;0,04;0,00;0,00;
0,00;0,00;178,04;0,04;0,00;0,00;
0,00;0,00;178,36;0,04;0,00;0,00;
0,00;0,00;178,68;0,04;0,00;0,00;
0,00;0,00;179,00;0,04;0,00;0,00;
0,00;0,00;179,32;0,04;0,00;0,00;
0,00;0,00;179,64;0,04;0,00;0,00;
0,00;0,00;179,96;0,04;0,00;0,00;
0,00;0,00;180,28;0,04;0,00;0,00;
0,00;0,00;180,60;0,04;0,00;0,00;
0,00;0,00;180,92;0,04;0,00;0,00;
0,00;0,00;181,24;0,04;0,00;0,00;
0,00;0,00;181,56;0,04;0,00;0,00;
0,00;0,00;181,88;0,04;0,00;0,00;
0,00;0,00;182,20;0,04;0,00;0,00;
0,00;0,00;182,52;0,04;0,00;0,00;
0,00;0,00;182,84;0,04;0,00;0,00;
0,00;0,00;183,16;0,04;0,00;0,00;
0,00;0,00;183,48;0,04;0,00;0,00;
0,00;0,00;183,80;0,04;0,00;0,00;
0,00;0,00;184,12;0,04;0,00;0,00;
0,00;0,00;184,44;0,04;0,00;0,00;
0,00;0,00;184,76;0,04;0,00;0,00;
0,00;0,00;185,08;0,04;0,00;0,00;
0,00;0,00;185,40;0,04;0,00;0,00;
0,00;0,00;185,72;0,04;0,00;0,00;
0,00;0,00;186,04;0,04;0,00;0,00;
0,00;0,00;186,36;0,04;0,00;0,00;
