69932;03.08.21 10:28:45;22;Avvicinamento pre-pressata pressata Fuori Ingombro;wrong softlimit spindle data (74);20210802091038P0004;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;0,05;0,29;0,00;0,00;
0,00;0,00;0,61;0,23;0,00;0,00;
0,00;0,00;1,64;0,25;0,00;0,00;
0,00;0,00;3,17;0,23;0,00;0,00;
0,00;0,00;5,21;0,27;0,00;0,00;
0,00;0,00;7,77;0,29;0,00;0,00;
0,00;0,00;10,84;0,16;0,00;0,00;
0,00;0,00;13,95;0,20;0,00;0,00;
0,00;0,00;17,13;0,20;0,00;0,00;
0,00;0,00;20,34;0,18;0,00;0,00;
0,00;0,00;23,55;0,20;0,00;0,00;
0,00;0,00;26,75;0,20;0,00;0,00;
0,00;0,00;29,95;0,20;0,00;0,00;
0,00;0,00;33,15;0,18;0,00;0,00;
0,00;0,00;36,35;0,20;0,00;0,00;
0,00;0,00;39,54;0,23;0,00;0,00;
0,00;0,00;42,75;0,23;0,00;0,00;
0,00;0,00;45,95;0,18;0,00;0,00;
0,00;0,00;49,14;0,23;0,00;0,00;
0,00;0,00;52,34;0,18;0,00;0,00;
0,00;0,00;55,54;0,18;0,00;0,00;
0,00;0,00;58,74;0,23;0,00;0,00;
0,00;0,00;61,95;0,13;0,00;0,00;
0,00;0,00;65,15;0,18;0,00;0,00;
0,00;0,00;68,35;0,18;0,00;0,00;
0,00;0,00;71,54;0,18;0,00;0,00;
0,00;0,00;74,74;0,23;0,00;0,00;
0,00;0,00;77,95;0,18;0,00;0,00;
0,00;0,00;81,15;0,20;0,00;0,00;
0,00;0,00;84,35;0,20;0,00;0,00;
0,00;0,00;87,54;0,16;0,00;0,00;
0,00;0,00;90,74;0,20;0,00;0,00;
0,00;0,00;93,95;0,13;0,00;0,00;
0,00;0,00;97,15;0,20;0,00;0,00;
0,00;0,00;100,34;0,16;0,00;0,00;
0,00;0,00;103,54;0,20;0,00;0,00;
0,00;0,00;106,75;0,20;0,00;0,00;
0,00;0,00;109,95;0,20;0,00;0,00;
0,00;0,00;113,15;0,20;0,00;0,00;
0,00;0,00;116,34;0,20;0,00;0,00;
0,00;0,00;119,54;0,23;0,00;0,00;
0,00;0,00;122,74;0,23;0,00;0,00;
0,00;0,00;125,95;0,18;0,00;0,00;
0,00;0,00;129,15;0,23;0,00;0,00;
0,00;0,00;132,34;0,18;0,00;0,00;
0,00;0,00;135,54;0,20;0,00;0,00;
0,00;0,00;138,74;0,18;0,00;0,00;
0,00;0,00;141,95;0,16;0,00;0,00;
0,00;0,00;145,08;0,05;0,00;0,00;
0,00;0,00;147,71;0,16;0,00;0,00;
0,00;0,00;149,92;0,16;0,00;0,00;
0,00;0,00;151,64;0,13;0,00;0,00;
0,00;0,00;152,87;0,07;0,00;0,00;
0,00;0,00;153,59;0,07;0,00;0,00;
0,00;0,00;153,83;0,11;0,00;0,00;
0,00;0,00;153,90;0,09;0,00;0,00;
0,00;0,00;153,91;0,09;0,00;0,00;
0,00;0,00;154,03;0,09;0,00;0,00;
0,00;0,00;154,13;0,13;0,00;0,00;
0,00;0,00;154,26;0,16;0,00;0,00;
0,00;0,00;154,39;0,18;0,00;0,00;
0,00;0,00;154,52;0,11;0,00;0,00;
0,00;0,00;154,65;0,09;0,00;0,00;
0,00;0,00;154,78;0,11;0,00;0,00;
0,00;0,00;154,91;0,09;0,00;0,00;
0,00;0,00;155,03;0,13;0,00;0,00;
0,00;0,00;155,16;0,16;0,00;0,00;
0,00;0,00;155,29;0,13;0,00;0,00;
0,00;0,00;155,42;0,09;0,00;0,00;
0,00;0,00;155,55;0,11;0,00;0,00;
0,00;0,00;155,67;0,11;0,00;0,00;
0,00;0,00;155,80;0,11;0,00;0,00;
0,00;0,00;155,93;0,13;0,00;0,00;
0,00;0,00;156,06;0,13;0,00;0,00;
0,00;0,00;156,19;0,11;0,00;0,00;
0,00;0,00;156,31;0,13;0,00;0,00;
0,00;0,00;156,44;0,16;0,00;0,00;
0,00;0,00;156,57;0,13;0,00;0,00;
0,00;0,00;156,70;0,13;0,00;0,00;
0,00;0,00;156,83;0,13;0,00;0,00;
0,00;0,00;156,95;0,11;0,00;0,00;
0,00;0,00;157,08;0,13;0,00;0,00;
0,00;0,00;157,21;0,11;0,00;0,00;
0,00;0,00;157,34;0,11;0,00;0,00;
0,00;0,00;157,47;0,11;0,00;0,00;
0,00;0,00;157,59;0,11;0,00;0,00;
0,00;0,00;157,72;0,11;0,00;0,00;
0,00;0,00;157,85;0,09;0,00;0,00;
0,00;0,00;157,98;0,11;0,00;0,00;
0,00;0,00;158,11;0,09;0,00;0,00;
0,00;0,00;158,23;0,11;0,00;0,00;
0,00;0,00;158,36;0,11;0,00;0,00;
0,00;0,00;158,49;0,11;0,00;0,00;
0,00;0,00;158,62;0,11;0,00;0,00;
0,00;0,00;158,75;0,13;0,00;0,00;
0,00;0,00;158,87;0,16;0,00;0,00;
0,00;0,00;159,00;0,13;0,00;0,00;
0,00;0,00;159,13;0,11;0,00;0,00;
0,00;0,00;159,26;0,13;0,00;0,00;
0,00;0,00;159,39;0,09;0,00;0,00;
0,00;0,00;159,51;0,13;0,00;0,00;
0,00;0,00;159,64;0,11;0,00;0,00;
0,00;0,00;159,77;0,11;0,00;0,00;
0,00;0,00;159,90;0,11;0,00;0,00;
0,00;0,00;160,03;0,11;0,00;0,00;
0,00;0,00;160,15;0,11;0,00;0,00;
0,00;0,00;160,28;0,09;0,00;0,00;
0,00;0,00;160,41;0,11;0,00;0,00;
