23485;12.01.21 14:39:04;22;Avvicinamento pre-pressata pressata Fuori Ingombro;force > max. force (8);20210112133151P0004;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;2,76;0,24;0,00;0,00;
0,00;0,00;3,31;0,20;0,00;0,00;
0,00;0,00;4,33;0,18;0,00;0,00;
0,00;0,00;5,86;0,16;0,00;0,00;
0,00;0,00;7,91;0,27;0,00;0,00;
0,00;0,00;10,47;0,27;0,00;0,00;
0,00;0,00;13,52;0,24;0,00;0,00;
0,00;0,00;16,65;0,20;0,00;0,00;
0,00;0,00;19,83;0,13;0,00;0,00;
0,00;0,00;23,05;0,15;0,00;0,00;
0,00;0,00;26,25;0,18;0,00;0,00;
0,00;0,00;29,45;0,11;0,00;0,00;
0,00;0,00;32,65;0,18;0,00;0,00;
0,00;0,00;35,85;0,13;0,00;0,00;
0,00;0,00;39,05;0,13;0,00;0,00;
0,00;0,00;42,25;0,16;0,00;0,00;
0,00;0,00;45,45;0,13;0,00;0,00;
0,00;0,00;48,65;0,13;0,00;0,00;
0,00;0,00;51,85;0,13;0,00;0,00;
0,00;0,00;55,05;0,15;0,00;0,00;
0,00;0,00;58,25;0,13;0,00;0,00;
0,00;0,00;61,45;0,16;0,00;0,00;
0,00;0,00;64,65;0,18;0,00;0,00;
0,00;0,00;67,85;0,13;0,00;0,00;
0,00;0,00;71,05;0,13;0,00;0,00;
0,00;0,00;74,25;0,16;0,00;0,00;
0,00;0,00;77,45;0,13;0,00;0,00;
0,00;0,00;80,65;0,20;0,00;0,00;
0,00;0,00;83,85;0,11;0,00;0,00;
0,00;0,00;87,05;0,16;0,00;0,00;
0,00;0,00;90,25;0,16;0,00;0,00;
0,00;0,00;93,45;0,13;0,00;0,00;
0,00;0,00;96,65;0,18;0,00;0,00;
0,00;0,00;99,85;0,13;0,00;0,00;
0,00;0,00;103,05;0,13;0,00;0,00;
0,00;0,00;106,25;0,18;0,00;0,00;
0,00;0,00;109,45;0,11;0,00;0,00;
0,00;0,00;112,65;0,16;0,00;0,00;
0,00;0,00;115,85;0,13;0,00;0,00;
0,00;0,00;119,05;0,15;0,00;0,00;
0,00;0,00;122,25;0,16;0,00;0,00;
0,00;0,00;125,44;0,15;0,00;0,00;
0,00;0,00;128,65;0,18;0,00;0,00;
0,00;0,00;131,85;0,13;0,00;0,00;
0,00;0,00;135,05;0,11;0,00;0,00;
0,00;0,00;138,25;0,13;0,00;0,00;
0,00;0,00;141,45;0,11;0,00;0,00;
0,00;0,00;144,65;0,18;0,00;0,00;
0,00;0,00;147,85;0,13;0,00;0,00;
0,00;0,00;151,05;0,18;0,00;0,00;
0,00;0,00;154,25;0,13;0,00;0,00;
0,00;0,00;157,44;0,13;0,00;0,00;
0,00;0,00;160,65;0,16;0,00;0,00;
0,00;0,00;163,85;0,13;0,00;0,00;
0,00;0,00;167,05;0,13;0,00;0,00;
0,00;0,00;170,08;0,02;0,00;0,00;
0,00;0,00;172,61;0,02;0,00;0,00;
0,00;0,00;174,70;0,04;0,00;0,00;
0,00;0,00;176,30;0,04;0,00;0,00;
0,00;0,00;177,40;0,02;0,00;0,00;
0,00;0,00;178,00;0,02;0,00;0,00;
0,00;0,00;178,16;0,06;0,00;0,00;
0,00;0,00;178,21;0,02;0,00;0,00;
0,00;0,00;178,22;0,09;0,00;0,00;
0,00;0,00;178,38;0,02;0,00;0,00;
0,00;0,00;178,53;0,04;0,00;0,00;
0,00;0,00;178,69;0,06;0,00;0,00;
0,00;0,00;178,85;0,09;0,00;0,00;
0,00;0,00;179,01;0,09;0,00;0,00;
0,00;0,00;179,17;0,09;0,00;0,00;
0,00;0,00;179,33;0,09;0,00;0,00;
0,00;0,00;179,49;0,09;0,00;0,00;
0,00;0,00;179,65;0,09;0,00;0,00;
0,00;0,00;179,81;0,09;0,00;0,00;
0,00;0,00;179,97;0,09;0,00;0,00;
0,00;0,00;180,13;0,09;0,00;0,00;
0,00;0,00;180,29;0,06;0,00;0,00;
0,00;0,00;180,45;0,09;0,00;0,00;
0,00;0,00;180,61;0,22;0,00;0,00;
0,00;0,00;180,77;0,27;0,00;0,00;
0,00;0,00;180,93;0,34;0,00;0,00;
0,00;0,00;181,09;0,74;0,00;0,00;
0,00;0,00;181,24;1,20;0,00;0,00;
0,00;0,00;181,40;1,72;0,00;0,00;
0,00;0,00;181,56;2,30;0,00;0,00;
0,00;0,00;181,71;3,03;0,00;0,00;
0,00;0,00;181,87;3,97;0,00;0,00;
0,00;0,00;182,03;4,84;0,00;0,00;
0,00;0,00;182,15;5,33;0,00;0,00;
0,00;0,00;182,16;5,38;0,00;0,00;
0,00;0,00;182,17;5,40;0,00;0,00;
0,00;0,00;182,17;5,35;0,00;0,00;
0,00;0,00;182,17;5,34;0,00;0,00;
0,00;0,00;182,17;5,35;0,00;0,00;
0,00;0,00;182,17;5,35;0,00;0,00;
0,00;0,00;182,17;5,38;0,00;0,00;
0,00;0,00;182,18;5,34;0,00;0,00;
0,00;0,00;182,18;5,38;0,00;0,00;
0,00;0,00;182,18;5,35;0,00;0,00;
0,00;0,00;182,18;5,34;0,00;0,00;
0,00;0,00;182,18;5,34;0,00;0,00;
0,00;0,00;182,18;5,34;0,00;0,00;
