8466;12.01.21 15:48:20;21;Avvicinamento Pressata Finale;Alcun errore (0);20210112134638P0008;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;71,80;0,12;0,00;0,00;
0,00;0,00;72,62;0,08;0,00;0,00;
0,00;0,00;73,90;0,12;0,00;0,00;
0,00;0,00;75,70;0,12;0,00;0,00;
0,00;0,00;78,01;0,04;0,00;0,00;
0,00;0,00;80,32;0,08;0,00;0,00;
0,00;0,00;82,71;0,08;0,00;0,00;
0,00;0,00;85,12;0,08;0,00;0,00;
0,00;0,00;87,52;0,08;0,00;0,00;
0,00;0,00;89,92;0,12;0,00;0,00;
0,00;0,00;92,32;0,08;0,00;0,00;
0,00;0,00;94,72;0,08;0,00;0,00;
0,00;0,00;97,12;0,04;0,00;0,00;
0,00;0,00;99,52;0,04;0,00;0,00;
0,00;0,00;101,92;0,08;0,00;0,00;
0,00;0,00;104,32;0,04;0,00;0,00;
0,00;0,00;106,72;0,04;0,00;0,00;
0,00;0,00;109,12;0,12;0,00;0,00;
0,00;0,00;111,52;0,04;0,00;0,00;
0,00;0,00;113,92;0,04;0,00;0,00;
0,00;0,00;116,32;0,08;0,00;0,00;
0,00;0,00;118,72;0,08;0,00;0,00;
0,00;0,00;121,12;0,08;0,00;0,00;
0,00;0,00;123,52;0,08;0,00;0,00;
0,00;0,00;125,92;0,04;0,00;0,00;
0,00;0,00;128,32;0,04;0,00;0,00;
0,00;0,00;130,72;0,12;0,00;0,00;
0,00;0,00;133,12;0,08;0,00;0,00;
0,00;0,00;135,52;0,08;0,00;0,00;
0,00;0,00;137,92;0,08;0,00;0,00;
0,00;0,00;140,32;0,08;0,00;0,00;
0,00;0,00;142,72;0,08;0,00;0,00;
0,00;0,00;145,12;0,04;0,00;0,00;
0,00;0,00;147,52;0,08;0,00;0,00;
0,00;0,00;149,92;0,08;0,00;0,00;
0,00;0,00;152,32;0,08;0,00;0,00;
0,00;0,00;154,72;0,08;0,00;0,00;
0,00;0,00;157,12;0,04;0,00;0,00;
0,00;0,00;159,52;0,04;0,00;0,00;
0,00;0,00;161,92;0,04;0,00;0,00;
0,00;0,00;164,32;0,04;0,00;0,00;
0,00;0,00;166,72;0,12;0,00;0,00;
0,00;0,00;169,12;0,08;0,00;0,00;
0,00;0,00;171,52;0,12;0,00;0,00;
0,00;0,00;173,92;0,04;0,00;0,00;
0,00;0,00;176,32;0,04;0,00;0,00;
0,00;0,00;178,72;0,08;0,00;0,00;
0,00;0,00;181,12;0,08;0,00;0,00;
0,00;0,00;183,52;0,08;0,00;0,00;
0,00;0,00;185,92;0,08;0,00;0,00;
0,00;0,00;188,32;0,04;0,00;0,00;
0,00;0,00;190,72;0,08;0,00;0,00;
0,00;0,00;193,12;-0,01;0,00;0,00;
0,00;0,00;195,52;0,08;0,00;0,00;
0,00;0,00;197,92;0,08;0,00;0,00;
0,00;0,00;200,32;0,08;0,00;0,00;
0,00;0,00;202,72;0,12;0,00;0,00;
0,00;0,00;205,12;0,08;0,00;0,00;
0,00;0,00;207,52;0,04;0,00;0,00;
0,00;0,00;209,92;0,04;0,00;0,00;
0,00;0,00;212,32;0,04;0,00;0,00;
0,00;0,00;214,72;0,08;0,00;0,00;
0,00;0,00;217,12;0,04;0,00;0,00;
0,00;0,00;219,52;0,08;0,00;0,00;
0,00;0,00;221,92;0,08;0,00;0,00;
0,00;0,00;224,32;0,04;0,00;0,00;
0,00;0,00;226,72;0,04;0,00;0,00;
0,00;0,00;229,12;0,04;0,00;0,00;
0,00;0,00;231,52;0,04;0,00;0,00;
0,00;0,00;233,92;0,04;0,00;0,00;
0,00;0,00;236,32;0,04;0,00;0,00;
0,00;0,00;238,72;0,04;0,00;0,00;
0,00;0,00;241,12;0,04;0,00;0,00;
0,00;0,00;243,52;0,12;0,00;0,00;
0,00;0,00;245,92;0,04;0,00;0,00;
0,00;0,00;248,32;0,04;0,00;0,00;
0,00;0,00;250,72;0,08;0,00;0,00;
0,00;0,00;253,12;0,08;0,00;0,00;
0,00;0,00;255,52;0,08;0,00;0,00;
0,00;0,00;257,92;0,08;0,00;0,00;
0,00;0,00;260,32;0,04;0,00;0,00;
0,00;0,00;262,72;0,04;0,00;0,00;
0,00;0,00;265,12;0,08;0,00;0,00;
0,00;0,00;267,52;0,04;0,00;0,00;
0,00;0,00;269,92;0,08;0,00;0,00;
0,00;0,00;272,32;0,04;0,00;0,00;
0,00;0,00;274,72;0,04;0,00;0,00;
0,00;0,00;277,12;0,08;0,00;0,00;
0,00;0,00;279,52;0,04;0,00;0,00;
0,00;0,00;281,92;0,12;0,00;0,00;
0,00;0,00;284,32;0,04;0,00;0,00;
0,00;0,00;286,71;-0,01;0,00;0,00;
0,00;0,00;288,65;0,04;0,00;0,00;
0,00;0,00;291,90;0,04;0,00;0,00;
0,00;0,00;291,95;0,12;0,00;0,00;
0,00;0,00;291,95;0,08;0,00;0,00;
0,00;0,00;291,99;0,08;0,00;0,00;
0,00;0,00;292,09;0,17;0,00;0,00;
0,00;0,00;292,18;0,12;0,00;0,00;
0,00;0,00;292,28;0,17;0,00;0,00;
0,00;0,00;292,37;0,17;0,00;0,00;
0,00;0,00;292,47;0,12;0,00;0,00;
0,00;0,00;292,57;0,12;0,00;0,00;
0,00;0,00;292,66;0,17;0,00;0,00;
0,00;0,00;292,76;0,12;0,00;0,00;
0,00;0,00;292,85;0,12;0,00;0,00;
0,00;0,00;292,95;0,12;0,00;0,00;
0,00;0,00;293,05;0,12;0,00;0,00;
0,00;0,00;293,14;0,17;0,00;0,00;
0,00;0,00;293,24;0,17;0,00;0,00;
0,00;0,00;293,33;0,08;0,00;0,00;
0,00;0,00;293,43;0,12;0,00;0,00;
0,00;0,00;293,53;0,17;0,00;0,00;
0,00;0,00;293,62;0,17;0,00;0,00;
0,00;0,00;293,72;0,12;0,00;0,00;
0,00;0,00;293,81;0,17;0,00;0,00;
0,00;0,00;293,91;0,12;0,00;0,00;
0,00;0,00;294,01;0,08;0,00;0,00;
0,00;0,00;294,10;0,17;0,00;0,00;
0,00;0,00;294,20;0,08;0,00;0,00;
0,00;0,00;294,29;0,12;0,00;0,00;
0,00;0,00;294,39;0,17;0,00;0,00;
0,00;0,00;294,49;0,08;0,00;0,00;
0,00;0,00;294,58;0,12;0,00;0,00;
0,00;0,00;294,68;0,12;0,00;0,00;
0,00;0,00;294,77;0,17;0,00;0,00;
0,00;0,00;294,87;0,17;0,00;0,00;
0,00;0,00;294,97;0,08;0,00;0,00;
0,00;0,00;295,06;0,17;0,00;0,00;
0,00;0,00;295,16;0,17;0,00;0,00;
0,00;0,00;295,25;0,12;0,00;0,00;
0,00;0,00;295,35;0,12;0,00;0,00;
0,00;0,00;295,45;0,08;0,00;0,00;
0,00;0,00;295,54;0,08;0,00;0,00;
0,00;0,00;295,64;0,17;0,00;0,00;
0,00;0,00;295,73;0,17;0,00;0,00;
0,00;0,00;295,83;0,12;0,00;0,00;
0,00;0,00;295,93;0,12;0,00;0,00;
0,00;0,00;296,02;0,12;0,00;0,00;
0,00;0,00;296,12;0,12;0,00;0,00;
0,00;0,00;296,21;0,12;0,00;0,00;
0,00;0,00;296,31;0,17;0,00;0,00;
0,00;0,00;296,41;0,12;0,00;0,00;
