28216;14.09.21 16:56:03;21;Avvicinamento Pressata Finale;Alcun errore (0);20210914115421A0211;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;38,40;-0,04;0,00;0,00;
0,00;0,00;39,52;0,09;0,00;0,00;
0,00;0,00;42,60;-0,04;0,00;0,00;
0,00;0,00;47,22;0,04;0,00;0,00;
0,00;0,00;52,03;0,04;0,00;0,00;
0,00;0,00;61,62;0,04;0,00;0,00;
0,00;0,00;66,42;0,04;0,00;0,00;
0,00;0,00;71,22;-0,04;0,00;0,00;
0,00;0,00;80,82;0,04;0,00;0,00;
0,00;0,00;85,62;-0,04;0,00;0,00;
0,00;0,00;90,42;0,04;0,00;0,00;
0,00;0,00;95,22;0,09;0,00;0,00;
0,00;0,00;100,02;0,04;0,00;0,00;
0,00;0,00;104,82;-0,04;0,00;0,00;
0,00;0,00;109,62;0,04;0,00;0,00;
0,00;0,00;119,22;0,04;0,00;0,00;
0,00;0,00;124,02;0,04;0,00;0,00;
0,00;0,00;148,02;-0,04;0,00;0,00;
0,00;0,00;152,82;0,04;0,00;0,00;
0,00;0,00;157,62;0,04;0,00;0,00;
0,00;0,00;162,42;0,04;0,00;0,00;
0,00;0,00;167,22;0,04;0,00;0,00;
0,00;0,00;181,62;0,04;0,00;0,00;
0,00;0,00;191,22;-0,04;0,00;0,00;
0,00;0,00;200,82;0,04;0,00;0,00;
0,00;0,00;205,62;-0,04;0,00;0,00;
0,00;0,00;215,22;0,04;0,00;0,00;
0,00;0,00;229,44;-0,09;0,00;0,00;
0,00;0,00;232,38;-0,04;0,00;0,00;
0,00;0,00;233,40;0,04;0,00;0,00;
0,00;0,00;233,64;-0,04;0,00;0,00;
0,00;0,00;233,80;0,13;0,00;0,00;
0,00;0,00;233,96;0,09;0,00;0,00;
0,00;0,00;234,12;0,09;0,00;0,00;
0,00;0,00;234,28;0,13;0,00;0,00;
0,00;0,00;234,44;0,09;0,00;0,00;
0,00;0,00;234,60;0,09;0,00;0,00;
0,00;0,00;234,77;0,09;0,00;0,00;
0,00;0,00;234,92;0,13;0,00;0,00;
0,00;0,00;235,08;0,09;0,00;0,00;
0,00;0,00;235,25;0,04;0,00;0,00;
0,00;0,00;235,40;0,09;0,00;0,00;
0,00;0,00;235,56;0,09;0,00;0,00;
0,00;0,00;235,72;0,13;0,00;0,00;
0,00;0,00;235,88;0,13;0,00;0,00;
0,00;0,00;236,05;0,09;0,00;0,00;
0,00;0,00;236,20;0,09;0,00;0,00;
0,00;0,00;236,36;0,13;0,00;0,00;
0,00;0,00;236,52;0,09;0,00;0,00;
0,00;0,00;236,68;0,09;0,00;0,00;
0,00;0,00;236,85;0,09;0,00;0,00;
0,00;0,00;237,00;0,13;0,00;0,00;
0,00;0,00;237,16;0,13;0,00;0,00;
0,00;0,00;237,33;0,09;0,00;0,00;
0,00;0,00;237,48;0,13;0,00;0,00;
0,00;0,00;237,65;0,13;0,00;0,00;
0,00;0,00;237,80;0,04;0,00;0,00;
0,00;0,00;237,96;0,09;0,00;0,00;
0,00;0,00;238,13;0,13;0,00;0,00;
0,00;0,00;238,28;0,09;0,00;0,00;
0,00;0,00;238,44;0,09;0,00;0,00;
0,00;0,00;238,60;0,13;0,00;0,00;
0,00;0,00;238,76;0,09;0,00;0,00;
0,00;0,00;238,93;0,13;0,00;0,00;
0,00;0,00;239,08;0,04;0,00;0,00;
0,00;0,00;239,24;0,13;0,00;0,00;
0,00;0,00;239,41;0,13;0,00;0,00;
0,00;0,00;239,56;0,13;0,00;0,00;
0,00;0,00;239,72;0,09;0,00;0,00;
0,00;0,00;239,88;0,04;0,00;0,00;
0,00;0,00;240,04;0,04;0,00;0,00;
0,00;0,00;240,21;0,13;0,00;0,00;
0,00;0,00;240,36;0,09;0,00;0,00;
0,00;0,00;240,52;0,09;0,00;0,00;
0,00;0,00;240,68;0,09;0,00;0,00;
0,00;0,00;240,84;0,13;0,00;0,00;
0,00;0,00;241,01;0,09;0,00;0,00;
0,00;0,00;241,16;0,13;0,00;0,00;
0,00;0,00;241,32;0,13;0,00;0,00;
0,00;0,00;241,49;0,13;0,00;0,00;
0,00;0,00;241,64;0,13;0,00;0,00;
0,00;0,00;241,80;0,13;0,00;0,00;
0,00;0,00;241,96;0,13;0,00;0,00;
0,00;0,00;242,12;0,13;0,00;0,00;
