2546;14.01.20 10:35:53;21;Avvicinamento Pressata Finale;position < min position (11);20200114101935;
0,00;0,00;257,90;-0,04;0,00;0,00;
0,00;0,00;258,06;0,04;0,00;0,00;
0,00;0,00;258,21;0,09;0,00;0,00;
0,00;0,00;258,37;0,04;0,00;0,00;
0,00;0,00;258,54;0,09;0,00;0,00;
0,00;0,00;258,70;0,04;0,00;0,00;
0,00;0,00;258,86;0,04;0,00;0,00;
0,00;0,00;259,02;0,04;0,00;0,00;
0,00;0,00;259,18;0,09;0,00;0,00;
0,00;0,00;259,34;0,09;0,00;0,00;
0,00;0,00;259,50;0,09;0,00;0,00;
0,00;0,00;259,66;0,09;0,00;0,00;
0,00;0,00;259,82;0,09;0,00;0,00;
0,00;0,00;259,98;0,09;0,00;0,00;
0,00;0,00;260,14;0,04;0,00;0,00;
0,00;0,00;260,30;0,09;0,00;0,00;
0,00;0,00;260,46;0,04;0,00;0,00;
0,00;0,00;260,62;0,09;0,00;0,00;
0,00;0,00;260,78;0,04;0,00;0,00;
0,00;0,00;260,94;0,09;0,00;0,00;
0,00;0,00;261,10;0,09;0,00;0,00;
0,00;0,00;261,42;0,04;0,00;0,00;
0,00;0,00;261,58;0,09;0,00;0,00;
0,00;0,00;261,74;0,09;0,00;0,00;
0,00;0,00;261,90;0,09;0,00;0,00;
0,00;0,00;262,06;0,04;0,00;0,00;
0,00;0,00;262,22;0,09;0,00;0,00;
0,00;0,00;262,38;0,09;0,00;0,00;
0,00;0,00;262,54;0,09;0,00;0,00;
0,00;0,00;262,70;0,09;0,00;0,00;
0,00;0,00;262,86;0,09;0,00;0,00;
0,00;0,00;263,02;0,04;0,00;0,00;
0,00;0,00;263,18;0,09;0,00;0,00;
0,00;0,00;263,34;0,09;0,00;0,00;
0,00;0,00;263,50;0,09;0,00;0,00;
0,00;0,00;263,82;0,09;0,00;0,00;
0,00;0,00;263,98;0,09;0,00;0,00;
0,00;0,00;264,14;0,09;0,00;0,00;
0,00;0,00;264,30;0,09;0,00;0,00;
0,00;0,00;264,46;0,04;0,00;0,00;
0,00;0,00;264,62;0,04;0,00;0,00;
0,00;0,00;264,78;0,09;0,00;0,00;
0,00;0,00;264,94;0,09;0,00;0,00;
0,00;0,00;265,10;0,09;0,00;0,00;
0,00;0,00;265,26;0,04;0,00;0,00;
0,00;0,00;265,42;0,04;0,00;0,00;
0,00;0,00;265,58;0,04;0,00;0,00;
0,00;0,00;265,74;0,09;0,00;0,00;
0,00;0,00;265,90;0,09;0,00;0,00;
0,00;0,00;266,06;0,09;0,00;0,00;
0,00;0,00;266,22;0,09;0,00;0,00;
0,00;0,00;266,38;0,09;0,00;0,00;
0,00;0,00;266,54;0,09;0,00;0,00;
0,00;0,00;266,70;0,04;0,00;0,00;
0,00;0,00;266,86;0,04;0,00;0,00;
0,00;0,00;267,02;0,09;0,00;0,00;
0,00;0,00;267,18;0,09;0,00;0,00;
0,00;0,00;267,34;0,09;0,00;0,00;
0,00;0,00;267,50;0,09;0,00;0,00;
0,00;0,00;267,66;0,09;0,00;0,00;
0,00;0,00;267,82;0,04;0,00;0,00;
0,00;0,00;267,98;0,09;0,00;0,00;
0,00;0,00;268,14;0,09;0,00;0,00;
0,00;0,00;268,30;0,09;0,00;0,00;
0,00;0,00;268,46;0,09;0,00;0,00;
0,00;0,00;268,62;0,09;0,00;0,00;
0,00;0,00;268,78;0,09;0,00;0,00;
0,00;0,00;268,94;0,09;0,00;0,00;
0,00;0,00;269,10;0,09;0,00;0,00;
0,00;0,00;269,26;0,09;0,00;0,00;
0,00;0,00;269,42;0,09;0,00;0,00;
0,00;0,00;269,58;0,09;0,00;0,00;
0,00;0,00;269,74;0,09;0,00;0,00;
0,00;0,00;269,90;0,04;0,00;0,00;
0,00;0,00;270,06;0,04;0,00;0,00;
0,00;0,00;270,22;0,09;0,00;0,00;
0,00;0,00;270,38;0,09;0,00;0,00;
0,00;0,00;270,54;0,09;0,00;0,00;
0,00;0,00;270,70;0,09;0,00;0,00;
0,00;0,00;270,86;0,09;0,00;0,00;
0,00;0,00;271,02;0,09;0,00;0,00;
0,00;0,00;271,18;0,09;0,00;0,00;
0,00;0,00;271,34;0,09;0,00;0,00;
0,00;0,00;271,50;0,04;0,00;0,00;
0,00;0,00;271,66;0,09;0,00;0,00;
0,00;0,00;271,82;0,09;0,00;0,00;
0,00;0,00;271,98;0,09;0,00;0,00;
0,00;0,00;272,14;0,09;0,00;0,00;
0,00;0,00;272,30;0,04;0,00;0,00;
0,00;0,00;272,46;0,09;0,00;0,00;
0,00;0,00;272,62;0,09;0,00;0,00;
0,00;0,00;272,78;0,09;0,00;0,00;
0,00;0,00;272,94;0,04;0,00;0,00;
0,00;0,00;273,10;0,09;0,00;0,00;
0,00;0,00;273,26;0,09;0,00;0,00;
0,00;0,00;273,42;0,09;0,00;0,00;
0,00;0,00;273,58;0,09;0,00;0,00;
0,00;0,00;273,74;0,09;0,00;0,00;
0,00;0,00;273,90;0,09;0,00;0,00;
0,00;0,00;274,06;0,09;0,00;0,00;
0,00;0,00;274,22;0,09;0,00;0,00;
0,00;0,00;274,38;0,09;0,00;0,00;
0,00;0,00;274,54;0,04;0,00;0,00;
0,00;0,00;274,70;0,04;0,00;0,00;
0,00;0,00;274,86;0,04;0,00;0,00;
0,00;0,00;275,02;0,09;0,00;0,00;
0,00;0,00;275,18;0,09;0,00;0,00;
0,00;0,00;275,34;0,09;0,00;0,00;
0,00;0,00;275,50;0,09;0,00;0,00;
0,00;0,00;275,66;0,09;0,00;0,00;
0,00;0,00;275,82;0,09;0,00;0,00;
0,00;0,00;275,98;0,09;0,00;0,00;
0,00;0,00;276,14;0,09;0,00;0,00;
0,00;0,00;276,30;0,09;0,00;0,00;
0,00;0,00;276,46;0,09;0,00;0,00;
0,00;0,00;276,62;0,09;0,00;0,00;
0,00;0,00;276,78;0,09;0,00;0,00;
0,00;0,00;276,94;0,09;0,00;0,00;
0,00;0,00;277,10;0,09;0,00;0,00;
0,00;0,00;277,26;0,09;0,00;0,00;
0,00;0,00;277,42;0,09;0,00;0,00;
0,00;0,00;277,58;0,09;0,00;0,00;
0,00;0,00;277,74;0,09;0,00;0,00;
0,00;0,00;277,90;0,09;0,00;0,00;
0,00;0,00;278,06;0,09;0,00;0,00;
0,00;0,00;278,22;0,04;0,00;0,00;
0,00;0,00;278,38;0,09;0,00;0,00;
0,00;0,00;278,54;0,09;0,00;0,00;
0,00;0,00;278,70;0,09;0,00;0,00;
0,00;0,00;278,86;0,09;0,00;0,00;
0,00;0,00;279,02;0,09;0,00;0,00;
0,00;0,00;279,18;0,09;0,00;0,00;
0,00;0,00;279,34;0,09;0,00;0,00;
0,00;0,00;279,50;0,09;0,00;0,00;
0,00;0,00;279,66;0,09;0,00;0,00;
0,00;0,00;279,82;0,09;0,00;0,00;
0,00;0,00;279,98;0,09;0,00;0,00;
0,00;0,00;280,14;0,09;0,00;0,00;
0,00;0,00;280,30;0,09;0,00;0,00;
0,00;0,00;280,46;0,09;0,00;0,00;
0,00;0,00;280,62;0,09;0,00;0,00;
0,00;0,00;280,78;0,09;0,00;0,00;
0,00;0,00;280,94;0,04;0,00;0,00;
0,00;0,00;281,10;0,09;0,00;0,00;
0,00;0,00;281,26;0,09;0,00;0,00;
0,00;0,00;281,42;0,09;0,00;0,00;
0,00;0,00;281,58;0,09;0,00;0,00;
0,00;0,00;281,74;0,09;0,00;0,00;
0,00;0,00;281,90;0,09;0,00;0,00;
0,00;0,00;282,06;0,09;0,00;0,00;
0,00;0,00;282,22;0,09;0,00;0,00;
0,00;0,00;282,38;0,09;0,00;0,00;
0,00;0,00;282,54;0,09;0,00;0,00;
0,00;0,00;282,70;0,09;0,00;0,00;
0,00;0,00;282,86;0,09;0,00;0,00;
0,00;0,00;283,02;0,09;0,00;0,00;
0,00;0,00;283,18;0,09;0,00;0,00;
0,00;0,00;283,34;0,04;0,00;0,00;
0,00;0,00;283,50;0,09;0,00;0,00;
0,00;0,00;283,66;0,09;0,00;0,00;
0,00;0,00;283,82;0,09;0,00;0,00;
0,00;0,00;283,98;0,09;0,00;0,00;
0,00;0,00;284,14;0,04;0,00;0,00;
0,00;0,00;284,30;0,09;0,00;0,00;
0,00;0,00;284,46;0,09;0,00;0,00;
0,00;0,00;284,62;0,09;0,00;0,00;
0,00;0,00;284,78;0,09;0,00;0,00;
0,00;0,00;284,94;0,09;0,00;0,00;
0,00;0,00;285,10;0,09;0,00;0,00;
0,00;0,00;285,26;0,09;0,00;0,00;
0,00;0,00;285,42;0,09;0,00;0,00;
0,00;0,00;285,58;0,09;0,00;0,00;
0,00;0,00;285,74;0,09;0,00;0,00;
0,00;0,00;285,90;0,09;0,00;0,00;
0,00;0,00;286,06;0,09;0,00;0,00;
0,00;0,00;286,22;0,09;0,00;0,00;
0,00;0,00;286,38;0,09;0,00;0,00;
0,00;0,00;286,54;0,09;0,00;0,00;
0,00;0,00;286,70;0,09;0,00;0,00;
0,00;0,00;286,86;0,09;0,00;0,00;
0,00;0,00;287,02;0,09;0,00;0,00;
0,00;0,00;287,18;0,09;0,00;0,00;
0,00;0,00;287,34;0,04;0,00;0,00;
0,00;0,00;287,50;0,09;0,00;0,00;
0,00;0,00;287,66;0,09;0,00;0,00;
0,00;0,00;287,82;0,09;0,00;0,00;
0,00;0,00;287,98;0,09;0,00;0,00;
0,00;0,00;288,14;0,09;0,00;0,00;
0,00;0,00;288,30;0,09;0,00;0,00;
0,00;0,00;288,46;0,09;0,00;0,00;
0,00;0,00;288,62;0,04;0,00;0,00;
0,00;0,00;288,78;0,09;0,00;0,00;
0,00;0,00;288,94;0,09;0,00;0,00;
0,00;0,00;289,10;0,09;0,00;0,00;
0,00;0,00;289,26;0,09;0,00;0,00;
0,00;0,00;289,42;0,09;0,00;0,00;
0,00;0,00;289,58;0,09;0,00;0,00;
0,00;0,00;289,74;0,09;0,00;0,00;
0,00;0,00;289,90;0,09;0,00;0,00;
0,00;0,00;290,06;0,09;0,00;0,00;
0,00;0,00;290,38;0,04;0,00;0,00;
0,00;0,00;290,54;0,09;0,00;0,00;
0,00;0,00;290,70;0,04;0,00;0,00;
0,00;0,00;290,86;0,09;0,00;0,00;
0,00;0,00;291,02;0,04;0,00;0,00;
0,00;0,00;291,18;0,09;0,00;0,00;
0,00;0,00;291,34;0,09;0,00;0,00;
0,00;0,00;291,50;0,04;0,00;0,00;
0,00;0,00;291,66;0,09;0,00;0,00;
0,00;0,00;291,82;0,09;0,00;0,00;
0,00;0,00;291,98;0,09;0,00;0,00;
0,00;0,00;292,14;0,09;0,00;0,00;
0,00;0,00;292,30;0,09;0,00;0,00;
0,00;0,00;292,46;0,09;0,00;0,00;
0,00;0,00;292,62;0,09;0,00;0,00;
0,00;0,00;292,78;0,09;0,00;0,00;
0,00;0,00;292,94;0,09;0,00;0,00;
0,00;0,00;293,10;0,09;0,00;0,00;
0,00;0,00;293,26;0,04;0,00;0,00;
0,00;0,00;293,42;0,09;0,00;0,00;
0,00;0,00;293,58;0,09;0,00;0,00;
0,00;0,00;293,74;0,09;0,00;0,00;
0,00;0,00;293,90;0,09;0,00;0,00;
0,00;0,00;294,06;0,09;0,00;0,00;
0,00;0,00;294,22;0,09;0,00;0,00;
0,00;0,00;294,38;0,09;0,00;0,00;
0,00;0,00;294,54;0,04;0,00;0,00;
0,00;0,00;294,70;0,09;0,00;0,00;
0,00;0,00;294,86;0,09;0,00;0,00;
0,00;0,00;295,02;0,09;0,00;0,00;
0,00;0,00;295,18;0,09;0,00;0,00;
0,00;0,00;295,34;0,04;0,00;0,00;
0,00;0,00;295,50;0,09;0,00;0,00;
0,00;0,00;295,66;0,09;0,00;0,00;
0,00;0,00;295,82;0,09;0,00;0,00;
0,00;0,00;295,98;0,09;0,00;0,00;
0,00;0,00;296,14;0,09;0,00;0,00;
0,00;0,00;296,30;0,09;0,00;0,00;
0,00;0,00;296,46;0,09;0,00;0,00;
0,00;0,00;296,62;0,09;0,00;0,00;
0,00;0,00;296,78;0,09;0,00;0,00;
0,00;0,00;296,94;0,09;0,00;0,00;
0,00;0,00;297,10;0,09;0,00;0,00;
0,00;0,00;297,26;0,09;0,00;0,00;
0,00;0,00;297,42;0,09;0,00;0,00;
0,00;0,00;297,58;0,09;0,00;0,00;
0,00;0,00;297,74;0,09;0,00;0,00;
0,00;0,00;297,90;0,09;0,00;0,00;
0,00;0,00;298,06;0,09;0,00;0,00;
0,00;0,00;298,22;0,09;0,00;0,00;
0,00;0,00;298,38;0,09;0,00;0,00;
0,00;0,00;298,54;0,09;0,00;0,00;
0,00;0,00;298,70;0,09;0,00;0,00;
0,00;0,00;298,86;0,09;0,00;0,00;
0,00;0,00;299,02;0,09;0,00;0,00;
0,00;0,00;299,18;0,04;0,00;0,00;
0,00;0,00;299,34;0,09;0,00;0,00;
0,00;0,00;299,50;0,09;0,00;0,00;
0,00;0,00;299,66;0,09;0,00;0,00;
0,00;0,00;299,82;0,09;0,00;0,00;
0,00;0,00;299,98;0,09;0,00;0,00;
0,00;0,00;300,14;0,09;0,00;0,00;
0,00;0,00;300,30;0,09;0,00;0,00;
0,00;0,00;300,46;0,09;0,00;0,00;
0,00;0,00;300,62;0,09;0,00;0,00;
0,00;0,00;300,78;0,09;0,00;0,00;
0,00;0,00;300,94;0,09;0,00;0,00;
0,00;0,00;301,10;0,09;0,00;0,00;
0,00;0,00;301,26;0,09;0,00;0,00;
0,00;0,00;301,42;0,09;0,00;0,00;
0,00;0,00;301,58;0,09;0,00;0,00;
0,00;0,00;301,74;0,09;0,00;0,00;
0,00;0,00;301,90;0,09;0,00;0,00;
0,00;0,00;302,06;0,09;0,00;0,00;
0,00;0,00;302,22;0,09;0,00;0,00;
0,00;0,00;302,38;0,09;0,00;0,00;
0,00;0,00;302,54;0,09;0,00;0,00;
0,00;0,00;302,70;0,09;0,00;0,00;
0,00;0,00;302,86;0,09;0,00;0,00;
0,00;0,00;303,02;0,09;0,00;0,00;
0,00;0,00;303,18;0,09;0,00;0,00;
0,00;0,00;303,34;0,04;0,00;0,00;
0,00;0,00;303,50;0,09;0,00;0,00;
0,00;0,00;303,66;0,09;0,00;0,00;
0,00;0,00;303,82;0,09;0,00;0,00;
0,00;0,00;303,98;0,09;0,00;0,00;
0,00;0,00;304,14;0,09;0,00;0,00;
0,00;0,00;304,30;0,09;0,00;0,00;
0,00;0,00;304,46;0,09;0,00;0,00;
0,00;0,00;304,62;0,09;0,00;0,00;
0,00;0,00;304,78;0,09;0,00;0,00;
0,00;0,00;304,94;0,09;0,00;0,00;
0,00;0,00;305,10;0,09;0,00;0,00;
0,00;0,00;305,26;0,09;0,00;0,00;
0,00;0,00;305,42;0,09;0,00;0,00;
0,00;0,00;305,58;0,09;0,00;0,00;
0,00;0,00;305,74;1,30;0,00;0,00;
0,00;0,00;305,87;7,09;0,00;0,00;
0,00;0,00;306,00;14,39;0,00;0,00;
0,00;0,00;306,13;20,13;0,00;0,00;
0,00;0,00;306,17;19,39;0,00;0,00;
0,00;0,00;306,20;20,40;0,00;0,00;
0,00;0,00;306,21;20,35;0,00;0,00;
0,00;0,00;306,22;20,53;0,00;0,00;
0,00;0,00;306,22;20,92;0,00;0,00;
0,00;0,00;306,23;21,13;0,00;0,00;
0,00;0,00;306,23;21,13;0,00;0,00;
0,00;0,00;306,23;21,13;0,00;0,00;
0,00;0,00;306,24;21,13;0,00;0,00;
0,00;0,00;306,24;21,13;0,00;0,00;
0,00;0,00;306,24;21,13;0,00;0,00;
0,00;0,00;306,24;21,13;0,00;0,00;
0,00;0,00;306,24;21,13;0,00;0,00;
0,00;0,00;306,24;21,13;0,00;0,00;
0,00;0,00;306,24;21,13;0,00;0,00;
0,00;0,00;306,24;21,13;0,00;0,00;
0,00;0,00;306,24;21,13;0,00;0,00;
0,00;0,00;306,24;21,13;0,00;0,00;
0,00;0,00;306,24;21,13;0,00;0,00;
0,00;0,00;306,24;21,13;0,00;0,00;
