71200;20.08.21 09:56:00;21;Avvicinamento Pressata Fuori Ingombro;Alcun errore (0);20210819082522P0050;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;0,28;0,16;0,00;0,00;
0,00;0,00;1,08;0,09;0,00;0,00;
0,00;0,00;2,35;0,16;0,00;0,00;
0,00;0,00;4,13;0,18;0,00;0,00;
0,00;0,00;6,43;0,13;0,00;0,00;
0,00;0,00;9,26;0,13;0,00;0,00;
0,00;0,00;12,41;0,06;0,00;0,00;
0,00;0,00;15,53;0,11;0,00;0,00;
0,00;0,00;18,74;0,09;0,00;0,00;
0,00;0,00;21,95;0,04;0,00;0,00;
0,00;0,00;25,15;0,09;0,00;0,00;
0,00;0,00;28,35;0,09;0,00;0,00;
0,00;0,00;31,55;0,09;0,00;0,00;
0,00;0,00;34,75;0,09;0,00;0,00;
0,00;0,00;37,95;0,04;0,00;0,00;
0,00;0,00;41,15;0,04;0,00;0,00;
0,00;0,00;44,35;0,09;0,00;0,00;
0,00;0,00;47,55;0,06;0,00;0,00;
0,00;0,00;50,75;0,09;0,00;0,00;
0,00;0,00;53,95;0,04;0,00;0,00;
0,00;0,00;57,15;0,09;0,00;0,00;
0,00;0,00;60,35;0,06;0,00;0,00;
0,00;0,00;63,55;0,11;0,00;0,00;
0,00;0,00;66,75;0,06;0,00;0,00;
0,00;0,00;69,95;0,06;0,00;0,00;
0,00;0,00;73,15;0,11;0,00;0,00;
0,00;0,00;76,35;0,09;0,00;0,00;
0,00;0,00;79,55;0,06;0,00;0,00;
0,00;0,00;82,75;0,06;0,00;0,00;
0,00;0,00;85,95;0,09;0,00;0,00;
0,00;0,00;89,15;0,11;0,00;0,00;
0,00;0,00;92,35;0,06;0,00;0,00;
0,00;0,00;95,55;0,13;0,00;0,00;
0,00;0,00;98,75;0,09;0,00;0,00;
0,00;0,00;101,95;0,04;0,00;0,00;
0,00;0,00;105,15;0,04;0,00;0,00;
0,00;0,00;108,35;0,09;0,00;0,00;
0,00;0,00;111,55;0,09;0,00;0,00;
0,00;0,00;114,75;0,06;0,00;0,00;
0,00;0,00;117,95;0,02;0,00;0,00;
0,00;0,00;121,15;0,04;0,00;0,00;
0,00;0,00;124,35;0,06;0,00;0,00;
0,00;0,00;127,55;0,09;0,00;0,00;
0,00;0,00;130,75;0,09;0,00;0,00;
0,00;0,00;133,95;0,04;0,00;0,00;
0,00;0,00;137,15;0,04;0,00;0,00;
0,00;0,00;140,35;0,06;0,00;0,00;
0,00;0,00;143,55;0,09;0,00;0,00;
0,00;0,00;146,75;0,11;0,00;0,00;
0,00;0,00;149,88;-0,02;0,00;0,00;
0,00;0,00;152,50;0,04;0,00;0,00;
0,00;0,00;154,68;-0,02;0,00;0,00;
0,00;0,00;157,54;-0,05;0,00;0,00;
0,00;0,00;158,21;-0,07;0,00;0,00;
0,00;0,00;158,39;-0,02;0,00;0,00;
0,00;0,00;158,45;-0,02;0,00;0,00;
0,00;0,00;158,46;0,02;0,00;0,00;
0,00;0,00;158,52;0,09;0,00;0,00;
0,00;0,00;158,66;0,04;0,00;0,00;
0,00;0,00;158,82;0,02;0,00;0,00;
0,00;0,00;158,98;0,02;0,00;0,00;
0,00;0,00;159,14;0,02;0,00;0,00;
0,00;0,00;159,30;0,02;0,00;0,00;
0,00;0,00;159,46;0,02;0,00;0,00;
0,00;0,00;159,62;0,02;0,00;0,00;
0,00;0,00;159,78;0,02;0,00;0,00;
0,00;0,00;159,94;0,02;0,00;0,00;
0,00;0,00;160,10;0,02;0,00;0,00;
0,00;0,00;160,26;0,02;0,00;0,00;
0,00;0,00;160,42;0,02;0,00;0,00;
0,00;0,00;160,58;0,02;0,00;0,00;
0,00;0,00;160,74;0,02;0,00;0,00;
0,00;0,00;160,90;0,04;0,00;0,00;
0,00;0,00;161,06;0,02;0,00;0,00;
0,00;0,00;161,22;0,22;0,00;0,00;
0,00;0,00;161,38;0,20;0,00;0,00;
0,00;0,00;161,54;0,31;0,00;0,00;
0,00;0,00;161,70;1,15;0,00;0,00;
0,00;0,00;161,85;2,28;0,00;0,00;
0,00;0,00;162,00;3,25;0,00;0,00;
0,00;0,00;162,15;3,93;0,00;0,00;
0,00;0,00;162,32;4,02;0,00;0,00;
0,00;0,00;162,48;4,09;0,00;0,00;
0,00;0,00;162,65;4,20;0,00;0,00;
0,00;0,00;162,81;4,32;0,00;0,00;
0,00;0,00;162,97;4,56;0,00;0,00;
0,00;0,00;163,13;4,77;0,00;0,00;
0,00;0,00;163,29;4,99;0,00;0,00;
0,00;0,00;163,45;5,22;0,00;0,00;
0,00;0,00;163,61;5,47;0,00;0,00;
0,00;0,00;163,77;5,70;0,00;0,00;
0,00;0,00;163,93;5,97;0,00;0,00;
0,00;0,00;164,09;6,19;0,00;0,00;
0,00;0,00;164,25;6,47;0,00;0,00;
0,00;0,00;164,41;6,73;0,00;0,00;
0,00;0,00;164,57;7,01;0,00;0,00;
0,00;0,00;164,73;7,23;0,00;0,00;
0,00;0,00;164,89;7,48;0,00;0,00;
0,00;0,00;165,05;7,69;0,00;0,00;
0,00;0,00;165,15;7,48;0,00;0,00;
0,00;0,00;165,15;7,21;0,00;0,00;
0,00;0,00;164,90;0,84;0,00;0,00;
0,00;0,00;164,15;-0,14;0,00;0,00;
0,00;0,00;162,87;-0,23;0,00;0,00;
0,00;0,00;161,06;-0,18;0,00;0,00;
0,00;0,00;158,75;-0,16;0,00;0,00;
0,00;0,00;155,93;-0,16;0,00;0,00;
