71198;20.08.21 09:54:40;10;Repair_strategy;force > max. force (8);20210819082522P0050;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;1,90;-0,02;0,00;0,00;
0,00;0,00;2,17;0,32;0,00;0,00;
0,00;0,00;2,96;0,30;0,00;0,00;
0,00;0,00;4,23;0,29;0,00;0,00;
0,00;0,00;6,02;0,31;0,00;0,00;
0,00;0,00;8,32;0,36;0,00;0,00;
0,00;0,00;11,15;0,30;0,00;0,00;
0,00;0,00;14,30;0,20;0,00;0,00;
0,00;0,00;17,43;0,25;0,00;0,00;
0,00;0,00;20,64;0,27;0,00;0,00;
0,00;0,00;23,85;0,25;0,00;0,00;
0,00;0,00;27,05;0,25;0,00;0,00;
0,00;0,00;30,25;0,23;0,00;0,00;
0,00;0,00;33,45;0,25;0,00;0,00;
0,00;0,00;36,65;0,27;0,00;0,00;
0,00;0,00;39,85;0,23;0,00;0,00;
0,00;0,00;43,05;0,23;0,00;0,00;
0,00;0,00;46,25;0,25;0,00;0,00;
0,00;0,00;49,45;0,20;0,00;0,00;
0,00;0,00;52,65;0,23;0,00;0,00;
0,00;0,00;55,85;0,20;0,00;0,00;
0,00;0,00;59,05;0,20;0,00;0,00;
0,00;0,00;62,25;0,23;0,00;0,00;
0,00;0,00;65,45;0,23;0,00;0,00;
0,00;0,00;68,65;0,20;0,00;0,00;
0,00;0,00;71,85;0,20;0,00;0,00;
0,00;0,00;75,05;0,20;0,00;0,00;
0,00;0,00;78,25;0,20;0,00;0,00;
0,00;0,00;81,45;0,23;0,00;0,00;
0,00;0,00;84,65;0,23;0,00;0,00;
0,00;0,00;87,85;0,20;0,00;0,00;
0,00;0,00;91,05;0,20;0,00;0,00;
0,00;0,00;94,25;0,20;0,00;0,00;
0,00;0,00;97,45;0,18;0,00;0,00;
0,00;0,00;100,65;0,25;0,00;0,00;
0,00;0,00;103,85;0,20;0,00;0,00;
0,00;0,00;107,05;0,23;0,00;0,00;
0,00;0,00;110,25;0,23;0,00;0,00;
0,00;0,00;113,45;0,23;0,00;0,00;
0,00;0,00;116,65;0,25;0,00;0,00;
0,00;0,00;119,85;0,20;0,00;0,00;
0,00;0,00;123,05;0,20;0,00;0,00;
0,00;0,00;126,25;0,18;0,00;0,00;
0,00;0,00;129,45;0,23;0,00;0,00;
0,00;0,00;132,65;0,23;0,00;0,00;
0,00;0,00;135,85;0,18;0,00;0,00;
0,00;0,00;139,05;0,23;0,00;0,00;
0,00;0,00;142,25;0,18;0,00;0,00;
0,00;0,00;145,45;0,20;0,00;0,00;
0,00;0,00;148,65;0,23;0,00;0,00;
0,00;0,00;151,47;0,14;0,00;0,00;
0,00;0,00;153,83;0,14;0,00;0,00;
0,00;0,00;155,72;0,09;0,00;0,00;
0,00;0,00;157,11;0,09;0,00;0,00;
0,00;0,00;157,98;0,12;0,00;0,00;
0,00;0,00;158,36;0,07;0,00;0,00;
0,00;0,00;158,44;0,14;0,00;0,00;
0,00;0,00;158,46;0,16;0,00;0,00;
0,00;0,00;158,59;0,14;0,00;0,00;
0,00;0,00;158,73;0,16;0,00;0,00;
0,00;0,00;158,90;0,16;0,00;0,00;
0,00;0,00;159,06;0,16;0,00;0,00;
0,00;0,00;159,22;0,16;0,00;0,00;
0,00;0,00;159,38;0,16;0,00;0,00;
0,00;0,00;159,54;0,14;0,00;0,00;
0,00;0,00;159,70;0,16;0,00;0,00;
0,00;0,00;159,86;0,16;0,00;0,00;
0,00;0,00;160,02;0,16;0,00;0,00;
0,00;0,00;160,18;0,23;0,00;0,00;
0,00;0,00;160,34;0,34;0,00;0,00;
0,00;0,00;160,50;0,41;0,00;0,00;
0,00;0,00;160,66;1,20;0,00;0,00;
0,00;0,00;160,80;3,39;0,00;0,00;
0,00;0,00;160,93;7,51;0,00;0,00;
0,00;0,00;161,05;12,21;0,00;0,00;
0,00;0,00;161,18;17,50;0,00;0,00;
0,00;0,00;161,31;23,04;0,00;0,00;
0,00;0,00;161,32;24,08;0,00;0,00;
0,00;0,00;161,34;25,08;0,00;0,00;
0,00;0,00;161,36;25,89;0,00;0,00;
0,00;0,00;161,38;26,54;0,00;0,00;
0,00;0,00;161,40;27,25;0,00;0,00;
0,00;0,00;161,40;27,63;0,00;0,00;
0,00;0,00;161,41;28,06;0,00;0,00;
0,00;0,00;161,42;28,42;0,00;0,00;
0,00;0,00;161,43;28,78;0,00;0,00;
0,00;0,00;161,44;29,06;0,00;0,00;
0,00;0,00;161,44;29,28;0,00;0,00;
0,00;0,00;161,45;29,42;0,00;0,00;
0,00;0,00;161,45;29,58;0,00;0,00;
