Nr;Date;ProgNr;ProgName;State;PartInfo;
42640;01.04.21 11:13:55;22;Avvicinamento pre-pressata pressata Fuori Ingombro;Alcun errore (0);20210401084842A0217;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;59,56;0,16;0,00;0,00;
0,00;0,00;60,12;0,12;0,00;0,00;
0,00;0,00;61,15;0,11;0,00;0,00;
0,00;0,00;62,67;0,11;0,00;0,00;
0,00;0,00;64,71;0,13;0,00;0,00;
0,00;0,00;67,27;0,16;0,00;0,00;
0,00;0,00;70,33;0,05;0,00;0,00;
0,00;0,00;73,45;0,09;0,00;0,00;
0,00;0,00;76,63;0,12;0,00;0,00;
0,00;0,00;79,85;0,07;0,00;0,00;
0,00;0,00;83,05;0,07;0,00;0,00;
0,00;0,00;86,25;0,09;0,00;0,00;
0,00;0,00;89,45;0,07;0,00;0,00;
0,00;0,00;92,65;0,09;0,00;0,00;
0,00;0,00;95,85;0,02;0,00;0,00;
0,00;0,00;99,05;0,09;0,00;0,00;
0,00;0,00;102,25;0,05;0,00;0,00;
0,00;0,00;105,45;0,07;0,00;0,00;
0,00;0,00;108,65;0,09;0,00;0,00;
0,00;0,00;111,85;0,05;0,00;0,00;
0,00;0,00;115,05;0,02;0,00;0,00;
0,00;0,00;118,25;0,07;0,00;0,00;
0,00;0,00;121,45;0,07;0,00;0,00;
0,00;0,00;124,65;0,07;0,00;0,00;
0,00;0,00;127,85;0,02;0,00;0,00;
0,00;0,00;131,05;0,09;0,00;0,00;
0,00;0,00;134,25;0,07;0,00;0,00;
0,00;0,00;137,45;0,07;0,00;0,00;
0,00;0,00;140,65;0,07;0,00;0,00;
0,00;0,00;143,85;0,05;0,00;0,00;
0,00;0,00;147,05;0,05;0,00;0,00;
0,00;0,00;150,25;0,09;0,00;0,00;
0,00;0,00;153,45;0,09;0,00;0,00;
0,00;0,00;156,65;0,07;0,00;0,00;
0,00;0,00;159,85;-0,05;0,00;0,00;
0,00;0,00;165,05;-0,02;0,00;0,00;
0,00;0,00;166,96;-0,04;0,00;0,00;
0,00;0,00;168,37;-0,05;0,00;0,00;
0,00;0,00;169,28;-0,04;0,00;0,00;
0,00;0,00;169,70;-0,04;0,00;0,00;
0,00;0,00;169,81;-0,02;0,00;0,00;
0,00;0,00;169,87;0,05;0,00;0,00;
0,00;0,00;170,33;-0,04;0,00;0,00;
0,00;0,00;170,49;-0,04;0,00;0,00;
0,00;0,00;170,81;0,02;0,00;0,00;
0,00;0,00;170,97;0,02;0,00;0,00;
0,00;0,00;171,13;0,05;0,00;0,00;
0,00;0,00;171,29;0,02;0,00;0,00;
0,00;0,00;171,45;0,02;0,00;0,00;
0,00;0,00;171,61;-0,02;0,00;0,00;
0,00;0,00;171,77;0,02;0,00;0,00;
0,00;0,00;172,25;0,02;0,00;0,00;
0,00;0,00;172,41;0,05;0,00;0,00;
0,00;0,00;172,57;0,02;0,00;0,00;
0,00;0,00;172,73;0,23;0,00;0,00;
0,00;0,00;172,89;0,18;0,00;0,00;
0,00;0,00;173,05;0,72;0,00;0,00;
0,00;0,00;173,20;0,88;0,00;0,00;
0,00;0,00;173,37;1,04;0,00;0,00;
0,00;0,00;173,53;1,13;0,00;0,00;
0,00;0,00;173,69;1,22;0,00;0,00;
0,00;0,00;173,85;1,32;0,00;0,00;
0,00;0,00;174,01;1,45;0,00;0,00;
0,00;0,00;174,17;1,58;0,00;0,00;
0,00;0,00;174,30;1,61;0,00;0,00;
0,00;0,00;174,31;1,45;0,00;0,00;
0,00;0,00;174,30;1,22;0,00;0,00;
0,00;0,00;173,88;-0,09;0,00;0,00;
0,00;0,00;173,00;0,05;0,00;0,00;
0,00;0,00;172,53;-0,06;0,00;0,00;
0,00;0,00;172,39;-0,05;0,00;0,00;
0,00;0,00;172,32;-0,02;0,00;0,00;
0,00;0,00;172,30;-0,04;0,00;0,00;
0,00;0,00;172,74;0,02;0,00;0,00;
0,00;0,00;172,90;0,05;0,00;0,00;
0,00;0,00;173,06;0,05;0,00;0,00;
0,00;0,00;173,23;0,05;0,00;0,00;
0,00;0,00;173,55;0,05;0,00;0,00;
0,00;0,00;173,71;0,05;0,00;0,00;
0,00;0,00;173,87;0,05;0,00;0,00;
0,00;0,00;174,03;0,23;0,00;0,00;
0,00;0,00;174,19;0,20;0,00;0,00;
0,00;0,00;174,34;1,68;0,00;0,00;
