21792;16.06.21 16:16:28;21;Avvicinamento Pressata Finale;Alcun errore (0);20210616155520A0211;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;21,12;0,04;0,00;0,00;
0,00;0,00;24,20;0,04;0,00;0,00;
0,00;0,00;28,82;0,09;0,00;0,00;
0,00;0,00;33,62;0,09;0,00;0,00;
0,00;0,00;38,42;0,04;0,00;0,00;
0,00;0,00;43,22;0,04;0,00;0,00;
0,00;0,00;48,02;0,04;0,00;0,00;
0,00;0,00;62,42;0,09;0,00;0,00;
0,00;0,00;67,22;0,04;0,00;0,00;
0,00;0,00;72,02;0,04;0,00;0,00;
0,00;0,00;76,82;0,04;0,00;0,00;
0,00;0,00;86,42;0,04;0,00;0,00;
0,00;0,00;91,22;0,04;0,00;0,00;
0,00;0,00;96,02;0,04;0,00;0,00;
0,00;0,00;100,82;0,04;0,00;0,00;
0,00;0,00;110,42;0,09;0,00;0,00;
0,00;0,00;115,22;0,09;0,00;0,00;
0,00;0,00;120,02;0,09;0,00;0,00;
0,00;0,00;124,82;0,04;0,00;0,00;
0,00;0,00;129,62;0,04;0,00;0,00;
0,00;0,00;139,22;0,04;0,00;0,00;
0,00;0,00;144,02;0,04;0,00;0,00;
0,00;0,00;148,82;0,04;0,00;0,00;
0,00;0,00;153,62;0,04;0,00;0,00;
0,00;0,00;163,22;0,04;0,00;0,00;
0,00;0,00;168,02;0,04;0,00;0,00;
0,00;0,00;182,42;0,04;0,00;0,00;
0,00;0,00;187,22;0,04;0,00;0,00;
0,00;0,00;192,02;0,04;0,00;0,00;
0,00;0,00;196,82;0,04;0,00;0,00;
0,00;0,00;201,62;0,04;0,00;0,00;
0,00;0,00;211,22;0,04;0,00;0,00;
0,00;0,00;214,92;-0,04;0,00;0,00;
0,00;0,00;217,00;0,04;0,00;0,00;
0,00;0,00;217,02;0,04;0,00;0,00;
0,00;0,00;217,41;0,13;0,00;0,00;
