55965;23.08.21 15:24:19;22;Avvicinamento pre-pressata pressata Fuori Ingombro;force > max. force (8);20210820155832P0009;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;74,86;0,16;0,00;0,00;
0,00;0,00;75,31;0,39;0,00;0,00;
0,00;0,00;76,08;0,39;0,00;0,00;
0,00;0,00;77,23;0,39;0,00;0,00;
0,00;0,00;78,78;0,31;0,00;0,00;
0,00;0,00;80,70;0,31;0,00;0,00;
0,00;0,00;83,00;0,39;0,00;0,00;
0,00;0,00;85,34;0,31;0,00;0,00;
0,00;0,00;87,73;0,31;0,00;0,00;
0,00;0,00;90,14;0,23;0,00;0,00;
0,00;0,00;92,54;0,23;0,00;0,00;
0,00;0,00;94,94;0,23;0,00;0,00;
0,00;0,00;97,35;0,23;0,00;0,00;
0,00;0,00;99,74;0,23;0,00;0,00;
0,00;0,00;102,15;0,31;0,00;0,00;
0,00;0,00;104,54;0,23;0,00;0,00;
0,00;0,00;106,95;0,23;0,00;0,00;
0,00;0,00;109,35;0,31;0,00;0,00;
0,00;0,00;111,75;0,31;0,00;0,00;
0,00;0,00;114,15;0,31;0,00;0,00;
0,00;0,00;116,55;0,23;0,00;0,00;
0,00;0,00;118,95;0,23;0,00;0,00;
0,00;0,00;121,35;0,23;0,00;0,00;
0,00;0,00;123,75;0,31;0,00;0,00;
0,00;0,00;126,15;0,31;0,00;0,00;
0,00;0,00;128,55;0,23;0,00;0,00;
0,00;0,00;130,95;0,23;0,00;0,00;
0,00;0,00;133,35;0,31;0,00;0,00;
0,00;0,00;135,74;0,31;0,00;0,00;
0,00;0,00;138,15;0,23;0,00;0,00;
0,00;0,00;140,54;0,23;0,00;0,00;
0,00;0,00;142,95;0,31;0,00;0,00;
0,00;0,00;145,35;0,23;0,00;0,00;
0,00;0,00;147,75;0,31;0,00;0,00;
0,00;0,00;150,15;0,39;0,00;0,00;
0,00;0,00;152,54;0,23;0,00;0,00;
0,00;0,00;154,95;0,31;0,00;0,00;
0,00;0,00;157,04;0,31;0,00;0,00;
0,00;0,00;158,82;0,31;0,00;0,00;
0,00;0,00;160,25;0,31;0,00;0,00;
0,00;0,00;161,30;0,16;0,00;0,00;
0,00;0,00;161,97;0,23;0,00;0,00;
0,00;0,00;162,28;0,23;0,00;0,00;
0,00;0,00;162,35;0,23;0,00;0,00;
0,00;0,00;162,37;0,23;0,00;0,00;
0,00;0,00;162,47;0,31;0,00;0,00;
0,00;0,00;162,60;0,23;0,00;0,00;
0,00;0,00;162,75;0,23;0,00;0,00;
0,00;0,00;162,92;0,23;0,00;0,00;
0,00;0,00;163,08;0,23;0,00;0,00;
0,00;0,00;163,24;0,23;0,00;0,00;
0,00;0,00;163,40;0,23;0,00;0,00;
0,00;0,00;163,56;0,23;0,00;0,00;
0,00;0,00;163,72;0,23;0,00;0,00;
0,00;0,00;163,88;0,23;0,00;0,00;
0,00;0,00;164,04;0,23;0,00;0,00;
0,00;0,00;164,20;0,23;0,00;0,00;
0,00;0,00;164,35;0,23;0,00;0,00;
0,00;0,00;164,35;0,23;0,00;0,00;
0,00;0,00;164,34;0,23;0,00;0,00;
0,00;0,00;163,98;-0,14;0,00;0,00;
0,00;0,00;163,50;0,08;0,00;0,00;
0,00;0,00;163,45;-0,06;0,00;0,00;
0,00;0,00;163,37;-0,06;0,00;0,00;
0,00;0,00;163,35;-0,06;0,00;0,00;
0,00;0,00;163,35;-0,06;0,00;0,00;
0,00;0,00;163,50;0,31;0,00;0,00;
0,00;0,00;163,63;0,23;0,00;0,00;
0,00;0,00;163,79;0,31;0,00;0,00;
0,00;0,00;163,96;0,23;0,00;0,00;
0,00;0,00;164,12;0,31;0,00;0,00;
0,00;0,00;164,28;0,23;0,00;0,00;
0,00;0,00;164,44;0,31;0,00;0,00;
0,00;0,00;164,60;0,31;0,00;0,00;
0,00;0,00;164,76;0,31;0,00;0,00;
0,00;0,00;164,92;0,31;0,00;0,00;
0,00;0,00;165,08;0,39;0,00;0,00;
0,00;0,00;165,24;0,23;0,00;0,00;
0,00;0,00;165,40;0,31;0,00;0,00;
0,00;0,00;165,56;0,31;0,00;0,00;
0,00;0,00;165,72;0,23;0,00;0,00;
0,00;0,00;165,88;0,23;0,00;0,00;
0,00;0,00;166,04;0,23;0,00;0,00;
0,00;0,00;166,20;0,23;0,00;0,00;
0,00;0,00;166,36;0,23;0,00;0,00;
0,00;0,00;166,52;0,23;0,00;0,00;
0,00;0,00;166,68;0,23;0,00;0,00;
0,00;0,00;166,84;0,31;0,00;0,00;
0,00;0,00;167,00;0,23;0,00;0,00;
0,00;0,00;167,16;0,23;0,00;0,00;
0,00;0,00;167,32;0,23;0,00;0,00;
0,00;0,00;167,48;0,23;0,00;0,00;
0,00;0,00;167,64;0,31;0,00;0,00;
0,00;0,00;167,80;0,23;0,00;0,00;
0,00;0,00;167,96;0,23;0,00;0,00;
0,00;0,00;168,12;0,23;0,00;0,00;
0,00;0,00;168,28;0,23;0,00;0,00;
0,00;0,00;168,44;0,23;0,00;0,00;
0,00;0,00;168,60;0,31;0,00;0,00;
0,00;0,00;168,76;0,23;0,00;0,00;
0,00;0,00;168,92;0,23;0,00;0,00;
0,00;0,00;169,08;0,23;0,00;0,00;
0,00;0,00;169,24;0,23;0,00;0,00;
0,00;0,00;169,40;0,23;0,00;0,00;
0,00;0,00;169,56;0,31;0,00;0,00;
0,00;0,00;169,72;0,31;0,00;0,00;
0,00;0,00;169,88;0,23;0,00;0,00;
0,00;0,00;170,04;0,39;0,00;0,00;
0,00;0,00;170,20;0,23;0,00;0,00;
0,00;0,00;170,36;0,31;0,00;0,00;
0,00;0,00;170,52;0,23;0,00;0,00;
0,00;0,00;170,68;0,31;0,00;0,00;
0,00;0,00;170,84;0,23;0,00;0,00;
0,00;0,00;171,00;0,23;0,00;0,00;
0,00;0,00;171,16;0,39;0,00;0,00;
0,00;0,00;171,32;0,23;0,00;0,00;
0,00;0,00;171,48;0,39;0,00;0,00;
0,00;0,00;171,64;0,23;0,00;0,00;
0,00;0,00;171,80;0,23;0,00;0,00;
0,00;0,00;171,96;0,23;0,00;0,00;
0,00;0,00;172,12;0,31;0,00;0,00;
0,00;0,00;172,28;0,31;0,00;0,00;
0,00;0,00;172,44;0,31;0,00;0,00;
0,00;0,00;172,60;0,39;0,00;0,00;
0,00;0,00;172,76;0,23;0,00;0,00;
0,00;0,00;172,92;0,31;0,00;0,00;
0,00;0,00;173,08;0,31;0,00;0,00;
0,00;0,00;173,24;0,39;0,00;0,00;
0,00;0,00;173,40;0,23;0,00;0,00;
0,00;0,00;173,56;0,31;0,00;0,00;
0,00;0,00;173,72;0,31;0,00;0,00;
0,00;0,00;173,88;0,31;0,00;0,00;
0,00;0,00;174,04;0,23;0,00;0,00;
0,00;0,00;174,20;0,39;0,00;0,00;
0,00;0,00;174,36;0,23;0,00;0,00;
0,00;0,00;174,52;0,31;0,00;0,00;
0,00;0,00;174,68;0,31;0,00;0,00;
0,00;0,00;174,84;0,31;0,00;0,00;
0,00;0,00;175,00;0,23;0,00;0,00;
0,00;0,00;175,16;0,31;0,00;0,00;
0,00;0,00;175,32;0,31;0,00;0,00;
0,00;0,00;175,48;0,31;0,00;0,00;
0,00;0,00;175,64;0,23;0,00;0,00;
0,00;0,00;175,80;0,31;0,00;0,00;
0,00;0,00;175,96;0,23;0,00;0,00;
0,00;0,00;176,12;0,39;0,00;0,00;
0,00;0,00;176,28;0,23;0,00;0,00;
0,00;0,00;176,44;0,23;0,00;0,00;
0,00;0,00;176,60;0,31;0,00;0,00;
0,00;0,00;176,76;0,84;0,00;0,00;
0,00;0,00;176,92;1,99;0,00;0,00;
0,00;0,00;177,07;3,05;0,00;0,00;
0,00;0,00;177,23;4,72;0,00;0,00;
0,00;0,00;177,39;6,48;0,00;0,00;
0,00;0,00;177,55;8,54;0,00;0,00;
0,00;0,00;177,71;11,12;0,00;0,00;
0,00;0,00;177,86;14,02;0,00;0,00;
0,00;0,00;178,02;16,98;0,00;0,00;
0,00;0,00;178,18;20,11;0,00;0,00;
0,00;0,00;178,34;23,38;0,00;0,00;
0,00;0,00;178,50;26,81;0,00;0,00;
0,00;0,00;178,65;30,29;0,00;0,00;
0,00;0,00;178,81;33,95;0,00;0,00;
0,00;0,00;178,97;37,23;0,00;0,00;
0,00;0,00;178,96;36,09;0,00;0,00;
0,00;0,00;178,98;37,38;0,00;0,00;
0,00;0,00;178,98;37,30;0,00;0,00;
0,00;0,00;178,98;37,30;0,00;0,00;
0,00;0,00;178,98;37,38;0,00;0,00;
0,00;0,00;178,99;37,38;0,00;0,00;
0,00;0,00;178,99;37,54;0,00;0,00;
0,00;0,00;178,99;37,61;0,00;0,00;
0,00;0,00;178,99;37,69;0,00;0,00;
0,00;0,00;178,99;37,54;0,00;0,00;
0,00;0,00;178,99;37,38;0,00;0,00;
0,00;0,00;178,99;37,38;0,00;0,00;
0,00;0,00;178,99;37,15;0,00;0,00;
0,00;0,00;178,99;37,08;0,00;0,00;
