988;13.12.19 12:17:16;21;Avvicinamento Pressata Fuori Ingombro;Alcun errore (0);20191213120719;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;40,16;0,23;0,00;0,00;
0,00;0,00;40,94;0,20;0,00;0,00;
0,00;0,00;42,21;0,13;0,00;0,00;
0,00;0,00;44,00;0,18;0,00;0,00;
0,00;0,00;46,30;0,31;0,00;0,00;
0,00;0,00;49,11;0,25;0,00;0,00;
0,00;0,00;52,27;0,09;0,00;0,00;
0,00;0,00;55,40;0,13;0,00;0,00;
0,00;0,00;58,65;0,29;0,00;0,00;
0,00;0,00;61,84;0,16;0,00;0,00;
0,00;0,00;65,03;0,27;0,00;0,00;
0,00;0,00;68,25;0,18;0,00;0,00;
0,00;0,00;71,45;0,13;0,00;0,00;
0,00;0,00;74,65;0,20;0,00;0,00;
0,00;0,00;77,85;0,11;0,00;0,00;
0,00;0,00;81,05;0,20;0,00;0,00;
0,00;0,00;84,25;0,16;0,00;0,00;
0,00;0,00;87,45;0,13;0,00;0,00;
0,00;0,00;90,65;0,18;0,00;0,00;
0,00;0,00;93,85;0,11;0,00;0,00;
0,00;0,00;97,05;0,20;0,00;0,00;
0,00;0,00;100,25;0,16;0,00;0,00;
0,00;0,00;103,45;0,16;0,00;0,00;
0,00;0,00;106,65;0,13;0,00;0,00;
0,00;0,00;109,85;0,09;0,00;0,00;
0,00;0,00;113,05;0,23;0,00;0,00;
0,00;0,00;116,25;0,18;0,00;0,00;
0,00;0,00;119,45;0,13;0,00;0,00;
0,00;0,00;122,65;0,20;0,00;0,00;
0,00;0,00;125,85;0,13;0,00;0,00;
0,00;0,00;129,05;0,23;0,00;0,00;
0,00;0,00;132,25;0,18;0,00;0,00;
0,00;0,00;135,45;0,16;0,00;0,00;
0,00;0,00;138,65;0,18;0,00;0,00;
0,00;0,00;141,85;0,09;0,00;0,00;
0,00;0,00;145,05;0,20;0,00;0,00;
0,00;0,00;148,25;0,18;0,00;0,00;
0,00;0,00;151,45;0,13;0,00;0,00;
0,00;0,00;154,65;0,18;0,00;0,00;
0,00;0,00;157,85;0,11;0,00;0,00;
0,00;0,00;161,05;0,32;0,00;0,00;
0,00;0,00;163,87;0,07;0,00;0,00;
0,00;0,00;166,24;0,05;0,00;0,00;
0,00;0,00;168,15;0,04;0,00;0,00;
0,00;0,00;169,54;0,05;0,00;0,00;
0,00;0,00;170,43;0,07;0,00;0,00;
0,00;0,00;170,82;0,02;0,00;0,00;
0,00;0,00;170,90;0,07;0,00;0,00;
0,00;0,00;170,93;0,07;0,00;0,00;
0,00;0,00;170,94;0,13;0,00;0,00;
0,00;0,00;171,08;0,07;0,00;0,00;
0,00;0,00;171,23;0,09;0,00;0,00;
0,00;0,00;171,39;0,09;0,00;0,00;
0,00;0,00;171,55;0,09;0,00;0,00;
0,00;0,00;171,71;0,07;0,00;0,00;
0,00;0,00;171,87;0,09;0,00;0,00;
0,00;0,00;172,03;0,09;0,00;0,00;
0,00;0,00;172,19;0,07;0,00;0,00;
0,00;0,00;172,35;0,09;0,00;0,00;
0,00;0,00;172,51;0,09;0,00;0,00;
0,00;0,00;172,67;0,09;0,00;0,00;
0,00;0,00;172,83;0,09;0,00;0,00;
0,00;0,00;172,99;0,09;0,00;0,00;
0,00;0,00;173,15;0,18;0,00;0,00;
0,00;0,00;173,31;0,25;0,00;0,00;
0,00;0,00;173,47;0,27;0,00;0,00;
0,00;0,00;173,63;0,52;0,00;0,00;
0,00;0,00;173,78;1,10;0,00;0,00;
0,00;0,00;173,94;1,33;0,00;0,00;
0,00;0,00;174,10;1,51;0,00;0,00;
0,00;0,00;174,26;1,67;0,00;0,00;
0,00;0,00;174,42;1,74;0,00;0,00;
0,00;0,00;174,59;1,90;0,00;0,00;
0,00;0,00;174,75;2,06;0,00;0,00;
0,00;0,00;174,91;2,19;0,00;0,00;
0,00;0,00;175,07;2,33;0,00;0,00;
0,00;0,00;175,23;2,37;0,00;0,00;
0,00;0,00;175,25;2,41;0,00;0,00;
0,00;0,00;175,25;2,37;0,00;0,00;
0,00;0,00;175,20;1,15;0,00;0,00;
0,00;0,00;174,68;-0,27;0,00;0,00;
0,00;0,00;173,66;-0,09;0,00;0,00;
0,00;0,00;172,13;-0,09;0,00;0,00;
0,00;0,00;170,08;-0,25;0,00;0,00;
0,00;0,00;167,51;-0,27;0,00;0,00;
0,00;0,00;164,49;-0,09;0,00;0,00;
0,00;0,00;161,33;-0,11;0,00;0,00;
0,00;0,00;158,16;-0,20;0,00;0,00;
0,00;0,00;154,90;-0,11;0,00;0,00;
0,00;0,00;151,72;-0,20;0,00;0,00;
0,00;0,00;148,50;-0,11;0,00;0,00;
0,00;0,00;145,31;-0,20;0,00;0,00;
0,00;0,00;142,11;-0,11;0,00;0,00;
0,00;0,00;138,91;-0,13;0,00;0,00;
0,00;0,00;135,70;-0,20;0,00;0,00;
0,00;0,00;132,50;-0,07;0,00;0,00;
0,00;0,00;129,30;-0,16;0,00;0,00;
0,00;0,00;126,10;-0,13;0,00;0,00;
0,00;0,00;122,91;-0,13;0,00;0,00;
0,00;0,00;119,70;-0,16;0,00;0,00;
0,00;0,00;116,50;-0,09;0,00;0,00;
0,00;0,00;113,30;-0,18;0,00;0,00;
0,00;0,00;110,11;-0,11;0,00;0,00;
0,00;0,00;106,90;-0,16;0,00;0,00;
0,00;0,00;103,70;-0,20;0,00;0,00;
0,00;0,00;100,50;-0,09;0,00;0,00;
0,00;0,00;97,30;-0,18;0,00;0,00;
0,00;0,00;94,10;-0,13;0,00;0,00;
0,00;0,00;90,91;-0,13;0,00;0,00;
0,00;0,00;87,70;-0,18;0,00;0,00;
0,00;0,00;84,50;-0,07;0,00;0,00;
0,00;0,00;81,30;-0,20;0,00;0,00;
0,00;0,00;78,10;-0,11;0,00;0,00;
0,00;0,00;74,90;-0,16;0,00;0,00;
0,00;0,00;71,70;-0,18;0,00;0,00;
0,00;0,00;68,50;-0,09;0,00;0,00;
0,00;0,00;65,30;-0,13;0,00;0,00;
0,00;0,00;62,10;-0,13;0,00;0,00;
0,00;0,00;58,90;-0,13;0,00;0,00;
0,00;0,00;55,70;-0,18;0,00;0,00;
0,00;0,00;52,50;-0,07;0,00;0,00;
0,00;0,00;49,30;-0,16;0,00;0,00;
0,00;0,00;46,10;-0,09;0,00;0,00;
0,00;0,00;42,90;-0,18;0,00;0,00;
0,00;0,00;39,70;-0,18;0,00;0,00;
0,00;0,00;36,50;-0,07;0,00;0,00;
