21243;16.12.20 08:36:48;21;Avvicinamento Pressata Fuori Ingombro;Alcun errore (0);20201215155233P0050;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;59,77;0,13;0,00;0,00;
0,00;0,00;60,56;0,16;0,00;0,00;
0,00;0,00;61,83;0,13;0,00;0,00;
0,00;0,00;63,61;0,18;0,00;0,00;
0,00;0,00;65,92;0,20;0,00;0,00;
0,00;0,00;68,73;0,20;0,00;0,00;
0,00;0,00;71,89;0,05;0,00;0,00;
0,00;0,00;75,01;0,09;0,00;0,00;
0,00;0,00;78,26;0,09;0,00;0,00;
0,00;0,00;81,44;0,09;0,00;0,00;
0,00;0,00;84,64;0,16;0,00;0,00;
0,00;0,00;87,85;0,09;0,00;0,00;
0,00;0,00;91,05;0,11;0,00;0,00;
0,00;0,00;94,25;0,11;0,00;0,00;
0,00;0,00;97,45;0,11;0,00;0,00;
0,00;0,00;100,65;0,13;0,00;0,00;
0,00;0,00;103,85;0,09;0,00;0,00;
0,00;0,00;107,05;0,13;0,00;0,00;
0,00;0,00;110,25;0,11;0,00;0,00;
0,00;0,00;113,45;0,13;0,00;0,00;
0,00;0,00;116,65;0,13;0,00;0,00;
0,00;0,00;119,85;0,06;0,00;0,00;
0,00;0,00;123,05;0,13;0,00;0,00;
0,00;0,00;126,25;0,11;0,00;0,00;
0,00;0,00;129,45;0,07;0,00;0,00;
0,00;0,00;132,65;0,13;0,00;0,00;
0,00;0,00;135,85;0,11;0,00;0,00;
0,00;0,00;139,05;0,11;0,00;0,00;
0,00;0,00;142,25;0,11;0,00;0,00;
0,00;0,00;145,45;0,09;0,00;0,00;
0,00;0,00;148,65;0,11;0,00;0,00;
0,00;0,00;151,85;0,09;0,00;0,00;
0,00;0,00;155,05;0,09;0,00;0,00;
0,00;0,00;158,25;0,11;0,00;0,00;
0,00;0,00;161,41;0,06;0,00;0,00;
0,00;0,00;164,10;0,07;0,00;0,00;
0,00;0,00;166,37;0,05;0,00;0,00;
0,00;0,00;168,15;0,02;0,00;0,00;
0,00;0,00;170,21;-0,02;0,00;0,00;
