Nr;Date;ProgNr;ProgName;State;PartInfo;
41414;25.03.21 15:04:37;22;Avvicinamento pre-pressata pressata Fuori Ingombro;Alcun errore (0);20210325125945A0217;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;1,96;0,24;0,00;0,00;
0,00;0,00;2,52;0,20;0,00;0,00;
0,00;0,00;3,54;0,18;0,00;0,00;
0,00;0,00;5,07;0,22;0,00;0,00;
0,00;0,00;7,11;0,20;0,00;0,00;
0,00;0,00;9,68;0,22;0,00;0,00;
0,00;0,00;12,74;0,18;0,00;0,00;
0,00;0,00;15,85;0,22;0,00;0,00;
0,00;0,00;19,03;0,18;0,00;0,00;
0,00;0,00;22,25;0,13;0,00;0,00;
0,00;0,00;25,45;0,11;0,00;0,00;
0,00;0,00;28,65;0,16;0,00;0,00;
0,00;0,00;31,85;0,16;0,00;0,00;
0,00;0,00;35,05;0,13;0,00;0,00;
0,00;0,00;38,25;0,13;0,00;0,00;
0,00;0,00;41,45;0,13;0,00;0,00;
0,00;0,00;44,65;0,18;0,00;0,00;
0,00;0,00;47,85;0,16;0,00;0,00;
0,00;0,00;51,05;0,13;0,00;0,00;
0,00;0,00;54,25;0,15;0,00;0,00;
0,00;0,00;57,45;0,15;0,00;0,00;
0,00;0,00;60,65;0,20;0,00;0,00;
0,00;0,00;63,85;0,15;0,00;0,00;
0,00;0,00;67,05;0,18;0,00;0,00;
0,00;0,00;70,25;0,13;0,00;0,00;
0,00;0,00;73,45;0,15;0,00;0,00;
0,00;0,00;76,65;0,18;0,00;0,00;
0,00;0,00;79,85;0,16;0,00;0,00;
0,00;0,00;83,05;0,13;0,00;0,00;
0,00;0,00;86,25;0,16;0,00;0,00;
0,00;0,00;89,45;0,11;0,00;0,00;
0,00;0,00;92,65;0,20;0,00;0,00;
0,00;0,00;95,85;0,11;0,00;0,00;
0,00;0,00;99,05;0,16;0,00;0,00;
0,00;0,00;102,25;0,13;0,00;0,00;
0,00;0,00;105,45;0,15;0,00;0,00;
0,00;0,00;108,65;0,13;0,00;0,00;
0,00;0,00;111,85;0,16;0,00;0,00;
0,00;0,00;115,05;0,13;0,00;0,00;
0,00;0,00;118,25;0,13;0,00;0,00;
0,00;0,00;121,45;0,16;0,00;0,00;
0,00;0,00;124,65;0,15;0,00;0,00;
0,00;0,00;127,85;0,13;0,00;0,00;
0,00;0,00;131,05;0,16;0,00;0,00;
0,00;0,00;134,25;0,13;0,00;0,00;
0,00;0,00;137,45;0,13;0,00;0,00;
0,00;0,00;140,65;0,15;0,00;0,00;
0,00;0,00;143,54;0,06;0,00;0,00;
0,00;0,00;145,94;0,04;0,00;0,00;
0,00;0,00;147,88;0,02;0,00;0,00;
0,00;0,00;149,30;0,02;0,00;0,00;
0,00;0,00;150,21;0,02;0,00;0,00;
0,00;0,00;150,69;0,09;0,00;0,00;
0,00;0,00;150,70;0,06;0,00;0,00;
0,00;0,00;150,76;0,16;0,00;0,00;
0,00;0,00;150,91;0,06;0,00;0,00;
0,00;0,00;151,06;0,09;0,00;0,00;
0,00;0,00;151,23;0,09;0,00;0,00;
0,00;0,00;151,39;0,09;0,00;0,00;
0,00;0,00;151,55;0,09;0,00;0,00;
0,00;0,00;151,71;0,09;0,00;0,00;
0,00;0,00;151,87;0,09;0,00;0,00;
0,00;0,00;152,03;0,09;0,00;0,00;
0,00;0,00;152,19;0,09;0,00;0,00;
0,00;0,00;152,35;0,09;0,00;0,00;
0,00;0,00;152,51;0,09;0,00;0,00;
0,00;0,00;152,67;0,09;0,00;0,00;
0,00;0,00;152,83;0,09;0,00;0,00;
0,00;0,00;152,99;0,09;0,00;0,00;
0,00;0,00;153,15;0,09;0,00;0,00;
0,00;0,00;153,31;0,09;0,00;0,00;
0,00;0,00;153,47;0,09;0,00;0,00;
0,00;0,00;153,63;0,09;0,00;0,00;
0,00;0,00;153,79;0,09;0,00;0,00;
0,00;0,00;153,95;0,09;0,00;0,00;
0,00;0,00;154,11;0,09;0,00;0,00;
0,00;0,00;154,27;0,27;0,00;0,00;
0,00;0,00;154,43;0,27;0,00;0,00;
0,00;0,00;154,59;0,84;0,00;0,00;
0,00;0,00;154,74;1,17;0,00;0,00;
0,00;0,00;154,90;1,31;0,00;0,00;
0,00;0,00;155,06;1,36;0,00;0,00;
0,00;0,00;155,22;1,49;0,00;0,00;
0,00;0,00;155,39;1,65;0,00;0,00;
0,00;0,00;155,55;1,74;0,00;0,00;
0,00;0,00;155,71;1,83;0,00;0,00;
0,00;0,00;155,87;1,99;0,00;0,00;
0,00;0,00;156,03;2,10;0,00;0,00;
0,00;0,00;156,19;2,26;0,00;0,00;
0,00;0,00;156,35;2,40;0,00;0,00;
0,00;0,00;156,51;2,51;0,00;0,00;
0,00;0,00;156,67;2,58;0,00;0,00;
0,00;0,00;156,71;2,35;0,00;0,00;
0,00;0,00;156,71;2,26;0,00;0,00;
0,00;0,00;156,43;0,20;0,00;0,00;
0,00;0,00;155,65;-0,03;0,00;0,00;
0,00;0,00;154,59;0,09;0,00;0,00;
0,00;0,00;154,02;-0,00;0,00;0,00;
0,00;0,00;153,79;-0,00;0,00;0,00;
0,00;0,00;153,71;-0,00;0,00;0,00;
0,00;0,00;153,70;0,02;0,00;0,00;
0,00;0,00;153,70;0,04;0,00;0,00;
0,00;0,00;153,83;0,06;0,00;0,00;
0,00;0,00;153,97;0,11;0,00;0,00;
0,00;0,00;154,14;0,09;0,00;0,00;
0,00;0,00;154,30;0,09;0,00;0,00;
0,00;0,00;154,47;0,09;0,00;0,00;
0,00;0,00;154,63;0,09;0,00;0,00;
0,00;0,00;154,79;0,09;0,00;0,00;
0,00;0,00;154,95;0,09;0,00;0,00;
0,00;0,00;155,11;0,09;0,00;0,00;
0,00;0,00;155,27;0,09;0,00;0,00;
0,00;0,00;155,43;0,11;0,00;0,00;
0,00;0,00;155,59;0,09;0,00;0,00;
0,00;0,00;155,75;0,09;0,00;0,00;
0,00;0,00;155,91;0,09;0,00;0,00;
0,00;0,00;156,07;0,09;0,00;0,00;
0,00;0,00;156,23;0,11;0,00;0,00;
0,00;0,00;156,39;0,27;0,00;0,00;
0,00;0,00;156,55;0,29;0,00;0,00;
0,00;0,00;156,71;1,90;0,00;0,00;
0,00;0,00;156,85;2,76;0,00;0,00;
0,00;0,00;157,01;2,80;0,00;0,00;
0,00;0,00;157,17;2,98;0,00;0,00;
0,00;0,00;157,34;3,07;0,00;0,00;
0,00;0,00;157,50;3,17;0,00;0,00;
0,00;0,00;157,66;3,28;0,00;0,00;
0,00;0,00;157,82;3,36;0,00;0,00;
0,00;0,00;157,98;3,48;0,00;0,00;
0,00;0,00;158,14;3,61;0,00;0,00;
0,00;0,00;158,30;3,73;0,00;0,00;
0,00;0,00;158,47;3,89;0,00;0,00;
