8436;16.03.21 15:25:11;22;Avvicinamento pre-pressata pressata Fuori Ingombro;Alcun errore (0);20210316143037A0218;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;-0,04;0,16;0,00;0,00;
0,00;0,00;0,50;0,11;0,00;0,00;
0,00;0,00;1,53;0,18;0,00;0,00;
0,00;0,00;3,05;0,22;0,00;0,00;
0,00;0,00;5,10;0,16;0,00;0,00;
0,00;0,00;7,66;0,16;0,00;0,00;
0,00;0,00;10,71;0,18;0,00;0,00;
0,00;0,00;13,84;0,13;0,00;0,00;
0,00;0,00;17,02;0,16;0,00;0,00;
0,00;0,00;20,25;0,16;0,00;0,00;
0,00;0,00;23,44;0,06;0,00;0,00;
0,00;0,00;26,65;0,16;0,00;0,00;
0,00;0,00;29,85;0,09;0,00;0,00;
0,00;0,00;33,05;0,18;0,00;0,00;
0,00;0,00;36,25;0,13;0,00;0,00;
0,00;0,00;39,45;0,06;0,00;0,00;
0,00;0,00;42,65;0,16;0,00;0,00;
0,00;0,00;45,85;0,09;0,00;0,00;
0,00;0,00;49,05;0,13;0,00;0,00;
0,00;0,00;52,25;0,11;0,00;0,00;
0,00;0,00;55,45;0,09;0,00;0,00;
0,00;0,00;58,65;0,13;0,00;0,00;
0,00;0,00;61,85;0,11;0,00;0,00;
0,00;0,00;65,05;0,13;0,00;0,00;
0,00;0,00;68,25;0,13;0,00;0,00;
0,00;0,00;71,45;0,06;0,00;0,00;
0,00;0,00;74,65;0,16;0,00;0,00;
0,00;0,00;77,85;0,09;0,00;0,00;
0,00;0,00;81,05;0,16;0,00;0,00;
0,00;0,00;84,25;0,13;0,00;0,00;
0,00;0,00;87,45;0,06;0,00;0,00;
0,00;0,00;90,65;0,13;0,00;0,00;
0,00;0,00;93,85;0,09;0,00;0,00;
0,00;0,00;97,05;0,13;0,00;0,00;
0,00;0,00;100,25;0,13;0,00;0,00;
0,00;0,00;103,45;0,04;0,00;0,00;
0,00;0,00;106,65;0,13;0,00;0,00;
0,00;0,00;109,85;0,09;0,00;0,00;
0,00;0,00;113,05;0,17;0,00;0,00;
0,00;0,00;116,25;0,16;0,00;0,00;
0,00;0,00;119,45;0,06;0,00;0,00;
0,00;0,00;122,65;0,11;0,00;0,00;
0,00;0,00;125,85;0,06;0,00;0,00;
0,00;0,00;129,05;0,18;0,00;0,00;
0,00;0,00;132,25;0,16;0,00;0,00;
0,00;0,00;135,45;0,09;0,00;0,00;
0,00;0,00;138,65;0,13;0,00;0,00;
0,00;0,00;141,85;0,09;0,00;0,00;
0,00;0,00;145,04;0,16;0,00;0,00;
0,00;0,00;148,25;0,13;0,00;0,00;
0,00;0,00;151,45;0,09;0,00;0,00;
0,00;0,00;154,65;0,13;0,00;0,00;
0,00;0,00;157,85;0,06;0,00;0,00;
0,00;0,00;160,81;0,04;0,00;0,00;
0,00;0,00;163,28;0,02;0,00;0,00;
0,00;0,00;165,29;0,02;0,00;0,00;
0,00;0,00;166,79;0,04;0,00;0,00;
0,00;0,00;167,79;-0,03;0,00;0,00;
0,00;0,00;168,28;-0,02;0,00;0,00;
0,00;0,00;168,38;0,04;0,00;0,00;
0,00;0,00;168,47;0,13;0,00;0,00;
0,00;0,00;168,62;0,04;0,00;0,00;
0,00;0,00;168,77;0,04;0,00;0,00;
0,00;0,00;168,93;0,02;0,00;0,00;
0,00;0,00;169,09;0,06;0,00;0,00;
0,00;0,00;169,25;0,04;0,00;0,00;
0,00;0,00;169,41;0,06;0,00;0,00;
0,00;0,00;169,57;0,04;0,00;0,00;
0,00;0,00;169,73;0,04;0,00;0,00;
0,00;0,00;169,89;0,09;0,00;0,00;
0,00;0,00;170,05;0,09;0,00;0,00;
0,00;0,00;170,21;0,09;0,00;0,00;
0,00;0,00;170,37;0,06;0,00;0,00;
0,00;0,00;170,53;0,06;0,00;0,00;
0,00;0,00;170,69;0,13;0,00;0,00;
0,00;0,00;170,85;0,25;0,00;0,00;
0,00;0,00;171,01;0,27;0,00;0,00;
0,00;0,00;171,17;0,72;0,00;0,00;
0,00;0,00;171,32;0,88;0,00;0,00;
