71078;20.08.21 08:32:34;22;Avvicinamento pre-pressata pressata Fuori Ingombro;Alcun errore (0);20210819143933P0004;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;41,96;0,20;0,00;0,00;
0,00;0,00;42,52;0,11;0,00;0,00;
0,00;0,00;43,54;0,11;0,00;0,00;
0,00;0,00;45,07;0,16;0,00;0,00;
0,00;0,00;47,11;0,13;0,00;0,00;
0,00;0,00;49,67;0,18;0,00;0,00;
0,00;0,00;52,73;0,11;0,00;0,00;
0,00;0,00;55,85;0,16;0,00;0,00;
0,00;0,00;59,03;0,07;0,00;0,00;
0,00;0,00;62,25;0,09;0,00;0,00;
0,00;0,00;65,45;0,09;0,00;0,00;
0,00;0,00;68,65;0,07;0,00;0,00;
0,00;0,00;71,85;0,06;0,00;0,00;
0,00;0,00;75,05;0,06;0,00;0,00;
0,00;0,00;78,25;0,05;0,00;0,00;
0,00;0,00;81,45;0,07;0,00;0,00;
0,00;0,00;84,65;0,13;0,00;0,00;
0,00;0,00;87,85;0,06;0,00;0,00;
0,00;0,00;91,05;0,09;0,00;0,00;
0,00;0,00;94,25;0,09;0,00;0,00;
0,00;0,00;97,45;0,09;0,00;0,00;
0,00;0,00;100,65;0,11;0,00;0,00;
0,00;0,00;103,85;0,09;0,00;0,00;
0,00;0,00;107,05;0,11;0,00;0,00;
0,00;0,00;110,25;0,09;0,00;0,00;
0,00;0,00;113,45;0,09;0,00;0,00;
0,00;0,00;116,65;0,11;0,00;0,00;
0,00;0,00;119,85;0,09;0,00;0,00;
0,00;0,00;123,05;0,07;0,00;0,00;
0,00;0,00;126,25;0,09;0,00;0,00;
0,00;0,00;129,45;0,07;0,00;0,00;
0,00;0,00;132,65;0,09;0,00;0,00;
0,00;0,00;135,85;0,07;0,00;0,00;
0,00;0,00;139,05;0,07;0,00;0,00;
0,00;0,00;142,18;-0,07;0,00;0,00;
0,00;0,00;148,66;-0,02;0,00;0,00;
0,00;0,00;149,82;-0,02;0,00;0,00;
0,00;0,00;150,47;-0,02;0,00;0,00;
0,00;0,00;150,66;0,02;0,00;0,00;
0,00;0,00;150,71;0,05;0,00;0,00;
0,00;0,00;151,35;0,02;0,00;0,00;
0,00;0,00;152,47;0,02;0,00;0,00;
0,00;0,00;153,11;0,02;0,00;0,00;
0,00;0,00;154,23;0,23;0,00;0,00;
0,00;0,00;154,39;0,20;0,00;0,00;
0,00;0,00;154,55;0,79;0,00;0,00;
0,00;0,00;154,70;1,31;0,00;0,00;
0,00;0,00;154,86;1,56;0,00;0,00;
0,00;0,00;155,02;1,76;0,00;0,00;
0,00;0,00;155,18;1,81;0,00;0,00;
0,00;0,00;155,34;1,88;0,00;0,00;
0,00;0,00;155,51;2,06;0,00;0,00;
0,00;0,00;155,67;2,17;0,00;0,00;
0,00;0,00;155,83;2,28;0,00;0,00;
0,00;0,00;155,99;2,37;0,00;0,00;
0,00;0,00;156,15;2,44;0,00;0,00;
0,00;0,00;156,31;2,60;0,00;0,00;
0,00;0,00;156,47;2,71;0,00;0,00;
0,00;0,00;156,63;2,81;0,00;0,00;
0,00;0,00;156,71;2,67;0,00;0,00;
0,00;0,00;156,71;2,53;0,00;0,00;
0,00;0,00;156,55;0,41;0,00;0,00;
0,00;0,00;155,90;-0,18;0,00;0,00;
0,00;0,00;154,81;-0,02;0,00;0,00;
0,00;0,00;154,14;-0,07;0,00;0,00;
0,00;0,00;153,81;0,02;0,00;0,00;
0,00;0,00;153,70;-0,02;0,00;0,00;
0,00;0,00;153,79;-0,02;0,00;0,00;
0,00;0,00;153,93;0,05;0,00;0,00;
0,00;0,00;154,26;0,02;0,00;0,00;
