3246;10.02.20 18:11:15;22;Avvicinamento pre-pressata pressata Fuori Ingombro;Alcun errore (0);20200210180159;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;43,90;0,02;0,00;0,00;
0,00;0,00;43,96;0,20;0,00;0,00;
0,00;0,00;44,51;0,18;0,00;0,00;
0,00;0,00;45,53;0,18;0,00;0,00;
0,00;0,00;47,06;0,23;0,00;0,00;
0,00;0,00;49,10;0,23;0,00;0,00;
0,00;0,00;51,67;0,25;0,00;0,00;
0,00;0,00;54,72;0,23;0,00;0,00;
0,00;0,00;57,85;0,18;0,00;0,00;
0,00;0,00;61,02;0,18;0,00;0,00;
0,00;0,00;64,24;0,16;0,00;0,00;
0,00;0,00;67,44;0,16;0,00;0,00;
0,00;0,00;70,64;0,20;0,00;0,00;
0,00;0,00;73,85;0,18;0,00;0,00;
0,00;0,00;77,05;0,18;0,00;0,00;
0,00;0,00;80,25;0,18;0,00;0,00;
0,00;0,00;83,44;0,16;0,00;0,00;
0,00;0,00;86,65;0,16;0,00;0,00;
0,00;0,00;89,85;0,13;0,00;0,00;
0,00;0,00;93,05;0,14;0,00;0,00;
0,00;0,00;96,25;0,23;0,00;0,00;
0,00;0,00;99,45;0,12;0,00;0,00;
0,00;0,00;102,64;0,20;0,00;0,00;
0,00;0,00;105,85;0,16;0,00;0,00;
0,00;0,00;109,05;0,18;0,00;0,00;
0,00;0,00;112,25;0,16;0,00;0,00;
0,00;0,00;115,45;0,12;0,00;0,00;
0,00;0,00;118,65;0,16;0,00;0,00;
0,00;0,00;121,85;0,16;0,00;0,00;
0,00;0,00;125,05;0,16;0,00;0,00;
0,00;0,00;128,25;0,18;0,00;0,00;
0,00;0,00;131,45;0,14;0,00;0,00;
0,00;0,00;134,65;0,16;0,00;0,00;
0,00;0,00;137,85;0,14;0,00;0,00;
0,00;0,00;141,05;0,11;0,00;0,00;
0,00;0,00;144,25;0,16;0,00;0,00;
0,00;0,00;147,45;0,12;0,00;0,00;
0,00;0,00;150,64;0,12;0,00;0,00;
0,00;0,00;153,38;0,14;0,00;0,00;
0,00;0,00;155,69;0,07;0,00;0,00;
0,00;0,00;157,50;0,05;0,00;0,00;
0,00;0,00;158,81;0,02;0,00;0,00;
0,00;0,00;159,60;0,02;0,00;0,00;
0,00;0,00;159,96;0,07;0,00;0,00;
0,00;0,00;159,97;0,07;0,00;0,00;
0,00;0,00;160,10;0,09;0,00;0,00;
0,00;0,00;160,24;0,09;0,00;0,00;
0,00;0,00;160,40;0,07;0,00;0,00;
0,00;0,00;160,56;0,07;0,00;0,00;
0,00;0,00;160,72;0,07;0,00;0,00;
0,00;0,00;160,88;0,07;0,00;0,00;
0,00;0,00;161,04;0,07;0,00;0,00;
0,00;0,00;161,20;0,07;0,00;0,00;
0,00;0,00;161,36;0,07;0,00;0,00;
0,00;0,00;161,52;0,07;0,00;0,00;
0,00;0,00;161,68;0,07;0,00;0,00;
0,00;0,00;161,84;0,07;0,00;0,00;
0,00;0,00;162,00;0,07;0,00;0,00;
0,00;0,00;162,16;0,07;0,00;0,00;
0,00;0,00;162,32;0,07;0,00;0,00;
0,00;0,00;162,48;0,07;0,00;0,00;
0,00;0,00;162,64;0,07;0,00;0,00;
0,00;0,00;162,80;0,07;0,00;0,00;
0,00;0,00;162,96;0,07;0,00;0,00;
0,00;0,00;163,12;0,07;0,00;0,00;
0,00;0,00;163,28;0,07;0,00;0,00;
0,00;0,00;163,44;0,07;0,00;0,00;
0,00;0,00;163,60;0,07;0,00;0,00;
0,00;0,00;163,76;0,07;0,00;0,00;
0,00;0,00;163,92;0,07;0,00;0,00;
0,00;0,00;164,08;0,07;0,00;0,00;
0,00;0,00;164,24;0,07;0,00;0,00;
0,00;0,00;164,40;0,07;0,00;0,00;
0,00;0,00;164,56;0,07;0,00;0,00;
0,00;0,00;164,72;0,07;0,00;0,00;
0,00;0,00;164,88;0,07;0,00;0,00;
0,00;0,00;165,04;0,09;0,00;0,00;
0,00;0,00;165,20;0,07;0,00;0,00;
0,00;0,00;165,36;0,07;0,00;0,00;
0,00;0,00;165,52;0,07;0,00;0,00;
0,00;0,00;165,68;0,07;0,00;0,00;
0,00;0,00;165,84;0,07;0,00;0,00;
0,00;0,00;166,00;0,09;0,00;0,00;
0,00;0,00;166,16;0,07;0,00;0,00;
0,00;0,00;166,32;0,07;0,00;0,00;
0,00;0,00;166,48;0,07;0,00;0,00;
0,00;0,00;166,64;0,07;0,00;0,00;
0,00;0,00;166,80;0,07;0,00;0,00;
0,00;0,00;166,96;0,07;0,00;0,00;
0,00;0,00;167,12;0,07;0,00;0,00;
0,00;0,00;167,28;0,07;0,00;0,00;
0,00;0,00;167,44;0,07;0,00;0,00;
0,00;0,00;167,60;0,09;0,00;0,00;
0,00;0,00;167,76;0,07;0,00;0,00;
0,00;0,00;167,92;0,07;0,00;0,00;
0,00;0,00;168,08;0,07;0,00;0,00;
0,00;0,00;168,24;0,07;0,00;0,00;
0,00;0,00;168,40;0,07;0,00;0,00;
0,00;0,00;168,56;0,07;0,00;0,00;
0,00;0,00;168,72;0,09;0,00;0,00;
0,00;0,00;168,88;0,07;0,00;0,00;
0,00;0,00;169,04;0,07;0,00;0,00;
0,00;0,00;169,20;0,07;0,00;0,00;
0,00;0,00;169,36;0,09;0,00;0,00;
0,00;0,00;169,52;0,07;0,00;0,00;
0,00;0,00;169,68;0,07;0,00;0,00;
0,00;0,00;169,84;0,07;0,00;0,00;
0,00;0,00;170,00;0,07;0,00;0,00;
0,00;0,00;170,16;0,07;0,00;0,00;
0,00;0,00;170,32;0,07;0,00;0,00;
0,00;0,00;170,48;0,07;0,00;0,00;
0,00;0,00;170,64;0,07;0,00;0,00;
0,00;0,00;170,80;0,07;0,00;0,00;
0,00;0,00;170,96;0,09;0,00;0,00;
0,00;0,00;171,12;0,07;0,00;0,00;
0,00;0,00;171,28;0,09;0,00;0,00;
0,00;0,00;171,44;0,07;0,00;0,00;
0,00;0,00;171,60;0,07;0,00;0,00;
0,00;0,00;171,76;0,07;0,00;0,00;
0,00;0,00;171,92;0,07;0,00;0,00;
0,00;0,00;172,08;0,07;0,00;0,00;
0,00;0,00;172,24;0,07;0,00;0,00;
0,00;0,00;172,40;0,07;0,00;0,00;
0,00;0,00;172,56;0,07;0,00;0,00;
0,00;0,00;172,72;0,09;0,00;0,00;
0,00;0,00;172,88;0,07;0,00;0,00;
0,00;0,00;173,04;0,07;0,00;0,00;
0,00;0,00;173,20;0,07;0,00;0,00;
0,00;0,00;173,36;0,07;0,00;0,00;
0,00;0,00;173,52;0,07;0,00;0,00;
0,00;0,00;173,68;0,07;0,00;0,00;
0,00;0,00;173,84;0,07;0,00;0,00;
0,00;0,00;174,00;0,07;0,00;0,00;
0,00;0,00;174,16;0,07;0,00;0,00;
0,00;0,00;174,32;0,07;0,00;0,00;
0,00;0,00;174,48;0,07;0,00;0,00;
0,00;0,00;174,64;0,07;0,00;0,00;
0,00;0,00;174,80;0,07;0,00;0,00;
0,00;0,00;174,86;0,05;0,00;0,00;
0,00;0,00;174,86;0,07;0,00;0,00;
0,00;0,00;174,58;-0,09;0,00;0,00;
0,00;0,00;173,79;-0,13;0,00;0,00;
0,00;0,00;172,52;-0,18;0,00;0,00;
0,00;0,00;170,74;-0,18;0,00;0,00;
0,00;0,00;168,66;0,07;0,00;0,00;
0,00;0,00;167,08;-0,04;0,00;0,00;
0,00;0,00;165,14;-0,02;0,00;0,00;
0,00;0,00;164,91;0,02;0,00;0,00;
0,00;0,00;164,84;0,02;0,00;0,00;
0,00;0,00;164,83;0,02;0,00;0,00;
0,00;0,00;164,89;0,12;0,00;0,00;
0,00;0,00;165,04;0,09;0,00;0,00;
0,00;0,00;165,20;0,07;0,00;0,00;
0,00;0,00;165,36;0,07;0,00;0,00;
0,00;0,00;165,53;0,07;0,00;0,00;
0,00;0,00;165,69;0,09;0,00;0,00;
0,00;0,00;165,85;0,07;0,00;0,00;
0,00;0,00;166,02;0,09;0,00;0,00;
0,00;0,00;166,18;0,07;0,00;0,00;
0,00;0,00;166,34;0,07;0,00;0,00;
0,00;0,00;166,50;0,07;0,00;0,00;
0,00;0,00;166,66;0,07;0,00;0,00;
0,00;0,00;166,82;0,07;0,00;0,00;
0,00;0,00;166,98;0,07;0,00;0,00;
0,00;0,00;167,14;0,07;0,00;0,00;
0,00;0,00;167,30;0,07;0,00;0,00;
0,00;0,00;167,46;0,07;0,00;0,00;
0,00;0,00;167,62;0,07;0,00;0,00;
0,00;0,00;167,78;0,09;0,00;0,00;
0,00;0,00;167,94;0,07;0,00;0,00;
0,00;0,00;168,10;0,09;0,00;0,00;
0,00;0,00;168,26;0,07;0,00;0,00;
0,00;0,00;168,42;0,07;0,00;0,00;
0,00;0,00;168,58;0,07;0,00;0,00;
0,00;0,00;168,74;0,07;0,00;0,00;
0,00;0,00;168,90;0,07;0,00;0,00;
0,00;0,00;169,06;0,09;0,00;0,00;
0,00;0,00;169,22;0,07;0,00;0,00;
0,00;0,00;169,38;0,07;0,00;0,00;
0,00;0,00;169,54;0,07;0,00;0,00;
0,00;0,00;169,70;0,09;0,00;0,00;
0,00;0,00;169,86;0,07;0,00;0,00;
0,00;0,00;170,02;0,07;0,00;0,00;
0,00;0,00;170,18;0,07;0,00;0,00;
0,00;0,00;170,34;0,07;0,00;0,00;
0,00;0,00;170,50;0,07;0,00;0,00;
0,00;0,00;170,66;0,07;0,00;0,00;
0,00;0,00;170,82;0,07;0,00;0,00;
0,00;0,00;170,98;0,07;0,00;0,00;
0,00;0,00;171,14;0,07;0,00;0,00;
0,00;0,00;171,30;0,07;0,00;0,00;
0,00;0,00;171,46;0,07;0,00;0,00;
0,00;0,00;171,62;0,09;0,00;0,00;
0,00;0,00;171,78;0,07;0,00;0,00;
0,00;0,00;171,94;0,07;0,00;0,00;
0,00;0,00;172,10;0,07;0,00;0,00;
0,00;0,00;172,26;0,07;0,00;0,00;
0,00;0,00;172,42;0,07;0,00;0,00;
0,00;0,00;172,58;0,07;0,00;0,00;
0,00;0,00;172,74;0,07;0,00;0,00;
0,00;0,00;172,90;0,07;0,00;0,00;
0,00;0,00;173,06;0,07;0,00;0,00;
0,00;0,00;173,22;0,07;0,00;0,00;
0,00;0,00;173,38;0,07;0,00;0,00;
0,00;0,00;173,54;0,07;0,00;0,00;
0,00;0,00;173,70;0,07;0,00;0,00;
0,00;0,00;173,86;0,07;0,00;0,00;
0,00;0,00;174,02;0,07;0,00;0,00;
0,00;0,00;174,18;0,07;0,00;0,00;
0,00;0,00;174,34;0,07;0,00;0,00;
0,00;0,00;174,50;0,07;0,00;0,00;
0,00;0,00;174,66;0,07;0,00;0,00;
0,00;0,00;174,82;0,07;0,00;0,00;
0,00;0,00;174,98;0,07;0,00;0,00;
0,00;0,00;175,14;0,07;0,00;0,00;
0,00;0,00;175,30;0,09;0,00;0,00;
0,00;0,00;175,46;0,07;0,00;0,00;
0,00;0,00;175,62;0,07;0,00;0,00;
0,00;0,00;175,78;0,07;0,00;0,00;
0,00;0,00;175,94;0,16;0,00;0,00;
0,00;0,00;176,10;0,25;0,00;0,00;
0,00;0,00;176,26;0,25;0,00;0,00;
0,00;0,00;176,42;0,59;0,00;0,00;
0,00;0,00;176,58;1,04;0,00;0,00;
0,00;0,00;176,73;1,72;0,00;0,00;
0,00;0,00;176,89;2,35;0,00;0,00;
0,00;0,00;177,04;2,83;0,00;0,00;
0,00;0,00;177,20;3,19;0,00;0,00;
0,00;0,00;177,36;3,48;0,00;0,00;
0,00;0,00;177,53;3,80;0,00;0,00;
0,00;0,00;177,69;4,09;0,00;0,00;
0,00;0,00;177,85;4,34;0,00;0,00;
0,00;0,00;178,01;4,57;0,00;0,00;
0,00;0,00;178,17;4,77;0,00;0,00;
0,00;0,00;178,33;4,98;0,00;0,00;
0,00;0,00;178,49;5,18;0,00;0,00;
0,00;0,00;178,55;4,66;0,00;0,00;
0,00;0,00;178,55;4,32;0,00;0,00;
0,00;0,00;178,55;4,05;0,00;0,00;
0,00;0,00;178,16;-0,09;0,00;0,00;
0,00;0,00;177,27;-0,07;0,00;0,00;
0,00;0,00;175,86;-0,13;0,00;0,00;
0,00;0,00;173,93;-0,13;0,00;0,00;
0,00;0,00;171,50;-0,13;0,00;0,00;
0,00;0,00;168,56;-0,16;0,00;0,00;
0,00;0,00;165,40;-0,06;0,00;0,00;
0,00;0,00;162,26;-0,13;0,00;0,00;
0,00;0,00;159,01;-0,05;0,00;0,00;
0,00;0,00;155,83;-0,09;0,00;0,00;
0,00;0,00;152,62;-0,09;0,00;0,00;
0,00;0,00;149,42;-0,11;0,00;0,00;
0,00;0,00;146,22;-0,06;0,00;0,00;
0,00;0,00;143,02;-0,04;0,00;0,00;
0,00;0,00;139,82;-0,09;0,00;0,00;
0,00;0,00;136,62;-0,06;0,00;0,00;
0,00;0,00;133,42;-0,09;0,00;0,00;
0,00;0,00;130,22;-0,06;0,00;0,00;
0,00;0,00;127,02;-0,06;0,00;0,00;
0,00;0,00;123,82;-0,09;0,00;0,00;
0,00;0,00;120,62;-0,06;0,00;0,00;
0,00;0,00;117,42;-0,09;0,00;0,00;
0,00;0,00;114,22;-0,09;0,00;0,00;
0,00;0,00;111,02;-0,06;0,00;0,00;
0,00;0,00;107,82;-0,06;0,00;0,00;
0,00;0,00;104,62;-0,09;0,00;0,00;
0,00;0,00;101,42;-0,09;0,00;0,00;
0,00;0,00;98,21;-0,06;0,00;0,00;
0,00;0,00;95,01;-0,06;0,00;0,00;
0,00;0,00;91,82;-0,09;0,00;0,00;
0,00;0,00;88,62;-0,06;0,00;0,00;
0,00;0,00;85,42;-0,09;0,00;0,00;
0,00;0,00;82,22;-0,09;0,00;0,00;
0,00;0,00;79,02;-0,06;0,00;0,00;
