15845;24.09.21 13:57:17;22;Avvicinamento pre-pressata pressata Fuori Ingombro;Alcun errore (0);20210920170015A0218;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;-0,04;0,11;0,00;0,00;
0,00;0,00;0,48;0,09;0,00;0,00;
0,00;0,00;1,51;0,13;0,00;0,00;
0,00;0,00;3,05;0,23;0,00;0,00;
0,00;0,00;5,10;0,13;0,00;0,00;
0,00;0,00;7,66;0,14;0,00;0,00;
0,00;0,00;10,69;0,16;0,00;0,00;
0,00;0,00;13,84;0,11;0,00;0,00;
0,00;0,00;17,00;0,16;0,00;0,00;
0,00;0,00;20,26;0,09;0,00;0,00;
0,00;0,00;23,44;0,06;0,00;0,00;
0,00;0,00;26,65;0,11;0,00;0,00;
0,00;0,00;29,85;0,09;0,00;0,00;
0,00;0,00;33,05;0,14;0,00;0,00;
0,00;0,00;36,25;0,11;0,00;0,00;
0,00;0,00;39,45;0,09;0,00;0,00;
0,00;0,00;42,65;0,11;0,00;0,00;
0,00;0,00;45,85;0,11;0,00;0,00;
0,00;0,00;49,05;0,16;0,00;0,00;
0,00;0,00;52,25;0,09;0,00;0,00;
0,00;0,00;55,45;0,07;0,00;0,00;
0,00;0,00;58,65;0,11;0,00;0,00;
0,00;0,00;61,85;0,09;0,00;0,00;
0,00;0,00;65,05;0,11;0,00;0,00;
0,00;0,00;68,25;0,11;0,00;0,00;
0,00;0,00;71,45;0,05;0,00;0,00;
0,00;0,00;74,65;0,14;0,00;0,00;
0,00;0,00;77,85;0,07;0,00;0,00;
0,00;0,00;81,05;0,11;0,00;0,00;
0,00;0,00;84,25;0,11;0,00;0,00;
0,00;0,00;87,45;0,13;0,00;0,00;
0,00;0,00;90,65;0,09;0,00;0,00;
0,00;0,00;93,85;0,09;0,00;0,00;
0,00;0,00;97,05;0,09;0,00;0,00;
0,00;0,00;100,25;0,11;0,00;0,00;
0,00;0,00;103,45;0,09;0,00;0,00;
0,00;0,00;106,65;0,11;0,00;0,00;
0,00;0,00;109,85;0,09;0,00;0,00;
0,00;0,00;113,05;0,13;0,00;0,00;
0,00;0,00;116,25;0,11;0,00;0,00;
0,00;0,00;119,45;0,07;0,00;0,00;
0,00;0,00;122,65;0,09;0,00;0,00;
0,00;0,00;125,85;0,07;0,00;0,00;
0,00;0,00;129,05;0,16;0,00;0,00;
0,00;0,00;132,25;0,11;0,00;0,00;
0,00;0,00;135,45;0,05;0,00;0,00;
0,00;0,00;138,65;0,13;0,00;0,00;
0,00;0,00;141,85;0,11;0,00;0,00;
0,00;0,00;145,05;0,13;0,00;0,00;
0,00;0,00;148,25;0,09;0,00;0,00;
0,00;0,00;151,45;0,05;0,00;0,00;
0,00;0,00;154,65;0,09;0,00;0,00;
0,00;0,00;157,85;0,05;0,00;0,00;
0,00;0,00;160,81;0,02;0,00;0,00;
0,00;0,00;163,28;0,02;0,00;0,00;
0,00;0,00;165,29;0,02;0,00;0,00;
