6359;01.09.20 11:14:21;22;Avvicinamento pre-pressata pressata Fuori Ingombro;force > max. force (8);20200831140904P0009;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;73,76;0,31;0,00;0,00;
0,00;0,00;74,21;0,37;0,00;0,00;
0,00;0,00;74,98;0,37;0,00;0,00;
0,00;0,00;76,13;0,45;0,00;0,00;
0,00;0,00;77,67;0,37;0,00;0,00;
0,00;0,00;79,60;0,30;0,00;0,00;
0,00;0,00;81,90;0,45;0,00;0,00;
0,00;0,00;84,24;0,45;0,00;0,00;
0,00;0,00;86,63;0,31;0,00;0,00;
0,00;0,00;89,04;0,37;0,00;0,00;
0,00;0,00;91,44;0,31;0,00;0,00;
0,00;0,00;93,84;0,37;0,00;0,00;
0,00;0,00;96,25;0,23;0,00;0,00;
0,00;0,00;98,64;0,23;0,00;0,00;
0,00;0,00;101,05;0,31;0,00;0,00;
0,00;0,00;103,45;0,31;0,00;0,00;
0,00;0,00;105,85;0,31;0,00;0,00;
0,00;0,00;108,25;0,37;0,00;0,00;
0,00;0,00;110,64;0,23;0,00;0,00;
0,00;0,00;113,05;0,31;0,00;0,00;
0,00;0,00;115,45;0,30;0,00;0,00;
0,00;0,00;117,85;0,31;0,00;0,00;
0,00;0,00;120,25;0,31;0,00;0,00;
0,00;0,00;122,65;0,31;0,00;0,00;
0,00;0,00;125,05;0,30;0,00;0,00;
0,00;0,00;127,45;0,23;0,00;0,00;
0,00;0,00;129,85;0,37;0,00;0,00;
0,00;0,00;132,25;0,31;0,00;0,00;
0,00;0,00;134,64;0,30;0,00;0,00;
0,00;0,00;137,05;0,23;0,00;0,00;
0,00;0,00;139,45;0,23;0,00;0,00;
0,00;0,00;141,85;0,37;0,00;0,00;
0,00;0,00;144,25;0,31;0,00;0,00;
0,00;0,00;146,65;0,31;0,00;0,00;
0,00;0,00;149,05;0,31;0,00;0,00;
0,00;0,00;151,45;0,37;0,00;0,00;
0,00;0,00;153,85;0,37;0,00;0,00;
0,00;0,00;156,25;0,37;0,00;0,00;
0,00;0,00;158,39;0,23;0,00;0,00;
0,00;0,00;160,20;0,22;0,00;0,00;
0,00;0,00;161,66;0,08;0,00;0,00;
0,00;0,00;162,73;0,16;0,00;0,00;
0,00;0,00;163,42;0,16;0,00;0,00;
0,00;0,00;163,73;0,08;0,00;0,00;
0,00;0,00;163,80;0,16;0,00;0,00;
0,00;0,00;163,82;0,23;0,00;0,00;
0,00;0,00;163,92;0,23;0,00;0,00;
0,00;0,00;164,05;0,31;0,00;0,00;
0,00;0,00;164,20;0,31;0,00;0,00;
0,00;0,00;164,37;0,31;0,00;0,00;
0,00;0,00;164,53;0,31;0,00;0,00;
0,00;0,00;164,69;0,31;0,00;0,00;
0,00;0,00;164,85;0,31;0,00;0,00;
0,00;0,00;165,01;0,31;0,00;0,00;
0,00;0,00;165,17;0,31;0,00;0,00;
0,00;0,00;165,33;0,31;0,00;0,00;
0,00;0,00;165,49;0,31;0,00;0,00;
0,00;0,00;165,65;0,31;0,00;0,00;
0,00;0,00;165,81;0,31;0,00;0,00;
0,00;0,00;165,97;0,31;0,00;0,00;
0,00;0,00;166,13;0,31;0,00;0,00;
0,00;0,00;166,29;0,31;0,00;0,00;
0,00;0,00;166,45;0,31;0,00;0,00;
0,00;0,00;166,61;0,31;0,00;0,00;
0,00;0,00;166,77;0,31;0,00;0,00;
0,00;0,00;166,93;0,31;0,00;0,00;
0,00;0,00;167,09;0,31;0,00;0,00;
0,00;0,00;167,25;0,31;0,00;0,00;
0,00;0,00;167,41;0,31;0,00;0,00;
0,00;0,00;167,57;0,31;0,00;0,00;
0,00;0,00;167,73;0,31;0,00;0,00;
0,00;0,00;167,89;0,31;0,00;0,00;
0,00;0,00;168,05;0,31;0,00;0,00;
0,00;0,00;168,21;0,31;0,00;0,00;
0,00;0,00;168,37;0,31;0,00;0,00;
0,00;0,00;168,53;0,31;0,00;0,00;
0,00;0,00;168,69;0,31;0,00;0,00;
0,00;0,00;168,85;0,31;0,00;0,00;
0,00;0,00;169,01;0,31;0,00;0,00;
0,00;0,00;169,17;0,31;0,00;0,00;
0,00;0,00;169,33;0,31;0,00;0,00;
0,00;0,00;169,49;0,31;0,00;0,00;
0,00;0,00;169,65;0,31;0,00;0,00;
0,00;0,00;169,81;0,31;0,00;0,00;
0,00;0,00;169,97;0,31;0,00;0,00;
0,00;0,00;170,13;0,31;0,00;0,00;
