64427;12.07.21 08:55:30;22;Avvicinamento pre-pressata pressata Fuori Ingombro;Alcun errore (0);20210708160941A0217;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;9,56;0,24;0,00;0,00;
0,00;0,00;10,11;0,13;0,00;0,00;
0,00;0,00;11,14;0,13;0,00;0,00;
0,00;0,00;12,66;0,15;0,00;0,00;
0,00;0,00;14,71;0,18;0,00;0,00;
0,00;0,00;17,27;0,22;0,00;0,00;
0,00;0,00;20,32;0,09;0,00;0,00;
0,00;0,00;23,45;0,15;0,00;0,00;
0,00;0,00;26,62;0,13;0,00;0,00;
0,00;0,00;29,85;0,11;0,00;0,00;
0,00;0,00;33,05;0,06;0,00;0,00;
0,00;0,00;36,25;0,11;0,00;0,00;
0,00;0,00;39,45;0,06;0,00;0,00;
0,00;0,00;42,65;0,13;0,00;0,00;
0,00;0,00;45,85;0,09;0,00;0,00;
0,00;0,00;49,05;0,06;0,00;0,00;
0,00;0,00;52,25;0,09;0,00;0,00;
0,00;0,00;55,45;0,06;0,00;0,00;
0,00;0,00;58,65;0,06;0,00;0,00;
0,00;0,00;61,85;0,09;0,00;0,00;
0,00;0,00;65,05;0,09;0,00;0,00;
0,00;0,00;68,25;0,11;0,00;0,00;
0,00;0,00;71,45;0,06;0,00;0,00;
0,00;0,00;74,65;0,16;0,00;0,00;
0,00;0,00;77,85;0,09;0,00;0,00;
0,00;0,00;81,05;0,09;0,00;0,00;
0,00;0,00;84,25;0,09;0,00;0,00;
0,00;0,00;87,45;0,04;0,00;0,00;
0,00;0,00;90,65;0,13;0,00;0,00;
0,00;0,00;93,85;0,09;0,00;0,00;
0,00;0,00;97,05;0,09;0,00;0,00;
0,00;0,00;100,25;0,11;0,00;0,00;
0,00;0,00;103,45;0,09;0,00;0,00;
0,00;0,00;106,65;0,11;0,00;0,00;
0,00;0,00;109,85;0,09;0,00;0,00;
0,00;0,00;113,05;0,09;0,00;0,00;
0,00;0,00;116,25;0,11;0,00;0,00;
0,00;0,00;119,45;0,09;0,00;0,00;
0,00;0,00;122,65;0,11;0,00;0,00;
0,00;0,00;125,85;0,06;0,00;0,00;
0,00;0,00;129,05;0,06;0,00;0,00;
0,00;0,00;132,25;0,06;0,00;0,00;
0,00;0,00;135,45;0,11;0,00;0,00;
0,00;0,00;138,65;0,11;0,00;0,00;
0,00;0,00;141,85;0,06;0,00;0,00;
0,00;0,00;145,05;0,09;0,00;0,00;
0,00;0,00;148,25;0,06;0,00;0,00;
0,00;0,00;151,45;0,09;0,00;0,00;
0,00;0,00;154,64;0,11;0,00;0,00;
0,00;0,00;157,85;0,06;0,00;0,00;
0,00;0,00;160,98;-0,00;0,00;0,00;
0,00;0,00;163,61;0,06;0,00;0,00;
0,00;0,00;165,82;0,02;0,00;0,00;
0,00;0,00;167,55;-0,00;0,00;0,00;
0,00;0,00;168,77;-0,02;0,00;0,00;
0,00;0,00;169,74;-0,00;0,00;0,00;
0,00;0,00;169,94;0,02;0,00;0,00;
0,00;0,00;170,09;0,02;0,00;0,00;
