26431;25.01.21 13:42:38;22;Avvicinamento pre-pressata pressata Fuori Ingombro;Alcun errore (0);20210125092108A0217;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;43,96;0,13;0,00;0,00;
0,00;0,00;44,52;0,06;0,00;0,00;
0,00;0,00;45,54;0,09;0,00;0,00;
0,00;0,00;47,06;0,11;0,00;0,00;
0,00;0,00;49,11;0,11;0,00;0,00;
0,00;0,00;51,67;0,13;0,00;0,00;
0,00;0,00;54,73;0,11;0,00;0,00;
0,00;0,00;57,85;0,06;0,00;0,00;
0,00;0,00;61,03;0,09;0,00;0,00;
0,00;0,00;64,25;0,07;0,00;0,00;
0,00;0,00;67,45;0,04;0,00;0,00;
0,00;0,00;70,65;0,07;0,00;0,00;
0,00;0,00;73,85;0,05;0,00;0,00;
0,00;0,00;77,05;0,06;0,00;0,00;
0,00;0,00;80,25;0,09;0,00;0,00;
0,00;0,00;83,45;0,09;0,00;0,00;
0,00;0,00;86,65;0,06;0,00;0,00;
0,00;0,00;89,85;0,07;0,00;0,00;
0,00;0,00;93,05;0,02;0,00;0,00;
0,00;0,00;96,25;0,09;0,00;0,00;
0,00;0,00;99,45;0,05;0,00;0,00;
0,00;0,00;102,65;0,09;0,00;0,00;
0,00;0,00;105,85;0,05;0,00;0,00;
0,00;0,00;109,05;0,07;0,00;0,00;
0,00;0,00;112,25;0,07;0,00;0,00;
0,00;0,00;115,45;0,07;0,00;0,00;
0,00;0,00;118,65;0,07;0,00;0,00;
0,00;0,00;121,85;0,07;0,00;0,00;
0,00;0,00;125,05;0,05;0,00;0,00;
0,00;0,00;128,25;0,07;0,00;0,00;
0,00;0,00;131,45;0,05;0,00;0,00;
0,00;0,00;134,65;0,11;0,00;0,00;
0,00;0,00;137,85;0,05;0,00;0,00;
0,00;0,00;141,05;0,05;0,00;0,00;
0,00;0,00;144,25;0,05;0,00;0,00;
0,00;0,00;150,65;0,07;0,00;0,00;
0,00;0,00;153,85;0,05;0,00;0,00;
0,00;0,00;157,05;0,09;0,00;0,00;
0,00;0,00;160,21;-0,02;0,00;0,00;
0,00;0,00;166,91;-0,02;0,00;0,00;
0,00;0,00;168,15;-0,05;0,00;0,00;
0,00;0,00;168,90;-0,09;0,00;0,00;
0,00;0,00;169,14;-0,05;0,00;0,00;
0,00;0,00;169,21;-0,07;0,00;0,00;
0,00;0,00;169,49;-0,02;0,00;0,00;
0,00;0,00;172,21;0,18;0,00;0,00;
0,00;0,00;172,37;0,18;0,00;0,00;
0,00;0,00;172,53;0,41;0,00;0,00;
0,00;0,00;172,69;0,79;0,00;0,00;
0,00;0,00;172,84;1,26;0,00;0,00;
0,00;0,00;173,00;1,65;0,00;0,00;
0,00;0,00;173,16;1,88;0,00;0,00;
0,00;0,00;173,32;2,01;0,00;0,00;
0,00;0,00;173,48;2,15;0,00;0,00;
0,00;0,00;173,64;2,26;0,00;0,00;
0,00;0,00;173,71;2,01;0,00;0,00;
0,00;0,00;173,71;1,83;0,00;0,00;
0,00;0,00;173,56;0,23;0,00;0,00;
0,00;0,00;172,90;-0,25;0,00;0,00;
0,00;0,00;172,11;-0,05;0,00;0,00;
0,00;0,00;171,84;-0,02;0,00;0,00;
0,00;0,00;171,75;-0,07;0,00;0,00;
0,00;0,00;171,71;-0,09;0,00;0,00;
0,00;0,00;171,70;-0,09;0,00;0,00;
0,00;0,00;171,86;-0,02;0,00;0,00;
0,00;0,00;173,47;0,18;0,00;0,00;
0,00;0,00;173,63;0,24;0,00;0,00;
0,00;0,00;173,78;2,40;0,00;0,00;
0,00;0,00;173,93;2,44;0,00;0,00;
0,00;0,00;174,09;2,44;0,00;0,00;
0,00;0,00;174,26;2,49;0,00;0,00;
0,00;0,00;174,42;2,64;0,00;0,00;
0,00;0,00;174,58;2,78;0,00;0,00;
0,00;0,00;174,74;2,89;0,00;0,00;
0,00;0,00;174,90;3,03;0,00;0,00;
0,00;0,00;175,07;3,21;0,00;0,00;
0,00;0,00;175,22;3,44;0,00;0,00;
0,00;0,00;175,38;3,57;0,00;0,00;
0,00;0,00;175,54;3,71;0,00;0,00;
0,00;0,00;175,71;3,78;0,00;0,00;
0,00;0,00;175,87;3,80;0,00;0,00;
