2929;21.09.20 08:53:17;21;Avvicinamento Pressata Fuori Ingombro;force > max. force (8);20200917082723P0028;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;39,90;0,02;0,00;0,00;
0,00;0,00;40,16;0,24;0,00;0,00;
0,00;0,00;40,95;0,17;0,00;0,00;
0,00;0,00;42,22;0,11;0,00;0,00;
0,00;0,00;44,01;0,20;0,00;0,00;
0,00;0,00;46,31;0,29;0,00;0,00;
0,00;0,00;49,13;0,23;0,00;0,00;
0,00;0,00;52,30;0,06;0,00;0,00;
0,00;0,00;55,41;0,09;0,00;0,00;
0,00;0,00;58,65;0,11;0,00;0,00;
0,00;0,00;61,84;0,16;0,00;0,00;
0,00;0,00;65,04;0,16;0,00;0,00;
0,00;0,00;68,25;0,13;0,00;0,00;
0,00;0,00;71,45;0,09;0,00;0,00;
0,00;0,00;74,65;0,16;0,00;0,00;
0,00;0,00;77,85;0,11;0,00;0,00;
0,00;0,00;81,05;0,16;0,00;0,00;
0,00;0,00;84,25;0,13;0,00;0,00;
0,00;0,00;87,45;0,06;0,00;0,00;
0,00;0,00;90,65;0,13;0,00;0,00;
0,00;0,00;93,85;0,11;0,00;0,00;
0,00;0,00;97,05;0,17;0,00;0,00;
0,00;0,00;100,25;0,15;0,00;0,00;
0,00;0,00;103,45;0,06;0,00;0,00;
0,00;0,00;106,65;0,16;0,00;0,00;
0,00;0,00;109,85;0,09;0,00;0,00;
0,00;0,00;113,05;0,20;0,00;0,00;
0,00;0,00;116,25;0,13;0,00;0,00;
0,00;0,00;119,45;0,09;0,00;0,00;
0,00;0,00;122,65;0,13;0,00;0,00;
0,00;0,00;125,85;0,13;0,00;0,00;
0,00;0,00;129,05;0,17;0,00;0,00;
0,00;0,00;132,25;0,13;0,00;0,00;
0,00;0,00;135,45;0,09;0,00;0,00;
0,00;0,00;138,65;0,13;0,00;0,00;
0,00;0,00;141,85;0,06;0,00;0,00;
0,00;0,00;145,05;0,17;0,00;0,00;
0,00;0,00;148,25;0,16;0,00;0,00;
0,00;0,00;151,45;0,09;0,00;0,00;
0,00;0,00;154,53;-0,02;0,00;0,00;
0,00;0,00;157,11;0,11;0,00;0,00;
0,00;0,00;159,26;0,09;0,00;0,00;
0,00;0,00;160,90;0,06;0,00;0,00;
0,00;0,00;162,04;0,02;0,00;0,00;
0,00;0,00;162,68;0,09;0,00;0,00;
0,00;0,00;162,85;0,24;0,00;0,00;
0,00;0,00;162,91;0,27;0,00;0,00;
0,00;0,00;162,92;0,27;0,00;0,00;
0,00;0,00;163,01;1,44;0,00;0,00;
0,00;0,00;163,12;5,69;0,00;0,00;
0,00;0,00;163,23;10,07;0,00;0,00;
0,00;0,00;163,29;12,60;0,00;0,00;
0,00;0,00;163,32;12,90;0,00;0,00;
0,00;0,00;163,34;12,67;0,00;0,00;
0,00;0,00;163,35;12,76;0,00;0,00;
0,00;0,00;163,36;12,74;0,00;0,00;
0,00;0,00;163,37;12,76;0,00;0,00;
0,00;0,00;163,38;12,76;0,00;0,00;
0,00;0,00;163,38;12,76;0,00;0,00;
0,00;0,00;163,39;12,76;0,00;0,00;
0,00;0,00;163,39;12,71;0,00;0,00;
0,00;0,00;163,39;12,67;0,00;0,00;
0,00;0,00;163,40;12,67;0,00;0,00;
0,00;0,00;163,40;12,60;0,00;0,00;
