2743;24.01.20 15:21:32;22;Avvicinamento pre-pressata pressata Fuori Ingombro;Alcun errore (0);20200124135925;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;41,90;0,05;0,00;0,00;
0,00;0,00;41,96;0,25;0,00;0,00;
0,00;0,00;42,50;0,12;0,00;0,00;
0,00;0,00;43,51;0,18;0,00;0,00;
0,00;0,00;45,04;0,18;0,00;0,00;
0,00;0,00;47,09;0,20;0,00;0,00;
0,00;0,00;49,66;0,20;0,00;0,00;
0,00;0,00;52,69;0,30;0,00;0,00;
0,00;0,00;55,85;0,14;0,00;0,00;
0,00;0,00;59,00;0,18;0,00;0,00;
0,00;0,00;62,27;0,05;0,00;0,00;
0,00;0,00;65,42;0,16;0,00;0,00;
0,00;0,00;68,65;0,16;0,00;0,00;
0,00;0,00;71,84;0,18;0,00;0,00;
0,00;0,00;75,05;0,14;0,00;0,00;
0,00;0,00;78,25;0,16;0,00;0,00;
0,00;0,00;81,45;0,12;0,00;0,00;
0,00;0,00;84,65;0,18;0,00;0,00;
0,00;0,00;87,85;0,14;0,00;0,00;
0,00;0,00;91,05;0,14;0,00;0,00;
0,00;0,00;94,25;0,18;0,00;0,00;
0,00;0,00;97,45;0,14;0,00;0,00;
0,00;0,00;100,65;0,18;0,00;0,00;
0,00;0,00;103,85;0,14;0,00;0,00;
0,00;0,00;107,05;0,14;0,00;0,00;
0,00;0,00;110,25;0,18;0,00;0,00;
0,00;0,00;113,44;0,16;0,00;0,00;
0,00;0,00;116,65;0,16;0,00;0,00;
0,00;0,00;119,85;0,14;0,00;0,00;
0,00;0,00;123,05;0,14;0,00;0,00;
0,00;0,00;126,25;0,16;0,00;0,00;
0,00;0,00;129,44;0,14;0,00;0,00;
0,00;0,00;132,64;0,16;0,00;0,00;
0,00;0,00;135,85;0,14;0,00;0,00;
0,00;0,00;139,05;0,14;0,00;0,00;
0,00;0,00;144,80;0,07;0,00;0,00;
0,00;0,00;146,98;0,07;0,00;0,00;
